post_id,fecha_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,jornada,jornada_etiqueta,resultado,rival,condicion,alcance,impresiones,likes,comentarios,compartidos,guardados,interacciones,comentarios_positivos,comentarios_negativos,comentarios_neutros,atipico
P00992,20250108,2025-01-08,YouTube,Efeméride,Vídeo largo,0,,,,,,6352.0,7930.0,95.0,5,8,4.0,112.0,3,0,2,False
P00993,20250108,2025-01-08,YouTube,Efeméride,Vídeo largo,0,,,,,,3611.0,4775.0,69.0,3,5,11.0,88.0,1,0,2,False
P00994,20250109,2025-01-09,Instagram,Fichajes,Vídeo corto,0,,,,,,96333.0,141474.0,11362.0,939,1041,317.0,13659.0,530,156,253,False
P00995,20250109,2025-01-09,Instagram,Patrocinador,Vídeo corto,0,,,,,,44619.0,54767.0,1059.0,93,80,125.0,1357.0,49,15,29,False
P00996,20250109,2025-01-09,X,Cantera,Texto,0,,,,,,34717.0,49224.0,199.0,18,16,19.0,252.0,10,4,4,False
P00997,20250109,2025-01-09,YouTube,Afición,Vídeo largo,0,,,,,,4322.0,5053.0,193.0,11,10,24.0,238.0,6,1,4,False
P00998,20250110,2025-01-10,Instagram,Resumen,Imagen,0,,,,,,22507.0,27797.0,1809.0,88,153,57.0,2107.0,40,17,31,False
P00999,20250110,2025-01-10,X,Afición,Texto,0,,,,,,29069.0,47157.0,362.0,36,39,22.0,459.0,17,8,11,False
P01000,20250110,2025-01-10,X,Previa,Imagen,0,,,,,,33282.0,44562.0,289.0,19,24,22.0,354.0,9,4,6,False
P01001,20250110,2025-01-10,X,Cantera,Vídeo corto,0,,,,,,19269.0,25084.0,219.0,17,20,9.0,265.0,10,3,4,False
P01002,20250110,2025-01-10,X,Fichajes,Imagen,0,,,,,,13314.0,20860.0,303.0,18,21,13.0,355.0,9,3,6,False
P01003,20250110,2025-01-10,Facebook,Entrenamiento,Vídeo largo,0,,,,,,27405.0,39192.0,252.0,16,19,28.0,315.0,9,3,4,False
P01004,20250110,2025-01-10,Facebook,Fichajes,Imagen,0,,,,,,33726.0,55605.0,767.0,42,52,34.0,895.0,23,7,12,False
P01005,20250110,2025-01-10,Facebook,Institucional,Carrusel,0,,,,,,15791.0,22878.0,71.0,4,6,10.0,91.0,2,0,2,False
P01006,20250110,2025-01-10,TikTok,Efeméride,Vídeo corto,0,,,,,,5060.0,6782.0,321.0,27,35,15.0,398.0,13,7,7,False
P01007,20250111,2025-01-11,Instagram,Patrocinador,Vídeo corto,1,19.0,J19,Empate,Racing de Aldama,Visitante,46140.0,58858.0,808.0,44,44,132.0,1028.0,23,7,14,False
P01008,20250111,2025-01-11,Instagram,Institucional,Vídeo corto,1,19.0,J19,Empate,Racing de Aldama,Visitante,22131.0,25599.0,503.0,27,52,31.0,613.0,12,8,7,False
P01009,20250111,2025-01-11,Instagram,Resumen,Carrusel,1,19.0,J19,Empate,Racing de Aldama,Visitante,32641.0,40537.0,1390.0,108,89,83.0,1670.0,51,21,36,False
P01010,20250111,2025-01-11,Instagram,Fichajes,Imagen,1,19.0,J19,Empate,Racing de Aldama,Visitante,38760.0,47647.0,2308.0,119,169,136.0,2732.0,81,15,23,False
P01011,20250111,2025-01-11,Instagram,Directo,Carrusel,1,19.0,J19,Empate,Racing de Aldama,Visitante,31904.0,51958.0,1789.0,134,171,190.0,2284.0,71,38,25,False
P01012,20250111,2025-01-11,X,Institucional,Carrusel,1,19.0,J19,Empate,Racing de Aldama,Visitante,12233.0,16217.0,103.0,6,6,13.0,128.0,2,1,3,False
P01013,20250111,2025-01-11,X,Afición,Carrusel,1,19.0,J19,Empate,Racing de Aldama,Visitante,11699.0,17793.0,253.0,18,15,38.0,324.0,7,5,6,False
P01014,20250111,2025-01-11,Facebook,Entrenamiento,Carrusel,1,19.0,J19,Empate,Racing de Aldama,Visitante,8675.0,10070.0,98.0,6,8,4.0,116.0,2,1,3,False
P01015,20250111,2025-01-11,Facebook,Afición,Vídeo corto,1,19.0,J19,Empate,Racing de Aldama,Visitante,33779.0,54100.0,469.0,42,28,55.0,594.0,23,7,12,False
P01016,20250111,2025-01-11,TikTok,Directo,Vídeo corto,1,19.0,J19,Empate,Racing de Aldama,Visitante,6964.0,10931.0,1507.0,79,123,214.0,1923.0,44,17,18,False
P01017,20250111,2025-01-11,TikTok,Resumen,Vídeo corto,1,19.0,J19,Empate,Racing de Aldama,Visitante,11599.0,16615.0,971.0,55,61,114.0,1201.0,27,12,16,False
P01018,20250111,2025-01-11,TikTok,Afición,Vídeo corto,1,19.0,J19,Empate,Racing de Aldama,Visitante,10569.0,12390.0,1578.0,151,80,150.0,1959.0,81,33,37,False
P01019,20250111,2025-01-11,YouTube,Afición,Vídeo largo,1,19.0,J19,Empate,Racing de Aldama,Visitante,9312.0,13768.0,250.0,16,15,33.0,314.0,8,3,5,False
P01020,20250112,2025-01-12,Instagram,Patrocinador,Carrusel,0,,,,,,15049.0,22145.0,326.0,17,30,43.0,416.0,9,3,5,False
P01021,20250112,2025-01-12,X,Patrocinador,Texto,0,,,,,,20053.0,29099.0,126.0,11,13,1.0,151.0,6,2,3,False
P01022,20250112,2025-01-12,Facebook,Entrenamiento,Texto,0,,,,,,23255.0,30634.0,141.0,8,13,8.0,170.0,4,1,3,False
P01023,20250112,2025-01-12,Facebook,Institucional,Imagen,0,,,,,,19812.0,25460.0,116.0,9,7,4.0,136.0,4,3,2,False
P01024,20250112,2025-01-12,Facebook,Patrocinador,Imagen,0,,,,,,31658.0,51062.0,95.0,5,6,8.0,114.0,2,0,3,False
P01025,20250112,2025-01-12,YouTube,Efeméride,Vídeo largo,0,,,,,,10175.0,14496.0,249.0,14,20,11.0,294.0,6,3,5,False
P01026,20250113,2025-01-13,Instagram,Patrocinador,Carrusel,0,,,,,,28448.0,44627.0,672.0,34,58,36.0,800.0,19,5,10,False
P01027,20250113,2025-01-13,X,Entrenamiento,Texto,0,,,,,,38185.0,62054.0,144.0,9,13,18.0,184.0,5,2,2,False
P01028,20250113,2025-01-13,Facebook,Entrenamiento,Vídeo corto,0,,,,,,13196.0,17917.0,179.0,9,18,12.0,218.0,5,1,3,False
P01029,20250113,2025-01-13,Facebook,Patrocinador,Imagen,0,,,,,,6021.0,8527.0,30.0,1,3,2.0,36.0,0,0,1,False
P01030,20250113,2025-01-13,TikTok,Fichajes,Vídeo corto,0,,,,,,8969.0,12284.0,963.0,67,101,20.0,1151.0,37,11,19,False
P01031,20250113,2025-01-13,TikTok,Afición,Vídeo corto,0,,,,,,11682.0,13697.0,1223.0,112,88,73.0,1496.0,53,32,27,False
P01032,20250113,2025-01-13,YouTube,Fichajes,Vídeo largo,0,,,,,,8429.0,10665.0,290.0,25,24,20.0,359.0,14,6,5,False
P01033,20250114,2025-01-14,Instagram,Efeméride,Vídeo corto,0,,,,,,47059.0,61565.0,3001.0,270,165,265.0,3701.0,148,72,50,False
P01034,20250114,2025-01-14,X,Entrenamiento,Imagen,0,,,,,,16716.0,21232.0,235.0,12,23,28.0,298.0,5,3,4,False
P01035,20250114,2025-01-14,Facebook,Efeméride,Vídeo corto,0,,,,,,19540.0,27664.0,152.0,14,16,1.0,183.0,6,3,5,False
P01036,20250114,2025-01-14,YouTube,Institucional,Vídeo largo,0,,,,,,16701.0,21360.0,156.0,13,9,11.0,189.0,8,2,3,False
P01037,20250114,2025-01-14,YouTube,Entrenamiento,Vídeo largo,0,,,,,,3926.0,5245.0,89.0,5,6,6.0,106.0,2,1,2,False
P01038,20250115,2025-01-15,Instagram,Entrenamiento,Imagen,0,,,,,,20269.0,26188.0,533.0,42,37,40.0,652.0,18,9,15,False
P01039,20250115,2025-01-15,Instagram,Efeméride,Imagen,0,,,,,,8476.0,10437.0,516.0,34,50,26.0,626.0,19,9,6,False
P01040,20250115,2025-01-15,Facebook,Afición,Imagen,0,,,,,,23869.0,29735.0,278.0,16,21,16.0,331.0,10,2,4,False
P01041,20250115,2025-01-15,Facebook,Entrenamiento,Imagen,0,,,,,,11955.0,17866.0,109.0,10,8,9.0,136.0,5,2,3,False
P01042,20250115,2025-01-15,Facebook,Directo,Texto,0,,,,,,10674.0,17482.0,183.0,10,13,19.0,225.0,4,2,4,False
P01043,20250115,2025-01-15,YouTube,Fichajes,Vídeo largo,0,,,,,,7098.0,8073.0,231.0,20,22,10.0,283.0,9,6,5,False
P01044,20250116,2025-01-16,X,Directo,Imagen,0,,,,,,31521.0,39287.0,726.0,44,72,24.0,866.0,25,9,10,False
P01045,20250116,2025-01-16,X,Institucional,Texto,0,,,,,,39482.0,46775.0,187.0,10,12,27.0,236.0,5,1,4,False
P01046,20250116,2025-01-16,X,Patrocinador,Vídeo largo,0,,,,,,15136.0,24421.0,127.0,8,12,11.0,158.0,4,1,3,False
P01047,20250116,2025-01-16,Facebook,Previa,Imagen,0,,,,,,22345.0,28054.0,250.0,21,24,10.0,305.0,13,4,4,False
P01048,20250116,2025-01-16,Facebook,Resumen,Vídeo corto,0,,,,,,11961.0,16508.0,252.0,18,14,34.0,318.0,9,3,6,False
P01049,20250116,2025-01-16,YouTube,Entrenamiento,Vídeo largo,0,,,,,,7395.0,12102.0,156.0,9,12,13.0,190.0,4,1,4,False
P01050,20250117,2025-01-17,Instagram,Previa,Imagen,0,,,,,,21680.0,30062.0,1355.0,112,131,79.5,1677.5,59,25,28,False
P01051,20250117,2025-01-17,Instagram,Entrenamiento,Carrusel,0,,,,,,31973.0,47552.0,974.0,63,98,22.0,1157.0,33,13,17,False
P01052,20250117,2025-01-17,X,Previa,Imagen,0,,,,,,25889.0,30678.0,357.0,27,36,19.0,439.0,14,5,8,False
P01053,20250117,2025-01-17,X,Previa,Imagen,0,,,,,,23077.0,27837.0,342.0,16,27,15.0,400.0,9,4,3,False
P01054,20250117,2025-01-17,X,Resumen,Imagen,0,,,,,,35379.0,49917.0,491.0,48,34,49.0,622.0,22,12,14,False
P01055,20250117,2025-01-17,TikTok,Cantera,Vídeo corto,0,,,,,,11405.0,18597.0,760.0,49,61,49.0,919.0,23,14,12,False
P01056,20250118,2025-01-18,Instagram,Resumen,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,21365.0,26729.0,2832.0,230,284,46.0,3392.0,144,36,50,False
P01057,20250118,2025-01-18,Instagram,Previa,Imagen,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,44644.0,60953.0,2011.0,192,147,158.0,2508.0,123,28,41,False
P01058,20250118,2025-01-18,Instagram,Resumen,Imagen,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,44727.0,61131.0,2323.0,125,227,158.0,2833.0,80,28,17,False
P01059,20250118,2025-01-18,Instagram,Resumen,Vídeo largo,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,40448.0,52236.0,1101.0,61,111,110.0,1383.0,41,7,13,False
P01060,20250118,2025-01-18,Instagram,Afición,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,27001.0,40827.0,2562.0,174,167,276.0,3179.0,103,40,31,False
P01061,20250118,2025-01-18,X,Directo,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,34097.0,39318.0,897.0,69,67,96.0,1129.0,47,12,10,False
P01062,20250118,2025-01-18,X,Cantera,Texto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,34630.0,43190.0,217.0,16,11,34.0,278.0,10,2,4,False
P01063,20250118,2025-01-18,X,Directo,Texto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,12201.0,16368.0,247.0,16,22,19.0,304.0,9,2,5,False
P01064,20250118,2025-01-18,Facebook,Institucional,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,15148.0,22260.0,165.0,12,17,5.0,199.0,7,2,3,False
P01065,20250118,2025-01-18,Facebook,Resumen,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,33762.0,50068.0,1166.0,68,99,135.0,1468.0,45,13,10,False
P01066,20250118,2025-01-18,Facebook,Directo,Imagen,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,28832.0,45783.0,357.0,20,33,20.0,430.0,12,5,3,False
P01067,20250118,2025-01-18,TikTok,Fichajes,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,4013.0,6391.0,931.0,80,63,24.0,1098.0,50,11,19,False
P01068,20250118,2025-01-18,TikTok,Patrocinador,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,29024.0,44848.0,1297.0,87,127,145.0,1656.0,62,9,16,False
P01069,20250118,2025-01-18,TikTok,Patrocinador,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,4220.0,6067.0,220.0,15,18,21.0,274.0,10,1,4,False
P01070,20250118,2025-01-18,TikTok,Previa,Vídeo corto,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,13527.0,20908.0,1492.0,131,135,95.0,1853.0,86,25,20,False
P01071,20250118,2025-01-18,YouTube,Resumen,Vídeo largo,1,20.0,J20,Victoria,CD Marítimo del Sur,Visitante,7467.0,8980.0,477.0,45,30,27.0,579.0,28,9,8,False
P01072,20250119,2025-01-19,Instagram,Cantera,Imagen,0,,,,,,30380.0,26392.0,391.0,23,24,51.0,489.0,12,6,5,False
P01073,20250119,2025-01-19,Facebook,Entrenamiento,Vídeo corto,0,,,,,,13472.0,16415.0,157.0,10,9,8.0,184.0,5,2,3,False
P01074,20250119,2025-01-19,Facebook,Entrenamiento,Carrusel,0,,,,,,23314.0,30240.0,267.0,14,23,31.0,335.0,8,2,4,False
P01075,20250119,2025-01-19,Facebook,Fichajes,Vídeo corto,0,,,,,,15545.0,23126.0,415.0,40,24,25.0,504.0,20,11,9,False
P01076,20250119,2025-01-19,Facebook,Efeméride,Vídeo corto,0,,,,,,18636.0,22480.0,258.0,14,25,11.0,308.0,8,3,3,False
P01077,20250119,2025-01-19,TikTok,Efeméride,Vídeo corto,0,,,,,,7812.0,11376.0,784.0,43,49,91.0,967.0,24,9,10,False
P01078,20250119,2025-01-19,YouTube,Fichajes,Vídeo largo,0,,,,,,4219.0,5691.0,158.0,14,11,3.0,186.0,6,3,5,False
P01079,20250120,2025-01-20,Instagram,Efeméride,Carrusel,0,,,,,,27084.0,42723.0,762.0,41,54,78.0,935.0,18,12,11,False
P01080,20250120,2025-01-20,Instagram,Resumen,Carrusel,0,,,,,,20044.0,24096.0,1137.0,80,102,23.0,1342.0,43,13,24,False
P01081,20250120,2025-01-20,X,Patrocinador,Texto,0,,,,,,22244.0,27361.0,103.0,9,10,6.0,128.0,5,1,3,False
P01082,20250120,2025-01-20,TikTok,Efeméride,Vídeo corto,0,,,,,,26657.0,41081.0,1197.0,59,62,137.0,1455.0,31,17,11,False
P01083,20250120,2025-01-20,TikTok,Directo,Vídeo corto,0,,,,,,9787.0,14276.0,1359.0,75,142,66.0,1642.0,36,18,21,False
P01084,20250121,2025-01-21,Instagram,Entrenamiento,Carrusel,0,,,,,,22573.0,30079.0,1007.0,90,105,60.0,1262.0,52,17,21,False
P01085,20250121,2025-01-21,Instagram,Resumen,Carrusel,0,,,,,,30189.0,42320.0,1215.0,81,70,186.0,1552.0,47,21,13,False
P01086,20250121,2025-01-21,Instagram,Entrenamiento,Vídeo corto,0,,,,,,50314.0,81435.0,2989.0,165,185,231.0,3570.0,87,42,36,False
P01087,20250121,2025-01-21,Instagram,Fichajes,Imagen,0,,,,,,26351.0,33139.0,1252.0,96,102,27.0,1477.0,49,26,21,False
P01088,20250121,2025-01-21,X,Entrenamiento,Vídeo largo,0,,,,,,53689.0,72217.0,476.0,41,45,0.0,562.0,24,8,9,False
P01089,20250121,2025-01-21,X,Patrocinador,Texto,0,,,,,,17435.0,21831.0,99.0,8,5,5.0,117.0,4,1,3,False
P01090,20250121,2025-01-21,X,Institucional,Texto,0,,,,,,25994.0,35875.0,157.0,10,14,19.0,200.0,4,1,5,False
P01091,20250121,2025-01-21,X,Fichajes,Texto,0,,,,,,20735.0,29989.0,278.0,21,20,20.0,339.0,11,3,7,False
P01092,20250121,2025-01-21,TikTok,Entrenamiento,Vídeo corto,0,,,,,,10957.0,13907.0,775.0,70,59,64.0,968.0,38,12,20,False
P01093,20250122,2025-01-22,Instagram,Cantera,Carrusel,0,,,,,,21721.0,24580.0,612.0,58,41,29.0,740.0,26,14,18,False
P01094,20250122,2025-01-22,X,Efeméride,Imagen,0,,,,,,11680.0,17987.0,124.0,12,8,11.0,155.0,6,2,4,False
P01095,20250122,2025-01-22,Facebook,Efeméride,Vídeo corto,0,,,,,,29618.0,36143.0,223.0,15,18,26.0,282.0,9,3,3,False
P01096,20250122,2025-01-22,Facebook,Cantera,Imagen,0,,,,,,7213.0,11486.0,55.0,2,4,5.0,66.0,0,0,2,False
P01097,20250123,2025-01-23,X,Patrocinador,Vídeo corto,0,,,,,,8164.0,10825.0,124.0,8,12,9.0,153.0,4,1,3,False
P01098,20250123,2025-01-23,X,Fichajes,Vídeo corto,0,,,,,,20562.0,27257.0,893.0,72,57,25.0,1047.0,38,15,19,False
P01099,20250123,2025-01-23,X,Entrenamiento,Vídeo corto,0,,,,,,35077.0,49437.0,758.0,62,70,6.0,896.0,35,9,18,False
P01100,20250123,2025-01-23,Facebook,Patrocinador,Imagen,0,,,,,,5800.0,9374.0,21.0,2,1,2.0,26.0,1,0,1,False
P01101,20250123,2025-01-23,YouTube,Directo,Vídeo corto,0,,,,,,7060.0,10613.0,641.0,34,56,57.0,788.0,17,7,10,True
P01102,20250124,2025-01-24,Instagram,Patrocinador,Imagen,0,,,,,,32970.0,51086.0,732.0,59,74,60.0,925.0,28,12,19,False
P01103,20250124,2025-01-24,Instagram,Fichajes,Imagen,0,,,,,,8186.0,10400.0,592.0,35,41,68.0,736.0,18,6,11,False
P01104,20250124,2025-01-24,X,Efeméride,Texto,0,,,,,,41412.0,60903.0,281.0,23,24,9.0,337.0,12,5,6,False
P01105,20250124,2025-01-24,X,Afición,Imagen,0,,,,,,28432.0,34092.0,469.0,34,46,20.0,569.0,19,8,7,False
P01106,20250124,2025-01-24,Facebook,Resumen,Imagen,0,,,,,,8547.0,11580.0,83.0,6,8,7.0,104.0,3,1,2,False
P01107,20250124,2025-01-24,Facebook,Entrenamiento,Carrusel,0,,,,,,23932.0,31423.0,265.0,13,18,16.0,312.0,5,2,6,False
P01108,20250124,2025-01-24,YouTube,Patrocinador,Vídeo corto,0,,,,,,6644.0,7548.0,196.0,14,10,18.0,238.0,7,2,5,False
P01109,20250125,2025-01-25,Instagram,Afición,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,59491.0,92851.0,2227.0,194,185,41.0,2647.0,67,44,83,False
P01110,20250125,2025-01-25,Instagram,Patrocinador,Texto,1,21.0,J21,Derrota,Club Arenal,Visitante,67465.0,107887.0,560.0,45,28,33.0,666.0,18,9,18,False
P01111,20250125,2025-01-25,Instagram,Previa,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,32813.0,45050.0,3103.0,233,328,275.0,3939.0,96,51,86,False
P01112,20250125,2025-01-25,Instagram,Entrenamiento,Carrusel,1,21.0,J21,Derrota,Club Arenal,Visitante,32653.0,44280.0,1024.0,74,53,133.0,1284.0,34,20,20,False
P01113,20250125,2025-01-25,Instagram,Fichajes,Imagen,1,21.0,J21,Derrota,Club Arenal,Visitante,37863.0,61092.0,1952.0,141,170,177.0,2440.0,36,40,65,False
P01114,20250125,2025-01-25,X,Previa,Imagen,1,21.0,J21,Derrota,Club Arenal,Visitante,19788.0,26141.0,157.0,13,14,17.0,201.0,4,3,6,False
P01115,20250125,2025-01-25,X,Resumen,Imagen,1,21.0,J21,Derrota,Club Arenal,Visitante,18754.0,23028.0,250.0,13,18,28.0,309.0,3,4,6,False
P01116,20250125,2025-01-25,X,Resumen,Imagen,1,21.0,J21,Derrota,Club Arenal,Visitante,32141.0,50041.0,486.0,36,49,5.0,576.0,11,10,15,False
P01117,20250125,2025-01-25,Facebook,Resumen,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,19079.0,29301.0,355.0,25,18,23.0,421.0,11,6,8,False
P01118,20250125,2025-01-25,Facebook,Previa,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,16834.0,21755.0,242.0,13,24,19.0,298.0,5,3,5,False
P01119,20250125,2025-01-25,Facebook,Directo,Carrusel,1,21.0,J21,Derrota,Club Arenal,Visitante,17469.0,21378.0,201.0,15,14,24.0,254.0,5,4,6,False
P01120,20250125,2025-01-25,TikTok,Afición,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,13818.0,16611.0,1469.0,114,157,79.0,1819.0,42,33,39,False
P01121,20250125,2025-01-25,TikTok,Resumen,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,29535.0,36149.0,2994.0,260,303,241.0,3798.0,74,115,71,False
P01122,20250125,2025-01-25,YouTube,Institucional,Vídeo corto,1,21.0,J21,Derrota,Club Arenal,Visitante,14090.0,17512.0,270.0,13,26,25.0,334.0,3,5,5,False
P01123,20250125,2025-01-25,YouTube,Resumen,Vídeo largo,1,21.0,J21,Derrota,Club Arenal,Visitante,3426.0,4073.0,87.0,4,5,6.0,102.0,0,1,3,False
P01124,20250126,2025-01-26,Instagram,Entrenamiento,Vídeo corto,0,,,,,,23598.0,29263.0,1096.0,79,115,52.0,1342.0,41,24,14,False
P01125,20250126,2025-01-26,Instagram,Fichajes,Carrusel,0,,,,,,43776.0,66251.0,4242.0,224,430,77.0,4973.0,108,50,66,False
P01126,20250126,2025-01-26,Instagram,Patrocinador,Vídeo corto,0,,,,,,21112.0,25191.0,558.0,51,43,6.0,658.0,30,10,11,False
P01127,20250126,2025-01-26,Instagram,Fichajes,Vídeo largo,0,,,,,,20650.0,25510.0,728.0,52,79,50.0,909.0,31,9,12,False
P01128,20250126,2025-01-26,X,Entrenamiento,Texto,0,,,,,,28016.0,39164.0,254.0,21,15,19.0,309.0,11,5,5,False
P01129,20250126,2025-01-26,TikTok,Cantera,Vídeo corto,0,,,,,,7004.0,11101.0,363.0,33,20,38.0,454.0,15,7,11,False
P01130,20250126,2025-01-26,YouTube,Patrocinador,Vídeo largo,0,,,,,,10136.0,12327.0,158.0,11,11,14.0,194.0,6,1,4,False
P01131,20250127,2025-01-27,Facebook,Entrenamiento,Imagen,0,,,,,,14546.0,19632.0,121.0,8,6,10.0,145.0,5,1,2,False
P01132,20250127,2025-01-27,Facebook,Cantera,Texto,0,,,,,,25923.0,35956.0,109.0,10,7,7.0,133.0,5,1,4,False
P01133,20250127,2025-01-27,TikTok,Entrenamiento,Vídeo corto,0,,,,,,8121.0,9209.0,592.0,47,30,53.0,722.0,22,9,16,False
P01134,20250127,2025-01-27,YouTube,Entrenamiento,Vídeo corto,0,,,,,,4747.0,7711.0,230.0,14,22,20.0,286.0,6,2,6,False
P01135,20250128,2025-01-28,Instagram,Entrenamiento,Imagen,0,,,,,,35483.0,49534.0,1365.0,77,146,57.0,1645.0,37,23,17,False
P01136,20250128,2025-01-28,Instagram,Entrenamiento,Imagen,0,,,,,,25840.0,31576.0,1065.0,77,81,60.0,1283.0,39,21,17,False
P01137,20250128,2025-01-28,X,Patrocinador,Imagen,0,,,,,,19116.0,27470.0,91.0,8,5,8.0,112.0,4,1,3,False
P01138,20250128,2025-01-28,X,Afición,Texto,0,,,,,,20536.0,26134.0,281.0,23,29,1.0,334.0,11,5,7,False
P01139,20250128,2025-01-28,Facebook,Efeméride,Imagen,0,,,,,,33164.0,47835.0,263.0,20,27,23.0,333.0,10,4,6,False
P01140,20250128,2025-01-28,Facebook,Afición,Texto,0,,,,,,12171.0,17822.0,68.0,3,5,7.0,83.0,1,0,2,False
P01141,20250129,2025-01-29,Instagram,Entrenamiento,Imagen,0,,,,,,26233.0,42102.0,985.0,57,49,117.0,1208.0,29,15,13,False
P01142,20250129,2025-01-29,Instagram,Institucional,Vídeo corto,0,,,,,,15539.0,17940.0,483.0,28,29,42.0,582.0,12,6,10,False
P01143,20250129,2025-01-29,Instagram,Entrenamiento,Imagen,0,,,,,,22152.0,35589.0,562.0,43,31,47.0,683.0,24,11,8,False
P01144,20250129,2025-01-29,Instagram,Directo,Imagen,0,,,,,,25647.0,35720.0,1351.0,74,100,186.0,1711.0,45,11,18,False
P01145,20250129,2025-01-29,X,Patrocinador,Texto,0,,,,,,24519.0,32665.0,94.0,6,9,9.0,118.0,3,0,3,False
P01146,20250129,2025-01-29,X,Afición,Vídeo largo,0,,,,,,34667.0,54473.0,425.0,34,33,30.0,522.0,15,10,9,False
P01147,20250129,2025-01-29,Facebook,Efeméride,Vídeo corto,0,,,,,,32394.0,45651.0,448.0,40,35,24.0,547.0,24,7,9,False
P01148,20250129,2025-01-29,Facebook,Afición,Vídeo corto,0,,,,,,17765.0,26700.0,289.0,27,25,27.0,368.0,14,6,7,False
P01149,20250129,2025-01-29,YouTube,Entrenamiento,Vídeo largo,0,,,,,,5781.0,7081.0,84.0,6,4,13.0,107.0,3,1,2,False
P01150,20250129,2025-01-29,YouTube,Entrenamiento,Vídeo corto,0,,,,,,4175.0,7711.0,120.0,9,6,13.0,148.0,4,2,3,False
P01151,20250130,2025-01-30,Instagram,Entrenamiento,Carrusel,0,,,,,,21473.0,24801.0,921.0,52,70,122.0,1165.0,27,13,12,False
P01152,20250130,2025-01-30,X,Fichajes,Imagen,0,,,,,,20687.0,34046.0,333.0,27,33,31.0,424.0,18,3,6,False
P01153,20250131,2025-01-31,Instagram,Fichajes,Imagen,0,,,,,,13175.0,15120.0,895.0,63,92,90.0,1140.0,36,14,13,False
P01154,20250131,2025-01-31,X,Institucional,Imagen,0,,,,,,8107.0,10934.0,102.0,9,8,0.0,119.0,4,1,4,False
P01155,20250131,2025-01-31,X,Institucional,Texto,0,,,,,,10938.0,13237.0,49.0,2,3,7.0,61.0,1,0,1,False
P01156,20250131,2025-01-31,TikTok,Afición,Vídeo corto,0,,,,,,7553.0,9769.0,916.0,57,75,38.0,1086.0,28,17,12,False
P01157,20250201,2025-02-01,Instagram,Afición,Texto,1,22.0,J22,Derrota,AD Peñalta,Local,34343.0,54791.0,737.0,59,73,0.0,869.0,16,27,16,False
P01158,20250201,2025-02-01,Instagram,Patrocinador,Carrusel,1,22.0,J22,Derrota,AD Peñalta,Local,34936.0,53501.0,411.0,32,25,47.0,515.0,10,12,10,False
P01159,20250201,2025-02-01,Instagram,Directo,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,14158.0,18822.0,829.0,71,86,0.0,986.0,16,23,32,False
P01160,20250201,2025-02-01,X,Efeméride,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,15378.0,22048.0,247.0,12,12,20.0,291.0,4,3,5,False
P01161,20250201,2025-02-01,X,Resumen,Texto,1,22.0,J22,Derrota,AD Peñalta,Local,18191.0,26778.0,263.0,16,19,24.0,322.0,4,4,8,False
P01162,20250201,2025-02-01,X,Previa,Imagen,1,22.0,J22,Derrota,AD Peñalta,Local,16380.0,25155.0,167.0,16,11,10.0,204.0,5,4,7,False
P01163,20250201,2025-02-01,X,Directo,Imagen,1,22.0,J22,Derrota,AD Peñalta,Local,22209.0,35740.0,356.0,23,27,10.0,416.0,5,7,11,False
P01164,20250201,2025-02-01,X,Afición,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,33010.0,47878.0,907.0,69,71,15.0,1062.0,19,30,20,False
P01165,20250201,2025-02-01,Facebook,Cantera,Imagen,1,22.0,J22,Derrota,AD Peñalta,Local,14842.0,21758.0,84.0,5,7,8.0,104.0,2,1,2,False
P01166,20250201,2025-02-01,Facebook,Afición,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,15386.0,19973.0,379.0,26,37,8.0,450.0,10,5,11,False
