aficionado_id,plataforma,sigue,interacciones_temporada
AF-8B0B040615,Instagram,1,45
AF-8B0B040615,X,0,0
AF-8B0B040615,Facebook,0,0
AF-8B0B040615,TikTok,0,0
AF-8B0B040615,YouTube,0,0
AF-DA1E27813C,Instagram,1,21
AF-DA1E27813C,X,1,27
AF-DA1E27813C,Facebook,0,0
AF-DA1E27813C,TikTok,1,109
AF-DA1E27813C,YouTube,0,0
AF-4AFBC4265B,Instagram,1,72
AF-4AFBC4265B,X,1,46
AF-4AFBC4265B,Facebook,1,10
AF-4AFBC4265B,TikTok,0,0
AF-4AFBC4265B,YouTube,0,0
AF-71F0689277,Instagram,1,30
AF-71F0689277,X,0,0
AF-71F0689277,Facebook,0,0
AF-71F0689277,TikTok,0,0
AF-71F0689277,YouTube,0,0
AF-4ECA50849E,Instagram,0,0
AF-4ECA50849E,X,1,114
AF-4ECA50849E,Facebook,1,26
AF-4ECA50849E,TikTok,0,0
AF-4ECA50849E,YouTube,1,118
AF-58273DDA6C,Instagram,1,74
AF-58273DDA6C,X,0,0
AF-58273DDA6C,Facebook,1,4
AF-58273DDA6C,TikTok,0,0
AF-58273DDA6C,YouTube,1,54
AF-85E44E732B,Instagram,1,7
AF-85E44E732B,X,1,8
AF-85E44E732B,Facebook,0,0
AF-85E44E732B,TikTok,1,67
AF-85E44E732B,YouTube,1,71
AF-646E8D15A2,Instagram,0,0
AF-646E8D15A2,X,1,33
AF-646E8D15A2,Facebook,0,0
AF-646E8D15A2,TikTok,0,0
AF-646E8D15A2,YouTube,0,0
AF-0CB99E2C3D,Instagram,1,9
AF-0CB99E2C3D,X,1,41
AF-0CB99E2C3D,Facebook,0,0
AF-0CB99E2C3D,TikTok,1,24
AF-0CB99E2C3D,YouTube,0,0
AF-7826A82F9C,Instagram,1,47
AF-7826A82F9C,X,0,0
AF-7826A82F9C,Facebook,0,0
AF-7826A82F9C,TikTok,1,31
AF-7826A82F9C,YouTube,0,0
AF-29C3EECA07,Instagram,1,34
AF-29C3EECA07,X,0,0
AF-29C3EECA07,Facebook,0,0
AF-29C3EECA07,TikTok,0,0
AF-29C3EECA07,YouTube,0,0
AF-03D405D2E1,Instagram,0,0
AF-03D405D2E1,X,0,0
AF-03D405D2E1,Facebook,0,0
AF-03D405D2E1,TikTok,0,0
AF-03D405D2E1,YouTube,0,0
AF-2CFBB16FDC,Instagram,1,7
AF-2CFBB16FDC,X,1,88
AF-2CFBB16FDC,Facebook,0,0
AF-2CFBB16FDC,TikTok,0,0
AF-2CFBB16FDC,YouTube,1,20
AF-9E1E2EACC0,Instagram,1,1
AF-9E1E2EACC0,X,1,18
AF-9E1E2EACC0,Facebook,0,0
AF-9E1E2EACC0,TikTok,0,0
AF-9E1E2EACC0,YouTube,0,0
AF-450CD59F6A,Instagram,1,6
AF-450CD59F6A,X,0,0
AF-450CD59F6A,Facebook,1,15
AF-450CD59F6A,TikTok,0,0
AF-450CD59F6A,YouTube,0,0
AF-D4860A84B1,Instagram,1,20
AF-D4860A84B1,X,1,19
AF-D4860A84B1,Facebook,0,0
AF-D4860A84B1,TikTok,0,0
AF-D4860A84B1,YouTube,1,9
AF-C2D0DB0134,Instagram,1,33
AF-C2D0DB0134,X,0,0
AF-C2D0DB0134,Facebook,1,3
AF-C2D0DB0134,TikTok,1,85
AF-C2D0DB0134,YouTube,0,0
AF-5A1ABBCCE9,Instagram,1,7
AF-5A1ABBCCE9,X,0,0
AF-5A1ABBCCE9,Facebook,1,23
AF-5A1ABBCCE9,TikTok,0,0
AF-5A1ABBCCE9,YouTube,1,29
AF-59542D6595,Instagram,1,10
AF-59542D6595,X,0,0
AF-59542D6595,Facebook,0,0
AF-59542D6595,TikTok,0,0
AF-59542D6595,YouTube,0,0
AF-E253835673,Instagram,0,0
AF-E253835673,X,0,0
AF-E253835673,Facebook,0,0
AF-E253835673,TikTok,0,0
AF-E253835673,YouTube,0,0
AF-1FE768FF76,Instagram,1,16
AF-1FE768FF76,X,1,27
AF-1FE768FF76,Facebook,1,8
AF-1FE768FF76,TikTok,0,0
AF-1FE768FF76,YouTube,0,0
AF-1D6745E098,Instagram,1,15
AF-1D6745E098,X,0,0
AF-1D6745E098,Facebook,1,8
AF-1D6745E098,TikTok,1,11
AF-1D6745E098,YouTube,0,0
AF-30BA329EAB,Instagram,1,8
AF-30BA329EAB,X,0,0
AF-30BA329EAB,Facebook,1,5
AF-30BA329EAB,TikTok,0,0
AF-30BA329EAB,YouTube,0,0
AF-5FF2B1CCD0,Instagram,1,9
AF-5FF2B1CCD0,X,1,100
AF-5FF2B1CCD0,Facebook,1,138
AF-5FF2B1CCD0,TikTok,1,63
AF-5FF2B1CCD0,YouTube,0,0
AF-F82DFE8137,Instagram,1,8
AF-F82DFE8137,X,0,0
AF-F82DFE8137,Facebook,1,6
AF-F82DFE8137,TikTok,0,0
AF-F82DFE8137,YouTube,1,6
AF-9EB62F3FDE,Instagram,1,14
AF-9EB62F3FDE,X,1,14
AF-9EB62F3FDE,Facebook,1,17
AF-9EB62F3FDE,TikTok,0,0
AF-9EB62F3FDE,YouTube,0,0
AF-BABA8E59D9,Instagram,0,0
AF-BABA8E59D9,X,0,0
AF-BABA8E59D9,Facebook,1,8
AF-BABA8E59D9,TikTok,0,0
AF-BABA8E59D9,YouTube,0,0
AF-8F1186AA9D,Instagram,1,20
AF-8F1186AA9D,X,0,0
AF-8F1186AA9D,Facebook,0,0
AF-8F1186AA9D,TikTok,0,0
AF-8F1186AA9D,YouTube,0,0
AF-DDF84C537F,Instagram,0,0
AF-DDF84C537F,X,0,0
AF-DDF84C537F,Facebook,1,11
AF-DDF84C537F,TikTok,0,0
AF-DDF84C537F,YouTube,1,1
AF-18E12F0877,Instagram,1,24
AF-18E12F0877,X,0,0
AF-18E12F0877,Facebook,0,0
AF-18E12F0877,TikTok,1,10
AF-18E12F0877,YouTube,0,0
AF-7E9BA07756,Instagram,0,0
AF-7E9BA07756,X,0,0
AF-7E9BA07756,Facebook,0,0
AF-7E9BA07756,TikTok,0,0
AF-7E9BA07756,YouTube,0,0
AF-8E61A08FF2,Instagram,0,0
AF-8E61A08FF2,X,1,36
AF-8E61A08FF2,Facebook,0,0
AF-8E61A08FF2,TikTok,0,0
AF-8E61A08FF2,YouTube,0,0
AF-3E86F37048,Instagram,0,0
AF-3E86F37048,X,0,0
AF-3E86F37048,Facebook,0,0
AF-3E86F37048,TikTok,0,0
AF-3E86F37048,YouTube,0,0
AF-C2C72E4F69,Instagram,1,47
AF-C2C72E4F69,X,0,0
AF-C2C72E4F69,Facebook,0,0
AF-C2C72E4F69,TikTok,1,105
AF-C2C72E4F69,YouTube,0,0
AF-5F0A0060C9,Instagram,1,40
AF-5F0A0060C9,X,0,0
AF-5F0A0060C9,Facebook,1,17
AF-5F0A0060C9,TikTok,1,11
AF-5F0A0060C9,YouTube,0,0
AF-55F2EBDC8C,Instagram,1,15
AF-55F2EBDC8C,X,0,0
AF-55F2EBDC8C,Facebook,0,0
AF-55F2EBDC8C,TikTok,1,6
AF-55F2EBDC8C,YouTube,0,0
AF-ECFDDC9758,Instagram,1,70
AF-ECFDDC9758,X,0,0
AF-ECFDDC9758,Facebook,0,0
AF-ECFDDC9758,TikTok,0,0
AF-ECFDDC9758,YouTube,0,0
AF-67613077CA,Instagram,1,18
AF-67613077CA,X,0,0
AF-67613077CA,Facebook,1,150
AF-67613077CA,TikTok,0,0
AF-67613077CA,YouTube,0,0
AF-D2552496E5,Instagram,1,12
AF-D2552496E5,X,0,0
AF-D2552496E5,Facebook,0,0
AF-D2552496E5,TikTok,0,0
AF-D2552496E5,YouTube,0,0
AF-59B8D10F7D,Instagram,0,0
AF-59B8D10F7D,X,0,0
AF-59B8D10F7D,Facebook,1,58
AF-59B8D10F7D,TikTok,0,0
AF-59B8D10F7D,YouTube,1,20
AF-D8F0A475CF,Instagram,1,28
AF-D8F0A475CF,X,1,23
AF-D8F0A475CF,Facebook,0,0
AF-D8F0A475CF,TikTok,0,0
AF-D8F0A475CF,YouTube,0,0
AF-6CD8CF4A21,Instagram,0,0
AF-6CD8CF4A21,X,0,0
AF-6CD8CF4A21,Facebook,1,3
AF-6CD8CF4A21,TikTok,0,0
AF-6CD8CF4A21,YouTube,1,19
AF-C9F39C1ED2,Instagram,1,17
AF-C9F39C1ED2,X,0,0
AF-C9F39C1ED2,Facebook,0,0
AF-C9F39C1ED2,TikTok,0,0
AF-C9F39C1ED2,YouTube,0,0
AF-7DDE00B981,Instagram,1,110
AF-7DDE00B981,X,1,29
AF-7DDE00B981,Facebook,1,12
AF-7DDE00B981,TikTok,1,136
AF-7DDE00B981,YouTube,1,22
AF-5D7E6788EA,Instagram,1,26
AF-5D7E6788EA,X,0,0
AF-5D7E6788EA,Facebook,0,0
AF-5D7E6788EA,TikTok,0,0
AF-5D7E6788EA,YouTube,1,70
AF-29C3C53493,Instagram,1,13
AF-29C3C53493,X,0,0
AF-29C3C53493,Facebook,0,0
AF-29C3C53493,TikTok,1,17
AF-29C3C53493,YouTube,1,9
AF-AB085FFE9D,Instagram,1,112
AF-AB085FFE9D,X,1,9
AF-AB085FFE9D,Facebook,0,0
AF-AB085FFE9D,TikTok,1,130
AF-AB085FFE9D,YouTube,0,0
AF-CED4C7BE18,Instagram,1,77
AF-CED4C7BE18,X,1,136
AF-CED4C7BE18,Facebook,0,0
AF-CED4C7BE18,TikTok,0,0
AF-CED4C7BE18,YouTube,1,40
AF-720D45D3AD,Instagram,1,10
AF-720D45D3AD,X,0,0
AF-720D45D3AD,Facebook,0,0
AF-720D45D3AD,TikTok,0,0
AF-720D45D3AD,YouTube,0,0
AF-9796D898E8,Instagram,0,0
AF-9796D898E8,X,0,0
AF-9796D898E8,Facebook,0,0
AF-9796D898E8,TikTok,0,0
AF-9796D898E8,YouTube,1,28
AF-8462CBCD11,Instagram,1,37
AF-8462CBCD11,X,0,0
AF-8462CBCD11,Facebook,1,63
AF-8462CBCD11,TikTok,1,20
AF-8462CBCD11,YouTube,0,0
AF-7BDAD8F932,Instagram,0,0
AF-7BDAD8F932,X,1,109
AF-7BDAD8F932,Facebook,0,0
AF-7BDAD8F932,TikTok,0,0
AF-7BDAD8F932,YouTube,0,0
AF-03762F3BB4,Instagram,0,0
AF-03762F3BB4,X,1,1
AF-03762F3BB4,Facebook,1,36
AF-03762F3BB4,TikTok,1,34
AF-03762F3BB4,YouTube,0,0
AF-20A9CA7871,Instagram,1,21
AF-20A9CA7871,X,1,42
AF-20A9CA7871,Facebook,0,0
AF-20A9CA7871,TikTok,1,4
AF-20A9CA7871,YouTube,0,0
AF-8E88BA8A16,Instagram,1,24
AF-8E88BA8A16,X,1,13
AF-8E88BA8A16,Facebook,0,0
AF-8E88BA8A16,TikTok,1,4
AF-8E88BA8A16,YouTube,0,0
AF-EECCE260D9,Instagram,1,8
AF-EECCE260D9,X,1,57
AF-EECCE260D9,Facebook,0,0
AF-EECCE260D9,TikTok,1,170
AF-EECCE260D9,YouTube,1,22
AF-FCAD3EDDDB,Instagram,0,0
AF-FCAD3EDDDB,X,0,0
AF-FCAD3EDDDB,Facebook,0,0
AF-FCAD3EDDDB,TikTok,0,0
AF-FCAD3EDDDB,YouTube,0,0
AF-0111738FFA,Instagram,0,0
AF-0111738FFA,X,1,8
AF-0111738FFA,Facebook,0,0
AF-0111738FFA,TikTok,0,0
AF-0111738FFA,YouTube,0,0
AF-84A6606C05,Instagram,1,37
AF-84A6606C05,X,0,0
AF-84A6606C05,Facebook,0,0
AF-84A6606C05,TikTok,1,98
AF-84A6606C05,YouTube,1,156
AF-726BAB374E,Instagram,0,0
AF-726BAB374E,X,0,0
AF-726BAB374E,Facebook,0,0
AF-726BAB374E,TikTok,1,23
AF-726BAB374E,YouTube,0,0
AF-D41FD58C26,Instagram,1,7
AF-D41FD58C26,X,1,15
AF-D41FD58C26,Facebook,0,0
AF-D41FD58C26,TikTok,0,0
AF-D41FD58C26,YouTube,1,87
AF-458AB9E5A2,Instagram,0,0
AF-458AB9E5A2,X,0,0
AF-458AB9E5A2,Facebook,1,12
AF-458AB9E5A2,TikTok,1,26
AF-458AB9E5A2,YouTube,0,0
AF-904A34E3A4,Instagram,1,14
AF-904A34E3A4,X,0,0
AF-904A34E3A4,Facebook,0,0
AF-904A34E3A4,TikTok,0,0
AF-904A34E3A4,YouTube,0,0
AF-00BC714C5D,Instagram,1,15
AF-00BC714C5D,X,0,0
AF-00BC714C5D,Facebook,0,0
AF-00BC714C5D,TikTok,1,19
AF-00BC714C5D,YouTube,0,0
AF-D9DDFDB5D5,Instagram,0,0
AF-D9DDFDB5D5,X,1,8
AF-D9DDFDB5D5,Facebook,0,0
AF-D9DDFDB5D5,TikTok,0,0
AF-D9DDFDB5D5,YouTube,0,0
AF-0B4AC5DB6A,Instagram,0,0
AF-0B4AC5DB6A,X,0,0
AF-0B4AC5DB6A,Facebook,0,0
AF-0B4AC5DB6A,TikTok,0,0
AF-0B4AC5DB6A,YouTube,0,0
AF-7ED928D619,Instagram,1,11
AF-7ED928D619,X,1,6
AF-7ED928D619,Facebook,0,0
AF-7ED928D619,TikTok,1,91
AF-7ED928D619,YouTube,0,0
AF-DD0CD0D166,Instagram,0,0
AF-DD0CD0D166,X,0,0
AF-DD0CD0D166,Facebook,1,6
AF-DD0CD0D166,TikTok,0,0
AF-DD0CD0D166,YouTube,0,0
AF-73B3943BA2,Instagram,1,53
AF-73B3943BA2,X,1,66
AF-73B3943BA2,Facebook,0,0
AF-73B3943BA2,TikTok,1,37
AF-73B3943BA2,YouTube,0,0
AF-BA66C3835B,Instagram,1,35
AF-BA66C3835B,X,0,0
AF-BA66C3835B,Facebook,0,0
AF-BA66C3835B,TikTok,0,0
AF-BA66C3835B,YouTube,1,17
AF-2815D39260,Instagram,1,5
AF-2815D39260,X,1,25
AF-2815D39260,Facebook,0,0
AF-2815D39260,TikTok,0,0
AF-2815D39260,YouTube,1,26
AF-60831D4818,Instagram,1,12
AF-60831D4818,X,0,0
AF-60831D4818,Facebook,0,0
AF-60831D4818,TikTok,0,0
AF-60831D4818,YouTube,1,38
AF-C9CBEEA8D8,Instagram,0,0
AF-C9CBEEA8D8,X,0,0
AF-C9CBEEA8D8,Facebook,0,0
AF-C9CBEEA8D8,TikTok,0,0
AF-C9CBEEA8D8,YouTube,0,0
AF-B4C295C57A,Instagram,0,0
AF-B4C295C57A,X,1,14
AF-B4C295C57A,Facebook,1,9
AF-B4C295C57A,TikTok,0,0
AF-B4C295C57A,YouTube,0,0
AF-7B0CB7D7CC,Instagram,1,36
AF-7B0CB7D7CC,X,1,9
AF-7B0CB7D7CC,Facebook,0,0
AF-7B0CB7D7CC,TikTok,0,0
AF-7B0CB7D7CC,YouTube,1,8
AF-D526264E23,Instagram,1,4
AF-D526264E23,X,0,0
AF-D526264E23,Facebook,0,0
AF-D526264E23,TikTok,0,0
AF-D526264E23,YouTube,0,0
AF-EB8E9EE952,Instagram,1,12
AF-EB8E9EE952,X,1,33
AF-EB8E9EE952,Facebook,0,0
AF-EB8E9EE952,TikTok,0,0
AF-EB8E9EE952,YouTube,0,0
AF-888DAD15D5,Instagram,1,21
AF-888DAD15D5,X,0,0
AF-888DAD15D5,Facebook,1,40
AF-888DAD15D5,TikTok,0,0
AF-888DAD15D5,YouTube,0,0
AF-B65CAD3B6D,Instagram,1,16
AF-B65CAD3B6D,X,1,81
AF-B65CAD3B6D,Facebook,1,63
AF-B65CAD3B6D,TikTok,0,0
AF-B65CAD3B6D,YouTube,1,35
AF-2943D09E9B,Instagram,1,26
AF-2943D09E9B,X,1,121
AF-2943D09E9B,Facebook,1,116
AF-2943D09E9B,TikTok,1,19
AF-2943D09E9B,YouTube,1,27
AF-4751412723,Instagram,1,47
AF-4751412723,X,1,41
AF-4751412723,Facebook,1,60
AF-4751412723,TikTok,1,20
AF-4751412723,YouTube,1,25
AF-059CA66583,Instagram,1,7
AF-059CA66583,X,0,0
AF-059CA66583,Facebook,0,0
AF-059CA66583,TikTok,0,0
AF-059CA66583,YouTube,0,0
AF-27EBA3089B,Instagram,0,0
AF-27EBA3089B,X,0,0
AF-27EBA3089B,Facebook,0,0
AF-27EBA3089B,TikTok,0,0
AF-27EBA3089B,YouTube,0,0
AF-2628656763,Instagram,1,145
AF-2628656763,X,1,11
AF-2628656763,Facebook,0,0
AF-2628656763,TikTok,0,0
AF-2628656763,YouTube,1,22
AF-D39637D5B4,Instagram,1,19
AF-D39637D5B4,X,1,47
AF-D39637D5B4,Facebook,1,52
AF-D39637D5B4,TikTok,1,41
AF-D39637D5B4,YouTube,0,0
AF-4102267151,Instagram,1,26
AF-4102267151,X,0,0
AF-4102267151,Facebook,0,0
AF-4102267151,TikTok,0,0
AF-4102267151,YouTube,0,0
AF-7E033842E2,Instagram,0,0
AF-7E033842E2,X,0,0
AF-7E033842E2,Facebook,0,0
AF-7E033842E2,TikTok,0,0
AF-7E033842E2,YouTube,1,12
AF-9C32E89097,Instagram,0,0
AF-9C32E89097,X,1,88
AF-9C32E89097,Facebook,1,43
AF-9C32E89097,TikTok,1,30
AF-9C32E89097,YouTube,1,204
AF-A963AD08D2,Instagram,1,34
AF-A963AD08D2,X,0,0
AF-A963AD08D2,Facebook,0,0
AF-A963AD08D2,TikTok,0,0
AF-A963AD08D2,YouTube,1,11
AF-E8A89D0519,Instagram,1,204
AF-E8A89D0519,X,1,82
AF-E8A89D0519,Facebook,0,0
AF-E8A89D0519,TikTok,1,58
AF-E8A89D0519,YouTube,1,24
AF-D4A8A1E4BD,Instagram,0,0
AF-D4A8A1E4BD,X,1,40
AF-D4A8A1E4BD,Facebook,0,0
AF-D4A8A1E4BD,TikTok,0,0
AF-D4A8A1E4BD,YouTube,0,0
AF-9E7489D6B8,Instagram,1,12
AF-9E7489D6B8,X,0,0
AF-9E7489D6B8,Facebook,0,0
AF-9E7489D6B8,TikTok,0,0
AF-9E7489D6B8,YouTube,1,44
AF-4FB4571648,Instagram,1,7
AF-4FB4571648,X,1,70
AF-4FB4571648,Facebook,1,58
AF-4FB4571648,TikTok,0,0
AF-4FB4571648,YouTube,0,0
AF-553ACB8B1B,Instagram,1,14
AF-553ACB8B1B,X,1,13
AF-553ACB8B1B,Facebook,1,37
AF-553ACB8B1B,TikTok,0,0
AF-553ACB8B1B,YouTube,1,27
AF-5987FC9E2D,Instagram,1,41
AF-5987FC9E2D,X,0,0
AF-5987FC9E2D,Facebook,1,28
AF-5987FC9E2D,TikTok,0,0
AF-5987FC9E2D,YouTube,0,0
AF-DB0819D155,Instagram,1,227
AF-DB0819D155,X,1,79
AF-DB0819D155,Facebook,1,28
AF-DB0819D155,TikTok,0,0
AF-DB0819D155,YouTube,1,30
AF-B09FB446E3,Instagram,1,48
AF-B09FB446E3,X,1,67
AF-B09FB446E3,Facebook,1,83
AF-B09FB446E3,TikTok,0,0
AF-B09FB446E3,YouTube,1,133
AF-F205E2718D,Instagram,0,0
AF-F205E2718D,X,0,0
AF-F205E2718D,Facebook,1,71
AF-F205E2718D,TikTok,0,0
AF-F205E2718D,YouTube,0,0
AF-BAE512B0EB,Instagram,0,0
AF-BAE512B0EB,X,1,10
AF-BAE512B0EB,Facebook,1,20
AF-BAE512B0EB,TikTok,0,0
AF-BAE512B0EB,YouTube,0,0
AF-F2C8071FFD,Instagram,1,41
AF-F2C8071FFD,X,1,49
AF-F2C8071FFD,Facebook,1,21
AF-F2C8071FFD,TikTok,1,166
AF-F2C8071FFD,YouTube,1,195
AF-78B842C605,Instagram,1,81
AF-78B842C605,X,1,19
AF-78B842C605,Facebook,1,20
AF-78B842C605,TikTok,0,0
AF-78B842C605,YouTube,0,0
AF-5F45F8E1B7,Instagram,1,15
AF-5F45F8E1B7,X,0,0
AF-5F45F8E1B7,Facebook,0,0
AF-5F45F8E1B7,TikTok,1,13
AF-5F45F8E1B7,YouTube,1,11
AF-BED79B928A,Instagram,1,51
AF-BED79B928A,X,0,0
AF-BED79B928A,Facebook,0,0
AF-BED79B928A,TikTok,0,0
AF-BED79B928A,YouTube,0,0
AF-7BDE69CEED,Instagram,1,13
AF-7BDE69CEED,X,0,0
AF-7BDE69CEED,Facebook,0,0
AF-7BDE69CEED,TikTok,1,0
AF-7BDE69CEED,YouTube,0,0
AF-1E19BCA10C,Instagram,1,2
AF-1E19BCA10C,X,0,0
AF-1E19BCA10C,Facebook,1,38
AF-1E19BCA10C,TikTok,0,0
AF-1E19BCA10C,YouTube,1,27
AF-1026E625A3,Instagram,1,48
AF-1026E625A3,X,1,12
AF-1026E625A3,Facebook,0,0
AF-1026E625A3,TikTok,1,3
AF-1026E625A3,YouTube,0,0
AF-C2E44A7EF9,Instagram,1,29
AF-C2E44A7EF9,X,0,0
AF-C2E44A7EF9,Facebook,0,0
AF-C2E44A7EF9,TikTok,0,0
AF-C2E44A7EF9,YouTube,0,0
AF-793B7228F8,Instagram,0,0
AF-793B7228F8,X,0,0
AF-793B7228F8,Facebook,1,93
AF-793B7228F8,TikTok,1,27
AF-793B7228F8,YouTube,1,0
AF-D30DFE1CA4,Instagram,0,0
AF-D30DFE1CA4,X,1,38
AF-D30DFE1CA4,Facebook,0,0
AF-D30DFE1CA4,TikTok,1,4
AF-D30DFE1CA4,YouTube,1,84
AF-C6A3BFEBC0,Instagram,0,0
AF-C6A3BFEBC0,X,0,0
AF-C6A3BFEBC0,Facebook,1,24
AF-C6A3BFEBC0,TikTok,0,0
AF-C6A3BFEBC0,YouTube,0,0
AF-992EB0EF4C,Instagram,0,0
AF-992EB0EF4C,X,1,9
AF-992EB0EF4C,Facebook,1,49
AF-992EB0EF4C,TikTok,1,7
AF-992EB0EF4C,YouTube,0,0
AF-E233B7A0A7,Instagram,1,95
AF-E233B7A0A7,X,0,0
AF-E233B7A0A7,Facebook,0,0
AF-E233B7A0A7,TikTok,1,176
AF-E233B7A0A7,YouTube,1,1
AF-D2CFE82CF0,Instagram,1,60
AF-D2CFE82CF0,X,1,91
AF-D2CFE82CF0,Facebook,0,0
AF-D2CFE82CF0,TikTok,0,0
AF-D2CFE82CF0,YouTube,1,71
AF-2A8FDD834A,Instagram,1,70
AF-2A8FDD834A,X,0,0
AF-2A8FDD834A,Facebook,1,27
AF-2A8FDD834A,TikTok,1,8
AF-2A8FDD834A,YouTube,0,0
AF-38D0EEF4F8,Instagram,1,12
AF-38D0EEF4F8,X,0,0
AF-38D0EEF4F8,Facebook,1,45
AF-38D0EEF4F8,TikTok,0,0
AF-38D0EEF4F8,YouTube,1,29
AF-4E9B4E9B17,Instagram,1,85
AF-4E9B4E9B17,X,1,13
AF-4E9B4E9B17,Facebook,0,0
AF-4E9B4E9B17,TikTok,0,0
AF-4E9B4E9B17,YouTube,0,0
AF-B5B9EBE6AB,Instagram,1,3
AF-B5B9EBE6AB,X,0,0
AF-B5B9EBE6AB,Facebook,1,18
AF-B5B9EBE6AB,TikTok,0,0
AF-B5B9EBE6AB,YouTube,0,0
AF-A9D038F2CA,Instagram,1,42
AF-A9D038F2CA,X,1,49
AF-A9D038F2CA,Facebook,1,24
AF-A9D038F2CA,TikTok,0,0
AF-A9D038F2CA,YouTube,1,54
AF-701BFB20FC,Instagram,0,0
AF-701BFB20FC,X,0,0
AF-701BFB20FC,Facebook,1,63
AF-701BFB20FC,TikTok,0,0
AF-701BFB20FC,YouTube,0,0
AF-19E26A1D9B,Instagram,0,0
AF-19E26A1D9B,X,1,18
AF-19E26A1D9B,Facebook,1,29
AF-19E26A1D9B,TikTok,1,42
AF-19E26A1D9B,YouTube,0,0
AF-34A6D1DFE1,Instagram,1,16
AF-34A6D1DFE1,X,1,2
AF-34A6D1DFE1,Facebook,0,0
AF-34A6D1DFE1,TikTok,0,0
AF-34A6D1DFE1,YouTube,1,32
AF-6CF7ED4E31,Instagram,1,8
AF-6CF7ED4E31,X,0,0
AF-6CF7ED4E31,Facebook,0,0
AF-6CF7ED4E31,TikTok,0,0
AF-6CF7ED4E31,YouTube,0,0
AF-D4812056DA,Instagram,1,47
AF-D4812056DA,X,1,21
AF-D4812056DA,Facebook,0,0
AF-D4812056DA,TikTok,1,37
AF-D4812056DA,YouTube,1,133
AF-1B37904844,Instagram,1,45
AF-1B37904844,X,1,2
AF-1B37904844,Facebook,0,0
AF-1B37904844,TikTok,0,0
AF-1B37904844,YouTube,0,0
AF-1861F92B84,Instagram,1,10
AF-1861F92B84,X,1,19
AF-1861F92B84,Facebook,1,1
AF-1861F92B84,TikTok,0,0
AF-1861F92B84,YouTube,0,0
AF-2766DA3912,Instagram,1,30
AF-2766DA3912,X,1,24
AF-2766DA3912,Facebook,0,0
AF-2766DA3912,TikTok,0,0
AF-2766DA3912,YouTube,0,0
AF-BBA4AD9A29,Instagram,1,1
AF-BBA4AD9A29,X,1,5
AF-BBA4AD9A29,Facebook,0,0
AF-BBA4AD9A29,TikTok,1,2
AF-BBA4AD9A29,YouTube,1,7
AF-CB502B2653,Instagram,1,20
AF-CB502B2653,X,1,23
AF-CB502B2653,Facebook,0,0
AF-CB502B2653,TikTok,1,46
AF-CB502B2653,YouTube,1,65
AF-615A26D23B,Instagram,0,0
AF-615A26D23B,X,0,0
AF-615A26D23B,Facebook,0,0
AF-615A26D23B,TikTok,1,22
AF-615A26D23B,YouTube,0,0
AF-508301F7A4,Instagram,1,1
AF-508301F7A4,X,0,0
AF-508301F7A4,Facebook,1,71
AF-508301F7A4,TikTok,0,0
AF-508301F7A4,YouTube,1,15
AF-E506FB0B5B,Instagram,0,0
AF-E506FB0B5B,X,1,37
AF-E506FB0B5B,Facebook,0,0
AF-E506FB0B5B,TikTok,0,0
AF-E506FB0B5B,YouTube,0,0
AF-873F9F3CFE,Instagram,1,16
AF-873F9F3CFE,X,0,0
AF-873F9F3CFE,Facebook,0,0
AF-873F9F3CFE,TikTok,0,0
AF-873F9F3CFE,YouTube,0,0
AF-12FA143294,Instagram,1,6
AF-12FA143294,X,1,77
AF-12FA143294,Facebook,0,0
AF-12FA143294,TikTok,0,0
AF-12FA143294,YouTube,0,0
AF-B8AE9590A6,Instagram,1,39
AF-B8AE9590A6,X,0,0
AF-B8AE9590A6,Facebook,1,47
AF-B8AE9590A6,TikTok,0,0
AF-B8AE9590A6,YouTube,0,0
AF-AE86BFAAA9,Instagram,1,8
AF-AE86BFAAA9,X,1,19
AF-AE86BFAAA9,Facebook,1,23
AF-AE86BFAAA9,TikTok,1,9
AF-AE86BFAAA9,YouTube,0,0
AF-FEB5BD5D9D,Instagram,1,8
AF-FEB5BD5D9D,X,1,12
AF-FEB5BD5D9D,Facebook,1,21
AF-FEB5BD5D9D,TikTok,0,0
AF-FEB5BD5D9D,YouTube,0,0
AF-84C284C488,Instagram,1,13
AF-84C284C488,X,0,0
AF-84C284C488,Facebook,1,27
AF-84C284C488,TikTok,1,53
AF-84C284C488,YouTube,0,0
AF-B5037B172D,Instagram,1,9
AF-B5037B172D,X,1,19
AF-B5037B172D,Facebook,0,0
AF-B5037B172D,TikTok,0,0
AF-B5037B172D,YouTube,0,0
AF-C93EC18D53,Instagram,0,0
AF-C93EC18D53,X,0,0
AF-C93EC18D53,Facebook,0,0
AF-C93EC18D53,TikTok,0,0
AF-C93EC18D53,YouTube,0,0
AF-0EF78F399C,Instagram,1,18
AF-0EF78F399C,X,0,0
AF-0EF78F399C,Facebook,0,0
AF-0EF78F399C,TikTok,1,17
AF-0EF78F399C,YouTube,0,0
AF-EC06C49A1E,Instagram,1,114
AF-EC06C49A1E,X,1,6
AF-EC06C49A1E,Facebook,0,0
AF-EC06C49A1E,TikTok,0,0
AF-EC06C49A1E,YouTube,0,0
AF-37BE65B678,Instagram,1,17
AF-37BE65B678,X,0,0
AF-37BE65B678,Facebook,0,0
AF-37BE65B678,TikTok,1,3
