aficionado_id,tramo_edad,sexo,tipo_abono,antiguedad_anios,provincia,segmento,cluster
AF-E25A1063D1,55+,Mujer,No socio,3.0,A Coruña,Sin segmentar,-1
AF-06E796FFEA,45-54,Hombre,Abonado,3.0,A Coruña,Comprador de servicios,1
AF-063725924D,35-44,Hombre,Socio digital,4.0,A Coruña,Hincha digital intensivo,3
AF-3005BC14AD,35-44,Hombre,Socio digital,7.0,Pontevedra,Aficionado latente,0
AF-7168C9948C,55+,Hombre,No socio,12.0,Madrid,Aficionado latente,0
AF-22BCC89F0E,45-54,Hombre,Abonado,10.0,Lugo,Sin segmentar,-1
AF-783CEED859,55+,Mujer,Abonado,9.0,Pontevedra,Seguidor social,2
AF-3C8BF629BC,35-44,Hombre,Abonado,15.0,Madrid,Comprador de servicios,1
AF-7E6B957EEC,45-54,Hombre,No socio,5.0,A Coruña,Sin segmentar,-1
AF-EDE444A92F,55+,Hombre,No socio,3.0,Barcelona,Seguidor social,2
AF-43EE528EDF,25-34,Mujer,Abonado,5.0,A Coruña,Sin segmentar,-1
AF-BDA0BD8B3A,45-54,Mujer,Socio digital,2.0,A Coruña,Aficionado latente,0
AF-8ACBF0FB02,18-24,Hombre,No socio,8.0,A Coruña,Sin segmentar,-1
AF-C0C696BEE6,35-44,Mujer,Abonado,7.0,A Coruña,Sin segmentar,-1
AF-5726AA5B69,18-24,Hombre,No socio,1.0,Asturias,Hincha digital intensivo,3
AF-61D4F0275F,55+,Mujer,No socio,5.0,A Coruña,Seguidor social,2
AF-FD169E6D4F,18-24,Hombre,No socio,20.0,Madrid,Sin segmentar,-1
AF-E477BF3742,35-44,Mujer,Socio digital,6.0,Ourense,Sin segmentar,-1
AF-A9B515885B,55+,Mujer,No socio,8.0,Ourense,Sin segmentar,-1
AF-A0EEA451DD,55+,Hombre,Abonado,4.0,Madrid,Sin segmentar,-1
AF-1DE6615CB1,45-54,Hombre,No socio,0.0,Asturias,Sin segmentar,-1
AF-E78600F0D8,18-24,Mujer,Abonado,10.0,A Coruña,Sin segmentar,-1
AF-73DD7B46B1,35-44,Hombre,Abonado,3.0,A Coruña,Sin segmentar,-1
AF-02A35A9D15,55+,Hombre,Abonado,5.0,Ourense,Comprador de servicios,1
AF-2424356104,55+,Hombre,Abonado,1.0,A Coruña,Seguidor social,2
AF-9054BE71B0,45-54,Mujer,Abonado,2.0,Asturias,Seguidor social,2
AF-0D4054E384,35-44,Mujer,Socio digital,5.0,A Coruña,Sin segmentar,-1
AF-D14DF871ED,45-54,Hombre,No socio,14.0,Madrid,Aficionado latente,0
AF-D4B0D79CB5,35-44,Mujer,No socio,16.0,Lugo,Sin segmentar,-1
AF-F4E6EAE2E4,55+,Hombre,Socio digital,19.0,Pontevedra,Hincha digital intensivo,3
AF-921575732B,25-34,Hombre,Abonado,8.0,A Coruña,Sin segmentar,-1
AF-6048248F7E,25-34,Mujer,No socio,8.0,Madrid,Hincha digital intensivo,3
AF-0CA63A9E97,25-34,Mujer,No socio,5.0,Asturias,Seguidor social,2
AF-CAA11DA12E,18-24,Mujer,Abonado,28.0,Lugo,Seguidor social,2
AF-31A188280B,25-34,Hombre,Abonado,2.0,A Coruña,Hincha digital intensivo,3
AF-4C8F46E88C,25-34,Mujer,Socio digital,12.0,A Coruña,Sin segmentar,-1
AF-B6AA621009,25-34,Mujer,Abonado,12.0,A Coruña,Hincha digital intensivo,3
AF-064EE74A7A,25-34,Mujer,Abonado,12.0,Asturias,Hincha digital intensivo,3
AF-6E7ADDFE8E,45-54,Hombre,Abonado,7.0,Madrid,Comprador de servicios,1
AF-71240194AA,25-34,Mujer,Socio digital,4.0,A Coruña,Hincha digital intensivo,3
AF-DCCE581116,25-34,Hombre,No socio,7.0,Lugo,Comprador de servicios,1
AF-73BDBBB15B,35-44,Hombre,Socio digital,14.0,Madrid,Sin segmentar,-1
AF-BF2AA16B02,45-54,Hombre,Abonado,9.0,Madrid,Comprador de servicios,1
AF-B8BD5FC0D3,45-54,Hombre,Socio digital,1.0,A Coruña,Sin segmentar,-1
AF-BF211F57B8,55+,Hombre,Abonado,2.0,Pontevedra,Comprador de servicios,1
AF-B8680FC0DE,45-54,Hombre,No socio,12.0,A Coruña,Sin segmentar,-1
AF-6739DA3921,35-44,Mujer,Abonado,20.0,Pontevedra,Sin segmentar,-1
AF-7286602DA8,55+,Mujer,No socio,2.0,Lugo,Aficionado latente,0
AF-D2C1306F5E,18-24,Mujer,Socio digital,21.0,Lugo,Sin segmentar,-1
AF-D672183C04,25-34,Hombre,No socio,16.0,A Coruña,Sin segmentar,-1
AF-E9715A55AC,35-44,Mujer,Abonado,5.0,A Coruña,Comprador de servicios,1
AF-7490BA31EB,45-54,Hombre,No socio,5.0,Lugo,Seguidor social,2
AF-DDAC028467,45-54,Hombre,Socio digital,7.0,Barcelona,Comprador de servicios,1
AF-95E7FBD226,45-54,Hombre,Socio digital,4.0,Pontevedra,Sin segmentar,-1
AF-56CBCA4EC9,25-34,Mujer,Abonado,16.0,Pontevedra,Sin segmentar,-1
AF-32CBDF5462,35-44,Hombre,Socio digital,3.0,A Coruña,Comprador de servicios,1
AF-E37E95AB99,45-54,Hombre,Abonado,12.0,A Coruña,Sin segmentar,-1
AF-54C581C079,35-44,Hombre,Socio digital,1.0,A Coruña,Aficionado latente,0
AF-E350A07C33,35-44,Mujer,Abonado,12.0,A Coruña,Comprador de servicios,1
AF-E91D4B70F7,45-54,Hombre,Abonado,5.0,Otras,Comprador de servicios,1
AF-F1AE71CD27,25-34,Hombre,Abonado,1.0,Pontevedra,Seguidor social,2
AF-B3125BD73A,25-34,Hombre,Socio digital,8.0,Asturias,Comprador de servicios,1
AF-AAF28C306F,25-34,Mujer,No socio,4.0,Madrid,Sin segmentar,-1
AF-BA6218848A,18-24,Mujer,Socio digital,9.0,Lugo,Hincha digital intensivo,3
AF-E51BBBA74D,25-34,Hombre,No socio,7.0,Otras,Aficionado latente,0
AF-8E007AC831,25-34,Hombre,No socio,7.0,A Coruña,Comprador de servicios,1
AF-23E7CD97FB,55+,Hombre,Socio digital,3.0,A Coruña,Sin segmentar,-1
AF-7C70190008,55+,Mujer,No socio,7.0,Otras,Seguidor social,2
AF-9E92A11AE0,55+,Hombre,No socio,1.0,A Coruña,Seguidor social,2
AF-7F077038DA,25-34,Hombre,Abonado,15.0,Madrid,Hincha digital intensivo,3
AF-2E38C94BD4,18-24,Mujer,Socio digital,7.0,Otras,Sin segmentar,-1
AF-F8B3798CFF,18-24,Hombre,Socio digital,6.0,A Coruña,Hincha digital intensivo,3
AF-B17A0635D6,55+,Hombre,No socio,3.0,Lugo,Aficionado latente,0
AF-F06C58B2ED,55+,Hombre,No socio,1.0,A Coruña,Seguidor social,2
AF-1ED2719FF6,55+,Hombre,No socio,11.0,A Coruña,Sin segmentar,-1
AF-2C88736DDF,18-24,Hombre,No socio,12.0,Barcelona,Sin segmentar,-1
AF-5EA0C192C0,55+,Hombre,Abonado,7.0,Pontevedra,Comprador de servicios,1
AF-A8BA719393,25-34,Mujer,Abonado,5.0,A Coruña,Comprador de servicios,1
AF-25AC913C63,18-24,Hombre,Socio digital,1.0,A Coruña,Seguidor social,2
AF-15816AB56F,25-34,Hombre,Socio digital,5.0,Pontevedra,Sin segmentar,-1
AF-3B299DF653,35-44,Mujer,Socio digital,12.0,Pontevedra,Hincha digital intensivo,3
AF-FE4ED3A507,45-54,Hombre,Abonado,4.0,Lugo,Seguidor social,2
AF-E304D4E58A,45-54,Hombre,Socio digital,7.0,A Coruña,Seguidor social,2
AF-A514E7F4C4,25-34,Hombre,Abonado,16.0,Otras,Sin segmentar,-1
AF-A6B472DC62,45-54,Hombre,Socio digital,13.0,Lugo,Aficionado latente,0
AF-DCE9CF55E3,25-34,Hombre,No socio,6.0,Asturias,Aficionado latente,0
AF-BE254D0C5C,45-54,Hombre,Socio digital,7.0,Ourense,Hincha digital intensivo,3
AF-B45736132B,25-34,Hombre,Abonado,11.0,Barcelona,Hincha digital intensivo,3
AF-EB834A9CC6,25-34,Hombre,Socio digital,4.0,Otras,Hincha digital intensivo,3
AF-528946D5C2,25-34,Hombre,No socio,2.0,Pontevedra,Seguidor social,2
AF-313D47FAE8,45-54,Hombre,Socio digital,10.0,A Coruña,Aficionado latente,0
AF-06B85A6B73,25-34,Hombre,Abonado,10.0,Otras,Comprador de servicios,1
AF-314BAC5A5F,55+,Hombre,Abonado,18.0,A Coruña,Aficionado latente,0
AF-E7F9DD59D3,25-34,Mujer,Socio digital,3.0,Lugo,Seguidor social,2
AF-B7402D83BE,35-44,Hombre,No socio,13.0,A Coruña,Aficionado latente,0
AF-0FEF8001D4,45-54,Hombre,No socio,13.0,A Coruña,Seguidor social,2
AF-0BB77388F8,45-54,Hombre,Socio digital,6.0,Madrid,Sin segmentar,-1
AF-2D617E94B7,35-44,Mujer,Abonado,8.0,Asturias,Sin segmentar,-1
AF-811B34569C,25-34,Hombre,Abonado,1.0,A Coruña,Seguidor social,2
AF-6CD6EA2806,55+,Mujer,Abonado,8.0,Ourense,Seguidor social,2
AF-6AEC73C448,25-34,Hombre,Abonado,2.0,A Coruña,Sin segmentar,-1
AF-C4AED358FF,25-34,Mujer,Socio digital,3.0,Ourense,Seguidor social,2
AF-D33EF28119,18-24,Hombre,Abonado,4.0,Pontevedra,Sin segmentar,-1
AF-94BFB9A14F,45-54,Hombre,No socio,4.0,A Coruña,Comprador de servicios,1
AF-60E3C0FB6B,25-34,Hombre,No socio,6.0,Barcelona,Sin segmentar,-1
AF-054EFC40AB,55+,Hombre,Socio digital,16.0,A Coruña,Sin segmentar,-1
AF-97D3FFD809,45-54,Hombre,No socio,7.0,A Coruña,Seguidor social,2
AF-67199B8249,25-34,Hombre,Abonado,11.0,Madrid,Seguidor social,2
AF-D60E0395A7,18-24,Mujer,Abonado,4.0,A Coruña,Seguidor social,2
AF-B5D3310B39,55+,Hombre,Abonado,10.0,A Coruña,Sin segmentar,-1
AF-9440E8980A,45-54,Hombre,Abonado,8.0,A Coruña,Aficionado latente,0
AF-45C9E33A76,25-34,Mujer,Abonado,3.0,A Coruña,Sin segmentar,-1
AF-930AF26DB5,35-44,Hombre,Socio digital,5.0,Otras,Sin segmentar,-1
AF-BC60462A58,25-34,Hombre,Socio digital,5.0,A Coruña,Sin segmentar,-1
AF-2960F24BB7,25-34,Hombre,No socio,14.0,A Coruña,Sin segmentar,-1
AF-4A902DE8AB,35-44,Mujer,Abonado,17.0,Lugo,Comprador de servicios,1
AF-FD9EBACEF7,25-34,Hombre,Abonado,3.0,Barcelona,Sin segmentar,-1
AF-1578816274,45-54,Mujer,Socio digital,11.0,A Coruña,Sin segmentar,-1
AF-0FDA4033C8,18-24,Hombre,No socio,5.0,Lugo,Hincha digital intensivo,3
AF-B6A480694B,45-54,Hombre,No socio,9.0,Ourense,Aficionado latente,0
AF-BEF8E6C02E,35-44,Mujer,Socio digital,6.0,Madrid,Comprador de servicios,1
AF-3DECBCDD7A,18-24,Hombre,Abonado,11.0,Asturias,Sin segmentar,-1
AF-D6874836A0,25-34,Hombre,Abonado,11.0,A Coruña,Seguidor social,2
AF-E1E0CC4964,25-34,Hombre,No socio,5.0,Pontevedra,Aficionado latente,0
AF-AC748947E0,45-54,Mujer,Abonado,5.0,Lugo,Aficionado latente,0
AF-41C7FA0A20,25-34,Hombre,No socio,12.0,A Coruña,Seguidor social,2
AF-F42F27000D,55+,Hombre,Socio digital,13.0,Otras,Hincha digital intensivo,3
AF-73F2EAC649,25-34,Hombre,Socio digital,5.0,A Coruña,Hincha digital intensivo,3
AF-5503C9A8B6,55+,Mujer,Socio digital,12.0,Pontevedra,Aficionado latente,0
AF-18E8F708B2,45-54,Mujer,Abonado,1.0,A Coruña,Hincha digital intensivo,3
AF-9B339FE3D7,45-54,Mujer,No socio,9.0,Asturias,Aficionado latente,0
AF-FA61232878,35-44,Hombre,No socio,7.0,A Coruña,Comprador de servicios,1
AF-2AE3C11A5A,55+,Hombre,Socio digital,5.0,Asturias,Sin segmentar,-1
AF-CEA03B8CF3,25-34,Hombre,Socio digital,8.0,A Coruña,Sin segmentar,-1
AF-344FFC8646,35-44,Hombre,Socio digital,7.0,Otras,Seguidor social,2
AF-1A078F03DE,25-34,Hombre,Socio digital,10.0,Otras,Hincha digital intensivo,3
AF-29857A14B8,35-44,Mujer,No socio,10.0,Lugo,Sin segmentar,-1
AF-BFE4BEF742,25-34,Hombre,Abonado,14.0,A Coruña,Comprador de servicios,1
AF-BEE709EF3C,45-54,Hombre,No socio,10.0,A Coruña,Seguidor social,2
AF-D5EAE715D3,18-24,Mujer,Socio digital,7.0,A Coruña,Sin segmentar,-1
AF-7858C465F7,45-54,Hombre,No socio,4.0,Madrid,Sin segmentar,-1
AF-7BE14E4035,25-34,Hombre,Abonado,15.0,A Coruña,Sin segmentar,-1
AF-210A4263F3,45-54,Mujer,No socio,5.0,A Coruña,Seguidor social,2
AF-8264AFF768,35-44,Hombre,Socio digital,6.0,Madrid,Hincha digital intensivo,3
AF-56F4273020,18-24,Hombre,Abonado,6.0,Barcelona,Aficionado latente,0
AF-40CB095453,45-54,Mujer,Socio digital,3.0,Pontevedra,Sin segmentar,-1
AF-E6CB085649,35-44,Mujer,Socio digital,9.0,Barcelona,Sin segmentar,-1
AF-288B7E21E6,45-54,Mujer,Abonado,4.0,Pontevedra,Sin segmentar,-1
AF-68C90610D5,35-44,Mujer,Socio digital,2.0,Lugo,Comprador de servicios,1
AF-F5AF38DE4D,45-54,Hombre,No socio,1.0,A Coruña,Comprador de servicios,1
AF-E54814A591,25-34,Hombre,Socio digital,3.0,A Coruña,Comprador de servicios,1
AF-8C0B0CE6C9,45-54,Hombre,Abonado,3.0,Lugo,Sin segmentar,-1
AF-9DCE1913BB,55+,Hombre,No socio,6.0,Asturias,Seguidor social,2
AF-5BAC285A91,55+,Hombre,Socio digital,11.0,Barcelona,Comprador de servicios,1
AF-C4B8AF7629,25-34,Mujer,Abonado,7.0,A Coruña,Sin segmentar,-1
AF-7D3DDDC97E,55+,Hombre,No socio,5.0,A Coruña,Aficionado latente,0
AF-5A7247B06E,45-54,Hombre,Abonado,8.0,A Coruña,Aficionado latente,0
AF-C38A9A8284,45-54,Mujer,No socio,19.0,A Coruña,Seguidor social,2
AF-76BBA056AB,45-54,Hombre,Abonado,1.0,Pontevedra,Comprador de servicios,1
AF-D26D1F6C4C,35-44,Hombre,Socio digital,9.0,Madrid,Comprador de servicios,1
AF-F111EFA00C,55+,Hombre,Abonado,3.0,A Coruña,Comprador de servicios,1
AF-E810EC3CBE,25-34,Mujer,Socio digital,9.0,Ourense,Seguidor social,2
AF-508613CFE6,45-54,Hombre,No socio,5.0,Lugo,Seguidor social,2
AF-E4E53CE38A,25-34,Hombre,Abonado,4.0,Pontevedra,Seguidor social,2
AF-767FCA3290,45-54,Mujer,No socio,5.0,Pontevedra,Aficionado latente,0
AF-396B804EB7,18-24,Mujer,Abonado,5.0,Pontevedra,Sin segmentar,-1
AF-BDFAA47536,35-44,Hombre,No socio,1.0,Asturias,Comprador de servicios,1
AF-D8010F6B6D,25-34,Hombre,No socio,4.0,A Coruña,Sin segmentar,-1
AF-09BA2BDDC8,45-54,Mujer,No socio,6.0,Pontevedra,Seguidor social,2
AF-7E9046CB83,45-54,Hombre,Abonado,1.0,Ourense,Sin segmentar,-1
AF-EE8EE096FF,55+,Hombre,No socio,8.0,Ourense,Aficionado latente,0
AF-FBF5B7FB5B,18-24,Hombre,No socio,2.0,Pontevedra,Comprador de servicios,1
AF-FC84973CF3,35-44,Hombre,No socio,6.0,A Coruña,Sin segmentar,-1
AF-132738D11C,18-24,Mujer,Abonado,10.0,Pontevedra,Sin segmentar,-1
AF-CF6B499188,45-54,Hombre,No socio,2.0,Pontevedra,Seguidor social,2
AF-AD44A0FA83,45-54,Mujer,Abonado,1.0,Asturias,Sin segmentar,-1
AF-752BBBE3E8,55+,Mujer,No socio,10.0,Pontevedra,Seguidor social,2
AF-4DCFDC2E87,25-34,Mujer,Socio digital,2.0,Pontevedra,Sin segmentar,-1
AF-AE1384CE06,35-44,Hombre,No socio,14.0,Barcelona,Sin segmentar,-1
AF-1E7698366F,35-44,Hombre,No socio,6.0,Otras,Aficionado latente,0
AF-DC3A86274E,45-54,Hombre,Abonado,9.0,Pontevedra,Comprador de servicios,1
AF-E6C403B3D1,18-24,Hombre,No socio,11.0,Asturias,Seguidor social,2
AF-C950718288,18-24,Hombre,Abonado,7.0,A Coruña,Seguidor social,2
AF-78F509EE80,25-34,Mujer,Abonado,22.0,A Coruña,Comprador de servicios,1
AF-C806163C21,55+,Mujer,No socio,8.0,Pontevedra,Sin segmentar,-1
AF-B41BAA4830,45-54,Mujer,Abonado,10.0,A Coruña,Sin segmentar,-1
AF-08AE35D132,45-54,Hombre,Abonado,2.0,A Coruña,Seguidor social,2
AF-333B9067DB,45-54,Hombre,No socio,23.0,A Coruña,Seguidor social,2
AF-28802517C2,25-34,Hombre,Socio digital,4.0,Lugo,Sin segmentar,-1
AF-579F310140,18-24,Mujer,No socio,7.0,A Coruña,Hincha digital intensivo,3
AF-6659B1026E,35-44,Hombre,Socio digital,11.0,Barcelona,Seguidor social,2
AF-53D9381CF3,35-44,Hombre,No socio,6.0,Ourense,Aficionado latente,0
AF-CE7F276EB8,45-54,Hombre,Abonado,12.0,Lugo,Comprador de servicios,1
AF-956EFE21E3,25-34,Mujer,Abonado,7.0,A Coruña,Hincha digital intensivo,3
AF-C16E980D17,35-44,Hombre,Abonado,9.0,Asturias,Sin segmentar,-1
AF-00FA2D2BC6,45-54,Hombre,Abonado,5.0,Lugo,Seguidor social,2
AF-A1CFD4FB2C,35-44,Hombre,No socio,7.0,A Coruña,Seguidor social,2
AF-CE8D68B208,25-34,Mujer,No socio,11.0,Ourense,Sin segmentar,-1
AF-33757C42FE,25-34,Hombre,No socio,4.0,A Coruña,Hincha digital intensivo,3
AF-666B4CBFFC,35-44,Hombre,Socio digital,16.0,Otras,Sin segmentar,-1
AF-363F6CA59D,45-54,Hombre,Socio digital,10.0,A Coruña,Sin segmentar,-1
AF-4D11665E35,25-34,Hombre,Socio digital,12.0,A Coruña,Sin segmentar,-1
AF-69FE6522DF,35-44,Hombre,Abonado,2.0,Madrid,Comprador de servicios,1
AF-8EA697B6B4,35-44,Mujer,Socio digital,18.0,A Coruña,Sin segmentar,-1
AF-6589720021,45-54,Hombre,No socio,5.0,A Coruña,Seguidor social,2
AF-5EE0428FC9,35-44,Mujer,Socio digital,10.0,Madrid,Sin segmentar,-1
AF-6D9DEF81E2,35-44,Mujer,No socio,17.0,A Coruña,Sin segmentar,-1
AF-39E8D4984E,25-34,Hombre,Abonado,3.0,Ourense,Hincha digital intensivo,3
AF-A3CF75FE5F,45-54,Mujer,Abonado,3.0,Barcelona,Seguidor social,2
AF-B1926E7ADA,25-34,Mujer,Socio digital,6.0,A Coruña,Sin segmentar,-1
AF-FE23118368,55+,Mujer,No socio,3.0,Pontevedra,Sin segmentar,-1
AF-3650CA33C1,45-54,Hombre,Socio digital,21.0,A Coruña,Comprador de servicios,1
AF-4A4C86C7A3,45-54,Hombre,No socio,3.0,A Coruña,Sin segmentar,-1
AF-D4E8FBC71F,35-44,Hombre,No socio,13.0,A Coruña,Seguidor social,2
AF-1ADD769D07,35-44,Mujer,No socio,8.0,Pontevedra,Aficionado latente,0
AF-B9A2859E2C,35-44,Hombre,Socio digital,6.0,Pontevedra,Sin segmentar,-1
AF-5C7EC9EFC8,25-34,Hombre,Socio digital,8.0,A Coruña,Hincha digital intensivo,3
AF-7517792768,35-44,Hombre,Abonado,4.0,A Coruña,Hincha digital intensivo,3
AF-3F4CB2F03C,25-34,Hombre,Socio digital,1.0,Ourense,Hincha digital intensivo,3
AF-436CF88C5F,25-34,Mujer,Socio digital,4.0,A Coruña,Sin segmentar,-1
AF-E14DC17E78,35-44,Hombre,Abonado,8.0,A Coruña,Comprador de servicios,1
AF-0548D864AE,55+,Hombre,Abonado,2.0,Madrid,Sin segmentar,-1
AF-CE4B0BF811,18-24,Hombre,Socio digital,4.0,Ourense,Sin segmentar,-1
AF-190D14C94B,35-44,Hombre,No socio,15.0,A Coruña,Sin segmentar,-1
AF-D2C289A3F9,18-24,Mujer,No socio,2.0,Otras,Sin segmentar,-1
AF-7F70E967E7,18-24,Mujer,Socio digital,6.0,A Coruña,Aficionado latente,0
AF-0604916F82,25-34,Hombre,No socio,3.0,Asturias,Sin segmentar,-1
AF-FAC61A9EE0,55+,Hombre,Abonado,1.0,A Coruña,Seguidor social,2
AF-4977F3B974,25-34,Mujer,No socio,8.0,A Coruña,Sin segmentar,-1
AF-9C95B99F17,35-44,Mujer,Abonado,9.0,Lugo,Sin segmentar,-1
AF-E7A57C950D,35-44,Mujer,Socio digital,3.0,A Coruña,Sin segmentar,-1
AF-7A160A4065,25-34,Hombre,Socio digital,7.0,Ourense,Sin segmentar,-1
AF-F0FDF79CFE,55+,Hombre,Socio digital,7.0,A Coruña,Seguidor social,2
AF-28139FE225,18-24,Mujer,No socio,1.0,Madrid,Sin segmentar,-1
AF-7EC8425146,45-54,Hombre,Socio digital,8.0,A Coruña,Sin segmentar,-1
AF-E716D868F6,55+,Hombre,Socio digital,13.0,A Coruña,Sin segmentar,-1
AF-04C6D6F217,18-24,Hombre,Abonado,16.0,A Coruña,Sin segmentar,-1
AF-063B0A5E2C,45-54,Hombre,No socio,1.0,A Coruña,Aficionado latente,0
AF-BC4757B7FA,18-24,Hombre,No socio,1.0,Lugo,Sin segmentar,-1
AF-A9542529D0,18-24,Mujer,No socio,22.0,Otras,Seguidor social,2
AF-7A21AEF599,18-24,Hombre,No socio,2.0,Lugo,Seguidor social,2
AF-977879AE34,18-24,Mujer,No socio,4.0,A Coruña,Aficionado latente,0
AF-80579ABDDC,35-44,Hombre,No socio,9.0,Pontevedra,Seguidor social,2
AF-1CF8D4F535,25-34,Hombre,Socio digital,6.0,A Coruña,Seguidor social,2
AF-4F0E7535D6,45-54,Mujer,Abonado,18.0,Pontevedra,Sin segmentar,-1
AF-742A555781,55+,Hombre,Abonado,8.0,A Coruña,Seguidor social,2
AF-2256C2ABFF,25-34,Hombre,No socio,6.0,A Coruña,Hincha digital intensivo,3
AF-84096F8CD1,35-44,Hombre,Socio digital,8.0,Pontevedra,Sin segmentar,-1
AF-691ED90E9D,18-24,Hombre,Abonado,13.0,A Coruña,Seguidor social,2
AF-22BA54B7D7,45-54,Mujer,No socio,1.0,Madrid,Aficionado latente,0
AF-2D0C7858B3,35-44,Hombre,Socio digital,8.0,Barcelona,Aficionado latente,0
AF-C76051026A,45-54,Mujer,No socio,4.0,Lugo,Seguidor social,2
AF-DA76A4ED37,25-34,Mujer,Socio digital,12.0,Barcelona,Comprador de servicios,1
AF-DB4A0EB5D7,45-54,Hombre,No socio,2.0,Madrid,Seguidor social,2
AF-02BDD3D00F,45-54,Hombre,Abonado,13.0,Asturias,Sin segmentar,-1
AF-CE74556850,18-24,Mujer,No socio,15.0,A Coruña,Sin segmentar,-1
AF-5FCB5267D7,55+,Hombre,No socio,5.0,A Coruña,Seguidor social,2
AF-CFFE1972FB,35-44,Hombre,No socio,13.0,Pontevedra,Comprador de servicios,1
AF-AA6AC9D436,45-54,Hombre,No socio,4.0,Madrid,Sin segmentar,-1
AF-23766020C5,45-54,Mujer,Abonado,3.0,A Coruña,Sin segmentar,-1
AF-D4888DA03A,45-54,Hombre,No socio,18.0,Lugo,Seguidor social,2
AF-E3B262C636,45-54,Hombre,No socio,1.0,Otras,Seguidor social,2
AF-B31FF04E96,45-54,Mujer,No socio,4.0,Pontevedra,Sin segmentar,-1
AF-4A4B564F27,45-54,Hombre,No socio,1.0,A Coruña,Sin segmentar,-1
AF-52B3CC58FE,45-54,Hombre,No socio,21.0,A Coruña,Sin segmentar,-1
AF-B1E9529394,25-34,Hombre,Abonado,2.0,Madrid,Aficionado latente,0
AF-A6682205EB,18-24,Hombre,Abonado,1.0,Otras,Sin segmentar,-1
AF-388E6F4188,18-24,Mujer,Socio digital,12.0,Otras,Hincha digital intensivo,3
AF-51C31238CB,55+,Mujer,No socio,3.0,A Coruña,Aficionado latente,0
AF-CB6DAEA47C,18-24,Hombre,Socio digital,5.0,Pontevedra,Aficionado latente,0
AF-50BC47A6C5,55+,Hombre,Socio digital,9.0,Madrid,Comprador de servicios,1
AF-567C070403,45-54,Hombre,Socio digital,2.0,A Coruña,Aficionado latente,0
AF-86B8ED5BC8,25-34,Hombre,Socio digital,10.0,A Coruña,Aficionado latente,0
AF-176304C7EC,45-54,Hombre,No socio,12.0,A Coruña,Comprador de servicios,1
AF-1F0102AF9E,55+,Hombre,No socio,13.0,Asturias,Seguidor social,2
AF-B367780174,18-24,Hombre,Socio digital,3.0,Asturias,Seguidor social,2
AF-343DA5D07A,45-54,Hombre,No socio,4.0,Ourense,Sin segmentar,-1
AF-F2BC9C6A4A,35-44,Hombre,Abonado,3.0,A Coruña,Seguidor social,2
AF-13AA254FED,25-34,Hombre,Abonado,5.0,Otras,Seguidor social,2
AF-9924F174D9,55+,Hombre,No socio,9.0,A Coruña,Aficionado latente,0
AF-E17825CED2,25-34,Hombre,Abonado,13.0,A Coruña,Aficionado latente,0
AF-D66A7EED5F,25-34,Mujer,No socio,2.0,A Coruña,Sin segmentar,-1
AF-0931741F2F,25-34,Hombre,Abonado,10.0,A Coruña,Seguidor social,2
AF-DE402FBFD6,35-44,Hombre,Socio digital,7.0,A Coruña,Aficionado latente,0
AF-F858FA6E51,35-44,Hombre,No socio,8.0,Ourense,Sin segmentar,-1
AF-00FE5CFD46,55+,Mujer,No socio,21.0,A Coruña,Aficionado latente,0
AF-A323534514,25-34,Hombre,Socio digital,6.0,Madrid,Sin segmentar,-1
AF-674B505C84,45-54,Hombre,No socio,4.0,Madrid,Aficionado latente,0
AF-0895EDF174,35-44,Hombre,Abonado,3.0,Madrid,Sin segmentar,-1
AF-E157D93074,35-44,Hombre,Socio digital,14.0,Pontevedra,Hincha digital intensivo,3
AF-5E2D55D347,35-44,Hombre,Abonado,8.0,Lugo,Seguidor social,2
AF-F43DBABDC9,18-24,Mujer,Abonado,18.0,A Coruña,Seguidor social,2
AF-A53B452B11,25-34,Hombre,No socio,7.0,Lugo,Seguidor social,2
AF-9EDF2A37E3,25-34,Hombre,No socio,6.0,Asturias,Sin segmentar,-1
AF-D3A901A139,25-34,Hombre,Abonado,12.0,A Coruña,Comprador de servicios,1
AF-46EC0EE389,18-24,Mujer,No socio,12.0,A Coruña,Sin segmentar,-1
AF-C64F470B60,35-44,Mujer,No socio,5.0,A Coruña,Sin segmentar,-1
AF-4786E9AFE4,55+,Mujer,Abonado,3.0,A Coruña,Comprador de servicios,1
AF-B73B717D4A,25-34,Hombre,No socio,5.0,A Coruña,Seguidor social,2
AF-861F059B5E,55+,Mujer,No socio,5.0,A Coruña,Seguidor social,2
AF-B4875A483E,55+,Hombre,Abonado,10.0,A Coruña,Hincha digital intensivo,3
AF-E1C4EEA8F9,55+,Hombre,Socio digital,5.0,A Coruña,Sin segmentar,-1
AF-D29FDFFAFD,25-34,Hombre,Socio digital,4.0,A Coruña,Sin segmentar,-1
AF-5495BF12B4,25-34,Hombre,No socio,12.0,Pontevedra,Seguidor social,2
AF-1B80BD0EEF,25-34,Mujer,Socio digital,5.0,A Coruña,Sin segmentar,-1
AF-8A4E5C1874,45-54,Hombre,Socio digital,7.0,Barcelona,Sin segmentar,-1
AF-B0F438B681,35-44,Hombre,No socio,4.0,Pontevedra,Seguidor social,2
AF-FB1D6759B9,35-44,Mujer,No socio,1.0,Pontevedra,Hincha digital intensivo,3
AF-0E7B8E023C,45-54,Mujer,Abonado,18.0,A Coruña,Comprador de servicios,1
