post_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,alcance,impresiones,likes,comentarios,compartidos,guardados,comentarios_positivos,comentarios_negativos
P00518,2024-10-26,Facebook,Resumen,Vídeo largo,1,17855.0,29208.0,98,8,6,4.0,2,3
P00519,2024-10-26,Facebook,Directo,Carrusel,1,28877.0,33577.0,218,20,21,4.0,7,7
P00520,2024-10-26,Facebook,Fichajes,Vídeo corto,1,14218.0,19591.0,222,19,16,8.0,6,5
P00521,2024-10-26,Facebook,Entrenamiento,Carrusel,1,25092.0,31334.0,178,14,18,0.0,3,4
P00522,2024-10-26,Facebook,Fichajes,Imagen,1,28190.0,35518.0,434,22,33,27.0,6,5
P00523,2024-10-26,TIKTOK,Entrenamiento,Vídeo corto,1,10304.0,15602.0,468,22,47,16.0,8,5
P00524,2024-10-26,TikTok,Fichajes,Vídeo corto,1,8244.0,9565.0,1763,163,141,35.0,59,46
P00525,2024-10-26,YouTube,Efeméride,Vídeo corto,1,17934.0,25213.0,569,39,42,27.0,10,11
P00526,2024-10-27,X,Fichajes,Texto,0,27809.0,42768.0,391,29,41,34.0,15,7
P00527,2024-10-27,X,Cantera,Texto,0,16480.0,22732.0,113,10,7,4.0,5,2
P00528,2024-10-27,Facebook,Fichajes,Imagen,0,26438.0,38517.0,413,32,27,17.0,20,5
P00529,2024-10-27,Facebook,Fichajes,Imagen,0,10658.0,14248.0,199,11,20,17.0,5,3
P00530,2024-10-27,TikTok,Entrenamiento,Vídeo corto,0,7340.0,9074.0,732,49,55,46.0,25,11
P00531,2024-10-27,YouTube,Resumen,Vídeo corto,0,3268.0,3704.0,248,19,18,6.0,9,4
P00532,2024-10-28,Instagram,Efeméride,Vídeo corto,0,23649.0,33084.0,1745,130,113,107.0,86,23
P00533,2024-10-28,Instagram,Resumen,Imagen,0,33510.0,49407.0,1320,92,92,53.0,48,27
P00534,2024-10-28,Instagram,Institucional,Imagen,0,17428.0,21017.0,192,15,10,18.0,7,4
P00535,2024-10-28,X,Cantera,Vídeo corto,0,24510.0,36708.0,294,15,25,35.0,8,3
P00536,2024-10-28,Facebook,Entrenamiento,Carrusel,0,16850.0,26152.0,144,11,14,11.0,6,2
P00537,2024-10-28,Facebook,Efeméride,Carrusel,0,16897.0,19110.0,213,19,22,7.0,9,4
P00538,2024-10-28,Facebook,Entrenamiento,Texto,0,26010.0,41346.0,248,14,18,39.0,7,2
P00539,2024-10-28,YouTube,Efeméride,Vídeo largo,0,3755.0,5406.0,98,6,5,7.0,2,1
P00540,2024-10-28,YouTube,Resumen,Vídeo corto,0,3856.0,5500.0,214,11,13,13.0,6,2
P00541,2024-10-29,Instagram,Entrenamiento,Imagen,0,31999.0,38716.0,1148,94,64,63.0,60,13
P00542,2024-10-29,Instagram,Patrocinador,Imagen,0,25055.0,34410.0,457,27,40,48.0,14,5
P00543,2024-10-29,X,Patrocinador,Texto,0,14053.0,21546.0,84,6,8,2.0,2,1
P00544,2024-10-29,X,Afición,Vídeo corto,0,44156.0,62981.0,1024,65,98,107.0,33,15
P00545,2024-10-29,Facebook,Entrenamiento,Imagen,0,16415.0,18909.0,141,13,15,12.0,7,2
P00546,2024-10-29,TikTok,Patrocinador,Vídeo corto,0,3607.0,4620.0,207,10,10,31.0,5,2
P00547,2024-10-29,TikTok,Fichajes,Vídeo corto,0,6176.0,7551.0,884,63,53,58.0,32,15
P00548,2024-10-30,Instagram,Entrenamiento,Texto,0,50735.0,83186.0,1181,117,66,125.0,62,23
P00549,2024-10-30,Instagram,Cantera,Vídeo corto,0,55274.0,62393.0,3693,177,346,193.0,95,31
P00550,2024-10-30,X,Patrocinador,Vídeo corto,0,19405.0,30717.0,147,7,14,10.0,4,1
P00551,2024-10-30,X,Efeméride,Texto,0,17549.0,24193.0,148,9,8,14.0,5,1
P00552,2024-10-30,FACEBOOK,Cantera,Vídeo corto,0,13423.0,15807.0,118,7,9,10.0,4,1
P00553,2024-10-31,Instagram,Patrocinador,Vídeo corto,0,12018.0,16064.0,287,24,28,1.0,12,5
P00554,2024-10-31,X,Entrenamiento,Vídeo corto,0,18677.0,23662.0,290,23,25,17.0,11,5
P00555,2024-10-31,Facebook,Patrocinador,Imagen,0,11406.0,13030.0,40,2,3,5.0,1,0
P00556,2024-10-31,Facebook,Entrenamiento,Vídeo corto,0,7185.0,10901.0,100,5,7,6.0,2,1
P00557,2024-10-31,Facebook,Cantera,Imagen,0,10171.0,,53,2,5,4.0,1,0
P00558,2024-10-31,TikTok,Efeméride,Vídeo corto,0,8865.0,13630.0,708,62,38,25.0,35,13
P00559,2024-11-01,Instagram,Cantera,Imagen,0,21252.0,26905.0,445,37,45,44.0,22,7
P00560,2024-11-01,X,Patrocinador,Vídeo corto,0,25643.0,34805.0,195,13,17,23.0,6,3
P00561,2024-11-01,Facebook,Patrocinador,Imagen,0,17267.0,21646.0,83,5,4,11.0,2,1
P00562,2024-11-01,TikTok,Patrocinador,Vídeo corto,0,6773.0,10543.0,328,25,26,17.0,13,5
P00563,2024-11-02,Instagram,Institucional,Imagen,0,27499.0,44905.0,569,38,28,31.0,22,6
P00564,2024-11-02,Instagram,Entrenamiento,Imagen,0,51425.0,63608.0,1134,67,76,125.0,36,16
P00565,2024-11-02,Facebook,Resumen,Vídeo corto,0,13721.0,21455.0,332,29,29,8.0,18,5
P00566,2024-11-02,Facebook,Entrenamiento,Vídeo largo,0,19029.0,25157.0,156,13,8,15.0,7,3
P00567,2024-11-02,YouTube,Efeméride,Vídeo largo,0,5782.0,6570.0,141,10,9,14.0,5,1
P00568,2024-11-03,Instagram,Efeméride,Vídeo corto,0,18498.0,30077.0,925,54,96,104.0,30,14
P00569,2024-11-03,Instagram,Entrenamiento,Imagen,0,47549.0,60714.0,1794,96,192,103.0,55,15
P00570,2024-11-03,Instagram,Entrenamiento,Vídeo corto,0,15037.0,17754.0,609,58,64,28.0,31,10
P00571,2024-11-03,X,Entrenamiento,Vídeo corto,0,29820.0,39882.0,604,54,48,57.0,32,11
P00572,2024-11-03,X,Institucional,Imagen,0,24105.0,34301.0,214,14,13,16.0,6,2
P00573,2024-11-03,X,Entrenamiento,Imagen,0,18783.0,22918.0,177,17,12,20.0,7,4
P00574,2024-11-03,Facebook,Entrenamiento,Imagen,0,13461.0,19704.0,122,10,13,11.0,5,2
P00575,2024-11-03,Facebook,Directo,Imagen,0,13810.0,16497.0,143,8,10,19.0,4,1
P00576,2024-11-03,Facebook,Entrenamiento,Vídeo corto,0,23806.0,29573.0,361,28,33,22.0,16,5
P00577,2024-11-03,Facebook,Patrocinador,Imagen,0,17211.0,26919.0,55,4,4,5.0,2,1
P00578,2024-11-03,TikTok,Resumen,Vídeo corto,0,11197.0,18417.0,1386,129,144,0.0,58,43
P00579,2024-11-04,Instagram,Previa,Carrusel,0,25288.0,40161.0,655,36,49,72.0,18,9
P00580,2024-11-04,Instagram,Patrocinador,Vídeo corto,0,50861.0,60449.0,1918,117,198,153.0,60,21
P00581,2024-11-04,X,Efeméride,Imagen,0,9845.0,14852.0,122,11,6,5.0,6,1
P00582,2024-11-04,X,Previa,Texto,0,23649.0,35448.0,211,17,15,22.0,8,3
P00583,2024-11-04,X,Cantera,Imagen,0,12735.0,16815.0,122,8,9,10.0,4,1
P00584,2024-11-04,X,Cantera,Imagen,0,14769.0,16919.0,107,9,6,11.0,4,3
P00585,2024-11-04,Facebook,Institucional,Carrusel,0,12754.0,16671.0,80,7,4,7.0,4,1
P00586,2024-11-04,facebook,Cantera,Texto,0,8744.0,10301.0,42,2,3,6.0,1,0
P00587,2024-11-05,Instagram,Resumen,Vídeo corto,0,18349.0,27730.0,1079,90,106,0.0,53,13
P00588,2024-11-05,X,Institucional,Texto,0,16641.0,20960.0,-1,9,9,2.0,4,2
P00589,2024-11-05,X,Entrenamiento,Texto,0,14814.0,23375.0,110,5,7,14.0,2,1
P00590,2024-11-05,YouTube,Patrocinador,Vídeo corto,0,6919.0,7996.0,100,5,6,10.0,2,0
P00591,2024-11-06,X,Entrenamiento,Texto,0,25108.0,37039.0,174,14,16,15.0,7,3
P00592,2024-11-06,X,Institucional,Imagen,0,27098.0,41192.0,99,8,6,2.0,3,1
P00593,2024-11-06,X,Entrenamiento,Vídeo largo,0,29076.0,35872.0,259,21,23,8.0,11,3
P00594,2024-11-06,X,Previa,Vídeo corto,0,27888.0,37725.0,640,36,41,65.0,26,3
P00595,2024-11-06,X,Afición,Imagen,0,25207.0,37267.0,294,25,24,0.0,13,4
P00596,2024-11-06,Facebook,Efeméride,Carrusel,0,8231.0,13179.0,114,7,6,8.0,3,1
P00597,2024-11-07,Instagram,Cantera,Imagen,0,16067.0,18706.0,346,19,32,43.0,11,4
P00598,2024-11-07,Instagram,Cantera,Carrusel,0,39753.0,64486.0,970,88,49,87.0,45,16
P00599,2024-11-07,Instagram,Entrenamiento,Carrusel,0,35667.0,44802.0,1343,69,114,102.0,46,13
P00600,2024-11-07,Instagram,Previa,Vídeo corto,0,15442.0,23607.0,1266,61,86,82.0,33,11
P00601,2024-11-07,X,Entrenamiento,Imagen,0,9435.0,11427.0,115,5,9,8.0,2,1
P00602,2024-11-07,X,Efeméride,Imagen,0,,44836.0,311,21,25,37.0,10,5
P00603,2024-11-07,YouTube,Entrenamiento,Vídeo corto,0,2117.0,2587.0,69,5,6,9.0,2,1
P00604,2024-11-08,X,Cantera,Texto,0,29643.0,37561.0,259,15,21,21.0,8,3
P00605,2024-11-08,X,Institucional,Texto,0,15463.0,21172.0,113,6,11,5.0,3,1
P00606,2024-11-08,X,Resumen,Vídeo corto,0,18560.0,20834.0,456,35,34,27.0,15,10
P00607,2024-11-08,X,Institucional,Texto,0,17620.0,24424.0,149,8,11,17.0,4,1
P00608,2024-11-08,YouTube,Afición,Vídeo largo,0,7693.0,10369.0,187,11,18,11.0,5,2
P00609,2024-11-08,YouTube,Entrenamiento,Vídeo largo,0,8365.0,13002.0,131,11,6,15.0,6,2
P00610,2024-11-09,Instagram,Directo,Carrusel,1,44399.0,59342.0,1502,83,108,55.0,23,23
P00611,2024-11-09,Instagram,Resumen,Vídeo corto,1,10952.0,12401.0,880,65,87,0.0,31,19
P00612,2024-11-09,Instagram,Directo,Vídeo corto,1,35166.0,50616.0,2794,194,212,160.0,63,63
P00613,2024-11-09,Instagram,Directo,Texto,1,28860.0,46347.0,860,67,57,45.0,23,27
P00614,2024-11-09,Instagram,Previa,Vídeo corto,1,31304.0,39347.0,1079,96,99,79.0,11,45
P00615,2024-11-09,Instagram,Previa,Imagen,1,41600.0,57896.0,1380,103,153,131.0,24,28
P00616,2024-11-09,Instagram,Resumen,Carrusel,1,30170.0,37985.0,1049,96,65,104.0,33,22
P00617,2024-11-09,X,Directo,Imagen,1,10026.0,12994.0,106,6,9,12.0,1,2
P00618,2024-11-09,X,Institucional,Carrusel,1,39559.0,58563.0,196,10,10,27.0,2,2
P00619,2024-11-09,X,Directo,Vídeo corto,1,19717.0,23860.0,298,25,17,7.0,7,10
P00620,2024-11-09,X,Afición,Texto,1,37758.0,44609.0,200,13,21,13.0,3,3
P00621,2024-11-09,Facebook,Resumen,Imagen,1,37373.0,42184.0,455,35,24,16.0,10,9
P00622,2024-11-09,Facebook,Institucional,Carrusel,1,21486.0,26858.0,97,8,8,3.0,2,3
P00623,2024-11-09,Facebook,Directo,Texto,1,15129.0,23168.0,91,8,7,4.0,2,2
P00624,2024-11-09,Facebook,Patrocinador,Vídeo corto,1,9567.0,15120.0,41,2,3,6.0,0,0
P00625,2024-11-09,TikTok,Institucional,Vídeo corto,1,8302.0,12629.0,247,14,21,30.0,4,5
P00626,2024-11-09,TikTok,Afición,Vídeo corto,1,13722.0,16923.0,1225,80,75,116.0,28,18
P00627,2024-11-09,YouTube,Directo,Vídeo largo,1,4530.0,5589.0,109,5,11,7.0,1,1
P00628,2024-11-10,X,Entrenamiento,Imagen,0,26209.0,39053.0,323,16,17,20.0,10,3
P00629,2024-11-10,x,Entrenamiento,Texto,0,31994.0,40527.0,385,26,23,47.0,14,5
P00630,2024-11-10,Facebook,Entrenamiento,Imagen,0,9925.0,15460.0,55,5,5,0.0,2,0
P00631,2024-11-11,Instagram,Entrenamiento,Imagen,0,49740.0,66245.0,2015,127,200,29.0,60,23
P00632,2024-11-11,X,Patrocinador,Texto,0,31810.0,37226.0,102,8,5,8.0,3,1
P00633,2024-11-11,TikTok,Cantera,Vídeo corto,0,3885.0,5913.0,312,23,22,12.0,13,5
P00634,2024-11-11,TikTok,Cantera,Vídeo corto,0,10234.0,15511.0,768,68,51,77.0,36,14
P00635,2024-11-12,Instagram,Directo,Carrusel,0,40254.0,63987.0,1943,171,175,33.0,118,31
P00636,2024-11-12,X,Fichajes,Vídeo corto,0,10742.0,13316.0,206,14,16,8.0,8,3
P00637,2024-11-12,Facebook,Patrocinador,Texto,0,13649.0,17556.0,40,3,2,3.0,1,0
P00638,2024-11-12,facebook,Entrenamiento,Vídeo corto,0,11361.0,15883.0,130,10,11,6.0,5,2
P00639,2024-11-12,TikTok,Institucional,Vídeo corto,0,,11724.0,606,49,39,41.0,27,8
P00640,2024-11-12,TikTok,Patrocinador,Vídeo corto,0,16509.0,22148.0,788,50,46,68.0,25,12
P00641,2024-11-13,Instagram,Afición,Carrusel,0,24732.0,29937.0,1211,108,134,55.0,57,23
P00642,2024-11-13,X,Entrenamiento,Carrusel,0,8737.0,12596.0,126,9,10,4.0,4,2
P00643,2024-11-13,Facebook,Entrenamiento,Imagen,0,15725.0,24299.0,89,4,8,6.0,2,0
P00644,2024-11-13,Facebook,Efeméride,Imagen,0,9329.0,14592.0,53,3,3,6.0,1,0
P00645,2024-11-13,YouTube,Patrocinador,Vídeo largo,0,3004.0,3748.0,52,4,5,,1,1
P00646,2024-11-14,Facebook,Patrocinador,Imagen,0,7053.0,9017.0,33,2,3,1.0,1,0
P00647,2024-11-14,Facebook,Resumen,Carrusel,0,13102.0,16269.0,113,10,6,9.0,5,1
P00648,2024-11-14,Facebook,Entrenamiento,Vídeo corto,0,16629.0,27404.0,169,9,10,24.0,5,1
P00649,2024-11-14,TikTok,Entrenamiento,Vídeo corto,0,6873.0,10740.0,601,45,32,59.0,29,8
P00650,2024-11-15,X,Entrenamiento,Vídeo corto,0,29346.0,35581.0,579,42,47,12.0,19,8
P00651,2024-11-15,X,Resumen,Vídeo largo,0,17389.0,21461.0,335,24,19,20.0,14,4
P00652,2024-11-15,Facebook,Cantera,Vídeo corto,0,9905.0,11373.0,94,6,8,8.0,3,1
P00653,2024-11-15,TikTok,Institucional,Vídeo corto,0,7334.0,9487.0,280,27,25,20.0,13,6
P00654,2024-11-15,TikTok,Patrocinador,Vídeo corto,0,15445.0,20348.0,873,72,45,75.0,39,16
P00655,2024-11-15,TikTok,Institucional,Vídeo corto,0,8303.0,12985.0,411,37,24,32.0,19,9
P00656,2024-11-15,YouTube,Institucional,Vídeo largo,0,4724.0,5400.0,45,4,3,6.0,2,1
P00657,2024-11-15,YouTube,Directo,Vídeo corto,0,2986.0,4555.0,133,9,9,7.0,4,1
P00658,2024-11-16,Instagram,Resumen,Carrusel,1,59857.0,67642.0,4076,254,424,18.0,100,78
P00659,2024-11-16,Instagram,Previa,Vídeo corto,1,16617.0,25981.0,904,69,46,51.0,26,27
P00660,2024-11-16,X,Directo,Imagen,1,15839.0,22752.0,212,18,10,,7,5
P00661,2024-11-16,X,Resumen,Imagen,1,20831.0,24654.0,305,27,28,21.0,10,10
P00662,2024-11-16,X,Cantera,Vídeo corto,1,12864.0,20909.0,130,8,8,19.0,2,3
P00663,2024-11-16,X,Afición,Imagen,1,21648.0,32909.0,367,29,40,27.0,11,7
P00664,2024-11-16,X,Afición,Imagen,1,19355.0,25988.0,220,12,16,11.0,5,2
P00665,2024-11-16,Facebook,Institucional,Carrusel,1,13846.0,17712.0,86,7,6,2.0,2,1
P00666,2024-11-16,Facebook,Efeméride,Imagen,1,19414.0,24502.0,164,16,11,13.0,4,6
P00667,2024-11-16,Facebook,Fichajes,Imagen,1,36492.0,54625.0,513,27,45,39.0,10,6
P00668,2024-11-16,TikTok,Directo,Vídeo corto,1,7550.0,12332.0,573,41,44,27.0,12,15
P00669,2024-11-16,YouTube,Afición,Vídeo largo,1,5583.0,8287.0,94,7,7,10.0,2,2
P00670,2024-11-17,X,Cantera,Imagen,0,22431.0,26873.0,272,24,17,27.0,15,3
P00671,2024-11-17,X,Entrenamiento,Imagen,0,16457.0,26001.0,255,22,14,31.0,12,4
P00672,2024-11-17,X,Cantera,Texto,0,36421.0,56159.0,203,10,19,15.0,5,2
P00673,2024-11-17,X,Patrocinador,Imagen,0,23703.0,32941.0,113,8,8,14.0,4,1
P00674,2024-11-17,Facebook,Patrocinador,Vídeo corto,0,16379.0,19432.0,91,7,7,4.0,3,1
P00675,2024-11-17,Facebook,Efeméride,Texto,0,16487.0,24453.0,101,6,6,16.0,3,1
P00676,2024-11-17,Facebook,Afición,Imagen,0,,29984.0,182,11,11,14.0,6,2
P00677,2024-11-17,TikTok,Cantera,Vídeo corto,0,4386.0,5185.0,242,24,18,24.0,14,5
P00678,2024-11-18,Instagram,Patrocinador,Vídeo corto,0,19908.0,23038.0,581,54,36,71.0,24,18
P00679,2024-11-18,Instagram,Afición,Vídeo corto,0,22318.0,33005.0,1446,78,108,62.0,43,21
P00680,2024-11-18,X,Efeméride,Imagen,0,47460.0,55930.0,1000,86,50,54.0,44,24
P00681,2024-11-18,X,Patrocinador,Vídeo corto,0,13114.0,17244.0,136,11,12,0.0,5,2
P00682,2024-11-18,Facebook,Efeméride,Imagen,0,13249.0,19129.0,80,3,7,4.0,1,0
P00683,2024-11-18,Facebook,Resumen,Vídeo corto,0,8661.0,9979.0,145,13,13,4.0,6,2
P00684,2024-11-18,TikTok,Fichajes,Vídeo corto,0,7781.0,9125.0,831,50,86,89.0,28,11
P00685,2024-11-18,TikTok,Previa,Vídeo corto,0,5375.0,7488.0,519,46,54,0.0,24,9
P00686,2024-11-19,X,Resumen,Texto,0,9450.0,12386.0,163,11,11,13.0,5,2
P00687,2024-11-19,Facebook,Institucional,Vídeo corto,0,29018.0,38047.0,154,8,12,15.0,5,1
P00688,2024-11-19,Facebook,Fichajes,Imagen,0,22397.0,34908.0,479,38,51,,20,8
P00689,2024-11-19,TikTok,Cantera,Vídeo corto,0,5074.0,5797.0,404,19,20,43.0,9,3
P00690,2024-11-19,TikTok,Resumen,Vídeo corto,0,13503.0,20810.0,2046,139,178,56.0,66,46
P00691,2024-11-20,Instagram,Resumen,Carrusel,0,27836.0,33414.0,1757,101,179,143.0,44,35
P00692,2024-11-20,Facebook,Cantera,Vídeo corto,0,15103.0,17906.0,105,10,8,10.0,5,2
P00693,2024-11-20,Facebook,Entrenamiento,Imagen,0,21448.0,26071.0,101,8,7,5.0,3,1
P00694,2024-11-20,TikTok,Patrocinador,Vídeo corto,0,14230.0,20214.0,634,61,68,41.0,32,12
P00695,2024-11-20,TikTok,Entrenamiento,Vídeo corto,0,10294.0,14437.0,759,56,49,70.0,22,12
P00696,2024-11-20,YouTube,Efeméride,Vídeo corto,0,6062.0,9837.0,242,15,17,33.0,7,3
P00697,2024-11-21,Instagram,Entrenamiento,Carrusel,0,21227.0,26362.0,896,75,52,98.0,38,15
P00698,2024-11-21,Instagram,Fichajes,Carrusel,0,18323.0,23072.0,1082,79,94,110.0,36,17
P00699,2024-11-21,Facebook,Cantera,Imagen,0,20904.0,33492.0,179,12,18,9.0,5,2
P00700,2024-11-21,YouTube,Cantera,Vídeo largo,0,6197.0,9619.0,98,8,9,6.0,4,2
P00701,2024-11-21,YouTube,Fichajes,Vídeo corto,0,4240.0,6709.0,424,37,35,8.0,19,7
P00702,2024-11-22,Instagram,Entrenamiento,Imagen,0,41518.0,60303.0,1735,126,172,30.0,68,26
P00703,2024-11-22,Instagram,Efeméride,Imagen,0,37010.0,55326.0,1074,67,107,108.0,40,11
P00704,2024-11-22,X,Patrocinador,Imagen,0,39952.0,50270.0,180,15,12,17.0,8,3
P00705,2024-11-22,X,Efeméride,Carrusel,0,15935.0,19537.0,212,14,16,15.0,6,3
P00706,2024-11-22,TikTok,Institucional,Vídeo corto,0,,10883.0,383,27,24,44.0,9,8
P00707,2024-11-22,TikTok,Efeméride,Vídeo corto,0,6423.0,10155.0,544,41,51,31.0,24,6
P00708,2024-11-23,Instagram,Resumen,Vídeo corto,1,15215.0,24263.0,2702,200,212,218.0,148,22
P00709,2024-11-23,Instagram,Directo,Vídeo largo,1,85466.0,109633.0,3411,185,345,,122,28
P00710,2024-11-23,X,Entrenamiento,Imagen,1,21966.0,34504.0,374,23,39,17.0,16,3
P00711,2024-11-23,X,Cantera,Vídeo largo,1,25676.0,40562.0,317,16,33,36.0,10,2
P00712,2024-11-23,X,Previa,Texto,1,50913.0,57752.0,509,37,55,36.0,30,2
P00713,2024-11-23,X,Resumen,Vídeo corto,1,23369.0,26908.0,663,54,47,27.0,39,5
P00714,2024-11-23,Facebook,Resumen,Vídeo largo,1,19748.0,25364.0,406,36,38,31.0,22,7
P00715,2024-11-23,Facebook,Directo,Vídeo largo,1,90132.0,147451.0,1745,166,147,126.0,128,22
P00716,2024-11-23,Facebook,Previa,Vídeo largo,1,14720.0,17513.0,123,8,7,16.0,4,1
P00717,2024-11-23,YouTube,Cantera,Vídeo largo,1,5628.0,6553.0,164,14,12,5.0,9,2
P00718,2024-11-24,Instagram,Resumen,Vídeo corto,0,14719.0,18954.0,1172,72,118,116.0,36,16
P00719,2024-11-24,Instagram,Entrenamiento,Imagen,0,18231.0,21545.0,338,31,22,19.0,17,6
P00720,2024-11-24,X,Previa,Carrusel,0,28666.0,43418.0,478,45,29,15.0,30,9
P00721,2024-11-24,Facebook,Cantera,Imagen,0,44148.0,60165.0,380,34,38,34.0,20,8
P00722,2024-11-24,Facebook,Patrocinador,Vídeo corto,0,21064.0,32292.0,156,9,14,5.0,4,2
P00723,2024-11-24,Facebook,Institucional,Imagen,0,7645.0,12592.0,44,3,2,6.0,1,0
P00724,2024-11-24,FACEBOOK,Patrocinador,Texto,0,8767.0,11588.0,20,1,1,2.0,0,0
P00725,2024-11-25,Instagram,Fichajes,Imagen,0,21388.0,35176.0,1408,89,126,141.0,43,18
P00726,2024-11-25,X,Entrenamiento,Texto,0,12596.0,17254.0,129,8,7,11.0,5,1
P00727,2024-11-25,Facebook,Patrocinador,Vídeo corto,0,5389.0,6750.0,47,3,3,7.0,1,0
P00728,2024-11-25,Facebook,Institucional,Imagen,0,22609.0,36761.0,162,8,14,15.0,3,2
P00729,2024-11-25,Facebook,Entrenamiento,Imagen,0,21987.0,27012.0,194,12,10,18.0,6,3
P00730,2024-11-25,Facebook,Efeméride,Vídeo corto,0,12938.0,15721.0,182,13,18,1.0,6,3
P00731,2024-11-25,YouTube,Efeméride,Vídeo largo,0,6911.0,8987.0,95,7,5,7.0,3,1
P00732,2024-11-25,YouTube,Efeméride,Vídeo corto,0,4473.0,7101.0,100,6,9,9.0,3,1
P00733,2024-11-25,YouTube,Patrocinador,Vídeo largo,0,3868.0,5296.0,46,2,4,3.0,1,0
P00734,2024-11-26,Instagram,Institucional,Carrusel,0,17014.0,27466.0,659,59,56,56.0,27,15
P00735,2024-11-26,Instagram,Cantera,Vídeo largo,0,14353.0,19692.0,283,25,20,7.0,12,4
P00736,2024-11-26,Instagram,Cantera,Imagen,0,35349.0,52226.0,1283,124,112,93.0,73,23
P00737,2024-11-26,X,Institucional,Imagen,0,34418.0,52665.0,487,40,32,37.0,21,10
P00738,2024-11-26,X,Entrenamiento,Texto,0,29979.0,47500.0,308,25,23,39.0,10,7
P00739,2024-11-26,X,Resumen,Imagen,0,18692.0,28747.0,311,20,28,7.0,10,5
P00740,2024-11-26,FACEBOOK,Patrocinador,Vídeo corto,0,16722.0,20520.0,116,10,6,11.0,5,2
P00741,2024-11-26,Facebook,Entrenamiento,Vídeo corto,0,22789.0,25613.0,300,25,15,36.0,12,5
P00742,2024-11-26,Facebook,Previa,Vídeo corto,0,30012.0,,391,31,40,20.0,16,8
P00743,2024-11-26,Facebook,Institucional,Vídeo corto,0,18723.0,30120.0,86,8,8,7.0,4,2
P00744,2024-11-26,YouTube,Entrenamiento,Vídeo largo,0,2895.0,3413.0,54,3,5,2.0,1,0
P00745,2024-11-27,Instagram,Entrenamiento,Imagen,0,36888.0,55819.0,1746,148,114,136.0,78,36
P00746,2024-11-27,X,Afición,Vídeo corto,0,35233.0,54912.0,754,72,68,32.0,38,14
P00747,2024-11-27,X,Fichajes,Texto,0,24039.0,38877.0,469,40,42,0.0,23,8
P00748,2024-11-27,Facebook,Efeméride,Imagen,0,10246.0,14450.0,71,4,5,3.0,2,0
P00749,2024-11-28,Instagram,Entrenamiento,Imagen,0,47994.0,73920.0,1939,178,97,184.0,96,32
P00750,2024-11-28,X,Fichajes,Imagen,0,16196.0,19469.0,363,18,33,21.0,9,5
P00751,2024-11-28,X,Previa,Texto,0,15715.0,20652.0,139,13,9,14.0,7,3
P00752,2024-11-28,X,Entrenamiento,Imagen,0,14451.0,17878.0,229,11,12,25.0,6,2
P00753,2024-11-28,X,Afición,Texto,0,12698.0,20637.0,259,15,18,23.0,9,3
P00754,2024-11-28,Facebook,Cantera,Vídeo largo,0,14850.0,19901.0,85,6,8,7.0,3,1
P00755,2024-11-28,FACEBOOK,Patrocinador,Carrusel,0,21533.0,26490.0,110,9,11,5.0,5,1
P00756,2024-11-28,Facebook,Cantera,Imagen,0,42468.0,57784.0,279,18,22,21.0,8,5
P00757,2024-11-28,YouTube,Institucional,Vídeo largo,0,13269.0,17954.0,215,12,12,17.0,7,1
P00758,2024-11-29,Instagram,Previa,Texto,0,34588.0,50753.0,1053,77,76,135.0,39,19
P00759,2024-11-29,Instagram,Cantera,Imagen,0,9440.0,11380.0,179,13,18,18.0,7,3
P00760,2024-11-29,Instagram,Entrenamiento,Imagen,0,22995.0,34682.0,584,37,61,61.0,18,8
P00761,2024-11-29,X,Previa,Imagen,0,33119.0,43358.0,330,23,19,35.0,13,3
P00762,2024-11-29,X,Cantera,Texto,0,10749.0,15159.0,76,6,8,3.0,3,1
P00763,2024-11-29,Facebook,Institucional,Vídeo corto,0,20107.0,33099.0,275,19,21,,10,3
P00764,2024-11-29,facebook,Directo,Imagen,0,15524.0,25404.0,175,15,10,9.0,7,3
P00765,2024-11-29,Facebook,Entrenamiento,Carrusel,0,10159.0,16362.0,108,6,7,12.0,3,1
P00766,2024-11-30,Instagram,Resumen,Carrusel,1,50178.0,69830.0,4947,240,454,168.0,155,31
P00767,2024-11-30,Instagram,Institucional,Vídeo corto,1,43952.0,55271.0,1823,91,150,134.0,56,13
P00768,2024-11-30,Instagram,Entrenamiento,Vídeo corto,1,35350.0,40949.0,1858,143,204,71.0,98,23
P00769,2024-11-30,X,Resumen,Imagen,1,11727.0,18332.0,256,21,13,13.0,16,1
P00770,2024-11-30,X,Resumen,Carrusel,1,21497.0,34860.0,613,36,39,45.0,23,5
P00771,2024-11-30,X,Afición,Imagen,1,24820.0,30680.0,648,44,50,62.0,29,6
P00772,2024-11-30,X,Previa,Imagen,1,8666.0,9889.0,100,5,10,1.0,3,0
P00773,2024-11-30,Facebook,Directo,Imagen,1,15220.0,20411.0,325,28,20,8.0,16,4
P00774,2024-11-30,Facebook,Directo,Vídeo corto,1,26941.0,30552.0,647,32,38,44.0,21,5
P00775,2024-11-30,TikTok,Resumen,Vídeo corto,1,35464.0,43830.0,8579,432,685,441.0,263,105
P00776,2024-11-30,TikTok,Resumen,Vídeo corto,1,6958.0,10424.0,1087,90,104,38.0,58,13
P00777,2024-11-30,TikTok,Afición,Vídeo corto,1,6787.0,10678.0,1578,89,91,153.0,62,13
