aficionado_id,semana,sesiones,duracion_media_min,pantallas_vistas,notificaciones_recibidas,notificaciones_abiertas,compras_entradas,gasto_tienda_eur
AF-F205E2718D,2025-04-14,5,5.72,5.0,4,0,0,0.0
AF-F205E2718D,2025-04-21,2,17.35,24.0,2,1,0,0.0
AF-F205E2718D,2025-04-28,3,4.31,6.0,2,1,0,0.0
AF-F205E2718D,2025-05-05,4,14.37,22.0,4,1,0,0.0
AF-F205E2718D,2025-05-12,7,5.56,9.0,7,1,0,0.0
AF-F205E2718D,2025-05-19,2,12.46,20.0,6,2,0,0.0
AF-F205E2718D,2025-05-26,1,7.02,15.0,7,1,0,0.0
AF-F205E2718D,2025-06-02,4,9.92,12.0,2,0,0,0.0
AF-F205E2718D,2025-06-09,3,8.47,12.0,6,3,0,0.0
AF-BAE512B0EB,2024-08-12,1,9.4,13.0,3,1,0,0.0
AF-BAE512B0EB,2024-08-19,3,5.61,4.0,2,0,0,0.0
AF-BAE512B0EB,2024-08-26,3,4.05,1.0,7,4,0,0.0
AF-BAE512B0EB,2024-09-02,4,4.33,5.0,4,2,0,0.0
AF-BAE512B0EB,2024-09-09,1,4.96,8.0,7,3,0,0.0
AF-BAE512B0EB,2024-09-16,0,0.0,0.0,5,0,0,0.0
AF-BAE512B0EB,2024-09-23,0,0.0,0.0,3,0,0,0.0
AF-BAE512B0EB,2024-09-30,2,2.23,4.0,4,0,0,0.0
AF-BAE512B0EB,2024-10-07,2,0.97,2.0,8,3,0,0.0
AF-BAE512B0EB,2024-10-14,1,9.31,12.0,8,2,0,0.0
AF-BAE512B0EB,2024-10-21,0,0.0,0.0,6,0,0,0.0
AF-BAE512B0EB,2024-10-28,0,0.0,0.0,3,0,0,0.0
AF-BAE512B0EB,2024-11-04,1,11.03,8.0,4,3,0,0.0
AF-BAE512B0EB,2024-11-11,2,2.85,3.0,2,0,0,0.0
AF-BAE512B0EB,2024-11-18,2,8.81,12.0,2,1,0,0.0
AF-BAE512B0EB,2024-11-25,0,0.0,0.0,4,0,0,0.0
AF-BAE512B0EB,2024-12-02,2,5.8,9.0,7,0,0,0.0
AF-BAE512B0EB,2024-12-09,2,5.5,9.0,8,1,0,0.0
AF-BAE512B0EB,2024-12-16,2,2.5,4.0,3,1,0,0.0
AF-BAE512B0EB,2024-12-23,2,10.93,18.0,7,4,0,0.0
AF-BAE512B0EB,2024-12-30,2,6.23,5.0,2,1,0,0.0
AF-BAE512B0EB,2025-01-06,2,3.02,1.0,4,1,0,0.0
AF-BAE512B0EB,2025-01-13,3,7.45,10.0,3,0,0,0.0
AF-BAE512B0EB,2025-01-20,1,8.39,10.0,2,1,0,0.0
AF-BAE512B0EB,2025-01-27,3,7.16,12.0,3,0,0,0.0
AF-BAE512B0EB,2025-02-03,0,0.0,0.0,3,0,0,0.0
AF-BAE512B0EB,2025-02-10,2,3.78,6.0,8,2,0,0.0
AF-BAE512B0EB,2025-02-17,3,6.12,9.0,3,1,0,0.0
AF-BAE512B0EB,2025-02-24,3,10.53,14.0,3,1,0,0.0
AF-BAE512B0EB,2025-03-03,3,3.8,3.0,5,0,0,0.0
AF-BAE512B0EB,2025-03-10,3,1.08,1.0,7,4,0,0.0
AF-BAE512B0EB,2025-03-17,3,5.34,7.0,6,3,0,0.0
AF-BAE512B0EB,2025-03-24,2,3.29,4.0,4,2,0,0.0
AF-BAE512B0EB,2025-03-31,3,7.8,7.0,6,0,0,5.17
AF-BAE512B0EB,2025-04-07,1,5.97,7.0,7,4,0,0.0
AF-BAE512B0EB,2025-04-14,4,2.57,2.0,2,0,0,0.0
AF-BAE512B0EB,2025-04-21,1,6.05,10.0,5,0,0,0.0
AF-BAE512B0EB,2025-04-28,5,1.95,6.0,5,1,0,0.0
AF-BAE512B0EB,2025-05-05,0,0.0,0.0,4,0,0,0.0
AF-BAE512B0EB,2025-05-12,2,3.16,3.0,4,1,0,0.0
AF-BAE512B0EB,2025-05-19,1,6.78,7.0,6,2,0,0.0
AF-BAE512B0EB,2025-05-26,1,4.84,9.0,8,0,0,0.0
AF-BAE512B0EB,2025-06-02,0,0.0,0.0,4,0,0,0.0
AF-BAE512B0EB,2025-06-09,0,0.0,0.0,2,0,0,0.0
AF-F2C8071FFD,2024-08-12,4,9.48,13.0,5,3,1,0.0
AF-F2C8071FFD,2024-08-19,7,8.69,18.0,2,2,0,0.0
AF-F2C8071FFD,2024-08-26,8,13.02,16.0,2,2,0,0.0
AF-F2C8071FFD,2024-09-02,9,7.06,9.0,2,2,0,0.0
AF-F2C8071FFD,2024-09-09,11,2.58,2.0,3,2,0,0.0
AF-F2C8071FFD,2024-09-16,3,13.34,14.0,8,6,0,0.0
AF-F2C8071FFD,2024-09-23,5,17.62,25.0,7,4,0,0.0
AF-F2C8071FFD,2024-09-30,14,3.44,3.0,4,4,1,13.13
AF-F2C8071FFD,2024-10-07,7,12.41,11.0,6,4,0,0.0
AF-F2C8071FFD,2024-10-14,15,5.77,7.0,8,3,0,0.0
AF-F2C8071FFD,2024-10-21,9,2.68,2.0,8,6,0,0.0
AF-F2C8071FFD,2024-10-28,1,20.55,24.0,3,2,0,0.0
AF-F2C8071FFD,2024-11-04,9,15.52,27.0,3,2,0,0.0
AF-F2C8071FFD,2024-11-11,4,14.69,16.0,8,5,0,0.0
AF-F2C8071FFD,2024-11-18,13,2.78,6.0,8,3,0,0.0
AF-F2C8071FFD,2024-11-25,5,13.11,12.0,7,5,0,0.0
AF-F2C8071FFD,2024-12-02,10,6.66,6.0,2,0,1,0.0
AF-F2C8071FFD,2024-12-09,4,3.57,1.0,2,2,0,0.0
AF-F2C8071FFD,2024-12-16,9,7.85,11.0,6,3,0,0.0
AF-F2C8071FFD,2024-12-23,9,7.07,9.0,4,2,0,0.0
AF-F2C8071FFD,2024-12-30,4,3.38,4.0,6,4,0,0.0
AF-F2C8071FFD,2025-01-06,6,4.5,6.0,3,3,0,0.0
AF-F2C8071FFD,2025-01-13,9,13.6,19.0,6,2,0,0.0
AF-F2C8071FFD,2025-01-20,6,8.32,13.0,5,5,0,0.0
AF-F2C8071FFD,2025-01-27,8,9.34,17.0,4,2,1,0.0
AF-F2C8071FFD,2025-02-03,2,9.91,20.0,3,1,0,0.0
AF-F2C8071FFD,2025-02-10,2,5.07,7.0,7,5,0,0.0
AF-F2C8071FFD,2025-02-17,3,12.94,19.0,3,3,0,0.0
AF-F2C8071FFD,2025-02-24,13,4.99,8.0,5,2,0,0.0
AF-F2C8071FFD,2025-03-03,6,4.47,2.0,7,5,0,0.0
AF-F2C8071FFD,2025-03-10,11,18.35,22.0,2,1,0,0.0
AF-F2C8071FFD,2025-03-17,8,5.09,6.0,7,4,0,0.0
AF-F2C8071FFD,2025-03-24,8,2.86,1.0,8,4,1,0.0
AF-F2C8071FFD,2025-03-31,5,8.77,10.0,2,1,0,0.0
AF-F2C8071FFD,2025-04-07,3,9.78,20.0,7,4,0,0.0
AF-F2C8071FFD,2025-04-14,4,12.43,18.0,6,2,0,0.0
AF-F2C8071FFD,2025-04-21,5,12.09,11.0,3,3,0,0.0
AF-F2C8071FFD,2025-04-28,6,2.53,4.0,3,1,1,0.0
AF-F2C8071FFD,2025-05-05,11,3.61,5.0,7,4,0,0.0
AF-F2C8071FFD,2025-05-12,7,4.96,4.0,4,2,1,0.0
AF-F2C8071FFD,2025-05-19,5,7.15,17.0,6,2,0,0.0
AF-F2C8071FFD,2025-05-26,4,3.6,2.0,3,0,0,0.0
AF-F2C8071FFD,2025-06-02,8,2.63,4.0,4,1,0,0.0
AF-F2C8071FFD,2025-06-09,13,3.28,3.0,2,1,0,0.0
AF-78B842C605,2024-08-12,5,2.37,1.0,7,2,0,0.0
AF-78B842C605,2024-08-19,5,19.03,39.0,2,0,0,0.0
AF-78B842C605,2024-08-26,4,11.73,27.0,3,1,0,0.0
AF-78B842C605,2024-09-02,2,4.23,7.0,5,2,0,0.0
AF-78B842C605,2024-09-09,3,3.59,7.0,7,5,0,0.0
AF-78B842C605,2024-09-16,2,7.08,9.0,5,3,0,0.0
AF-78B842C605,2024-09-23,2,5.29,9.0,7,5,0,0.0
AF-78B842C605,2024-09-30,3,1.76,1.0,8,4,1,0.0
AF-78B842C605,2024-10-07,4,2.64,3.0,3,1,0,0.0
AF-78B842C605,2024-10-14,3,2.61,3.0,5,2,0,0.0
AF-78B842C605,2024-10-21,4,5.99,4.0,4,1,0,0.0
AF-78B842C605,2024-10-28,3,4.43,5.0,7,4,0,0.0
AF-78B842C605,2024-11-04,4,7.46,13.0,4,1,0,0.0
AF-78B842C605,2024-11-11,2,17.27,23.0,2,1,0,0.0
AF-78B842C605,2024-11-18,3,7.46,9.0,2,0,0,0.0
AF-78B842C605,2024-11-25,5,3.62,7.0,2,1,0,0.0
AF-78B842C605,2024-12-02,4,5.82,4.0,8,4,0,0.0
AF-78B842C605,2024-12-09,2,7.39,11.0,2,0,0,0.0
AF-78B842C605,2024-12-16,5,5.75,3.0,5,2,0,0.0
AF-78B842C605,2024-12-23,7,0.61,3.0,2,0,0,0.0
AF-78B842C605,2024-12-30,3,9.89,9.0,5,2,0,0.0
AF-78B842C605,2025-01-06,4,9.16,14.0,2,0,0,0.0
AF-78B842C605,2025-01-13,4,2.26,3.0,2,1,0,0.0
AF-78B842C605,2025-01-20,4,4.83,8.0,4,1,0,0.0
AF-78B842C605,2025-01-27,5,9.77,11.0,7,3,0,0.0
AF-78B842C605,2025-02-03,2,2.53,5.0,3,2,0,0.0
AF-78B842C605,2025-02-10,5,14.47,19.0,5,1,0,0.0
AF-78B842C605,2025-02-17,5,21.72,23.0,6,2,0,0.0
AF-78B842C605,2025-02-24,3,12.65,12.0,5,2,0,0.0
AF-78B842C605,2025-03-03,1,0.57,2.0,6,3,0,0.0
AF-78B842C605,2025-03-10,2,10.97,13.0,2,1,0,0.0
AF-78B842C605,2025-03-17,7,4.99,5.0,7,3,0,0.0
AF-78B842C605,2025-03-24,3,1.08,4.0,2,1,0,0.0
AF-78B842C605,2025-03-31,5,4.72,6.0,8,3,0,0.0
AF-78B842C605,2025-04-07,5,10.75,15.0,8,4,0,0.0
AF-78B842C605,2025-04-14,5,2.5,4.0,6,1,0,0.0
AF-78B842C605,2025-04-21,7,3.25,4.0,5,1,1,0.0
AF-78B842C605,2025-04-28,8,2.9,4.0,4,0,0,0.0
AF-78B842C605,2025-05-05,2,0.85,1.0,6,2,0,0.0
AF-78B842C605,2025-05-12,7,14.8,23.0,3,1,0,0.0
AF-78B842C605,2025-05-19,2,3.86,8.0,5,2,0,0.0
AF-78B842C605,2025-05-26,5,9.55,18.0,5,2,0,0.0
AF-78B842C605,2025-06-02,2,2.86,6.0,4,2,0,0.0
AF-78B842C605,2025-06-09,6,3.81,3.0,2,1,0,0.0
AF-5F45F8E1B7,2024-08-12,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2024-08-19,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2024-08-26,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2024-09-02,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2024-09-09,0,0.0,0.0,3,0,0,0.0
AF-5F45F8E1B7,2024-09-16,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2024-09-23,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2024-09-30,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2024-10-07,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2024-10-14,2,1.41,1.0,6,2,0,0.0
AF-5F45F8E1B7,2024-10-21,0,0.0,0.0,3,0,0,0.0
AF-5F45F8E1B7,2024-10-28,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2024-11-04,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2024-11-11,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2024-11-18,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2024-11-25,1,6.64,9.0,4,0,0,0.0
AF-5F45F8E1B7,2024-12-02,0,0.0,0.0,3,0,0,0.0
AF-5F45F8E1B7,2024-12-09,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2024-12-16,1,7.33,9.0,4,1,0,0.0
AF-5F45F8E1B7,2024-12-23,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2024-12-30,1,3.69,5.0,3,0,0,0.0
AF-5F45F8E1B7,2025-01-06,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2025-01-13,0,0.0,0.0,3,0,0,0.0
AF-5F45F8E1B7,2025-01-20,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2025-01-27,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2025-02-03,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2025-02-10,1,1.99,1.0,5,0,0,0.0
AF-5F45F8E1B7,2025-02-17,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2025-02-24,1,1.2,2.0,7,0,0,0.0
AF-5F45F8E1B7,2025-03-03,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2025-03-10,0,0.0,0.0,3,0,0,0.0
AF-5F45F8E1B7,2025-03-17,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2025-03-24,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2025-03-31,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2025-04-07,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2025-04-14,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2025-04-21,1,3.16,1.0,2,0,0,0.0
AF-5F45F8E1B7,2025-04-28,0,0.0,0.0,5,0,0,0.0
AF-5F45F8E1B7,2025-05-05,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2025-05-12,1,9.57,16.0,5,0,0,0.0
AF-5F45F8E1B7,2025-05-19,0,0.0,0.0,4,0,0,0.0
AF-5F45F8E1B7,2025-05-26,0,0.0,0.0,6,0,0,0.0
AF-5F45F8E1B7,2025-06-02,0,0.0,0.0,2,0,0,0.0
AF-5F45F8E1B7,2025-06-09,1,2.03,3.0,3,0,0,0.0
AF-BED79B928A,2024-08-12,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2024-08-19,1,5.33,5.0,2,0,0,0.0
AF-BED79B928A,2024-08-26,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2024-09-02,4,6.83,7.0,7,1,0,0.0
AF-BED79B928A,2024-09-09,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2024-09-16,0,0.0,0.0,3,0,0,0.0
AF-BED79B928A,2024-09-23,1,1.7,6.0,4,2,0,0.0
AF-BED79B928A,2024-09-30,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2024-10-07,0,0.0,0.0,3,0,0,0.0
AF-BED79B928A,2024-10-14,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2024-10-21,1,1.6,4.0,6,3,0,0.0
AF-BED79B928A,2024-10-28,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2024-11-04,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2024-11-11,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2024-11-18,1,3.93,8.0,8,2,0,0.0
AF-BED79B928A,2024-11-25,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2024-12-02,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2024-12-09,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2024-12-16,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2024-12-23,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2024-12-30,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2025-01-06,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2025-01-13,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2025-01-20,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2025-01-27,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2025-02-03,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2025-02-10,0,0.0,0.0,3,0,0,0.0
AF-BED79B928A,2025-02-17,0,0.0,0.0,4,0,0,0.0
AF-BED79B928A,2025-02-24,0,0.0,0.0,4,0,0,0.0
AF-BED79B928A,2025-03-03,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2025-03-10,0,0.0,0.0,3,0,0,0.0
AF-BED79B928A,2025-03-17,1,4.71,5.0,5,1,0,0.0
AF-BED79B928A,2025-03-24,0,0.0,0.0,3,0,0,0.0
AF-BED79B928A,2025-03-31,0,0.0,0.0,4,0,0,0.0
AF-BED79B928A,2025-04-07,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2025-04-14,1,0.88,2.0,8,1,0,0.0
AF-BED79B928A,2025-04-21,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2025-04-28,0,0.0,0.0,5,0,0,0.0
AF-BED79B928A,2025-05-05,1,1.8,4.0,3,1,0,0.0
AF-BED79B928A,2025-05-12,0,0.0,0.0,6,0,0,0.0
AF-BED79B928A,2025-05-19,0,0.0,0.0,4,0,0,0.0
AF-BED79B928A,2025-05-26,0,0.0,0.0,2,0,0,0.0
AF-BED79B928A,2025-06-02,0,0.0,0.0,3,0,0,0.0
AF-BED79B928A,2025-06-09,0,0.0,0.0,4,0,0,0.0
AF-7BDE69CEED,2024-08-12,5,4.08,5.0,8,4,0,0.0
AF-7BDE69CEED,2024-08-19,3,14.38,23.0,8,1,0,0.0
AF-7BDE69CEED,2024-08-26,2,7.5,11.0,8,5,0,0.0
AF-7BDE69CEED,2024-09-02,2,5.94,10.0,3,0,0,0.0
AF-7BDE69CEED,2024-09-09,2,7.1,12.0,4,0,0,0.0
AF-7BDE69CEED,2024-09-16,0,0.0,0.0,4,0,0,0.0
AF-7BDE69CEED,2024-09-23,4,7.14,8.0,8,4,1,0.0
AF-7BDE69CEED,2024-09-30,7,11.84,22.0,3,0,0,0.0
AF-7BDE69CEED,2024-10-07,3,6.03,5.0,2,2,0,0.0
AF-7BDE69CEED,2024-10-14,3,4.5,5.0,7,2,0,0.0
AF-7BDE69CEED,2024-10-21,5,12.03,14.0,6,3,0,0.0
AF-7BDE69CEED,2024-10-28,1,3.51,5.0,7,2,0,0.0
AF-7BDE69CEED,2024-11-04,3,6.22,5.0,6,1,0,0.0
AF-7BDE69CEED,2024-11-11,1,6.72,6.0,8,2,0,0.0
AF-7BDE69CEED,2024-11-18,4,2.82,2.0,2,0,0,0.0
AF-7BDE69CEED,2024-11-25,3,1.8,5.0,2,1,0,0.0
AF-7BDE69CEED,2024-12-02,3,5.81,6.0,6,2,0,0.0
AF-7BDE69CEED,2024-12-09,3,4.21,5.0,3,1,0,0.0
AF-7BDE69CEED,2024-12-16,3,10.17,20.0,5,1,0,0.0
AF-7BDE69CEED,2024-12-23,1,14.38,21.0,4,1,0,0.0
AF-7BDE69CEED,2024-12-30,2,2.06,2.0,4,2,0,0.0
AF-7BDE69CEED,2025-01-06,5,7.78,10.0,8,2,0,0.0
AF-7BDE69CEED,2025-01-13,4,3.6,7.0,7,2,0,0.0
AF-7BDE69CEED,2025-01-20,7,4.82,2.0,3,2,0,0.0
AF-7BDE69CEED,2025-01-27,6,6.0,13.0,3,0,0,0.0
AF-7BDE69CEED,2025-02-03,1,9.67,17.0,4,1,1,0.0
AF-7BDE69CEED,2025-02-10,4,5.56,13.0,8,2,0,0.0
AF-7BDE69CEED,2025-02-17,4,6.72,10.0,4,3,0,33.03
AF-7BDE69CEED,2025-02-24,1,12.01,16.0,6,3,0,0.0
AF-7BDE69CEED,2025-03-03,7,6.98,9.0,2,1,0,0.0
AF-7BDE69CEED,2025-03-10,4,11.12,13.0,5,2,0,0.0
AF-7BDE69CEED,2025-03-17,5,6.14,10.0,4,0,0,0.0
AF-7BDE69CEED,2025-03-24,4,3.7,3.0,3,1,0,0.0
AF-7BDE69CEED,2025-03-31,1,4.0,4.0,5,1,0,0.0
AF-7BDE69CEED,2025-04-07,4,6.58,15.0,2,1,0,0.0
AF-7BDE69CEED,2025-04-14,4,9.16,12.0,6,2,0,0.0
AF-7BDE69CEED,2025-04-21,4,12.98,9.0,5,2,0,0.0
AF-7BDE69CEED,2025-04-28,4,15.42,34.0,3,1,0,0.0
AF-7BDE69CEED,2025-05-05,2,2.7,3.0,3,0,0,0.0
AF-7BDE69CEED,2025-05-12,3,3.59,6.0,8,1,0,0.0
AF-7BDE69CEED,2025-05-19,4,8.5,10.0,4,2,0,0.0
AF-7BDE69CEED,2025-05-26,3,8.2,21.0,8,3,0,0.0
AF-7BDE69CEED,2025-06-02,5,2.41,5.0,7,2,0,0.0
AF-7BDE69CEED,2025-06-09,3,3.04,6.0,2,0,0,0.0
AF-1E19BCA10C,2024-08-12,6,14.52,28.0,7,4,0,0.0
AF-1E19BCA10C,2024-08-19,6,4.33,13.0,5,4,0,0.0
AF-1E19BCA10C,2024-08-26,3,5.18,3.0,5,2,1,0.0
AF-1E19BCA10C,2024-09-02,8,2.31,4.0,6,4,0,0.0
AF-1E19BCA10C,2024-09-09,8,12.31,16.0,2,2,0,0.0
AF-1E19BCA10C,2024-09-16,4,12.42,28.0,4,2,0,0.0
AF-1E19BCA10C,2024-09-23,9,7.84,9.0,8,4,0,0.0
AF-1E19BCA10C,2024-09-30,11,3.87,5.0,2,0,0,0.0
AF-1E19BCA10C,2024-10-07,7,5.36,4.0,2,0,0,0.0
AF-1E19BCA10C,2024-10-14,11,17.6,31.0,2,1,0,0.0
AF-1E19BCA10C,2024-10-21,7,7.49,9.0,2,2,0,0.0
AF-1E19BCA10C,2024-10-28,1,5.43,4.0,8,5,0,0.0
AF-1E19BCA10C,2024-11-04,5,5.05,5.0,5,2,0,0.0
AF-1E19BCA10C,2024-11-11,9,6.43,5.0,3,2,1,0.0
AF-1E19BCA10C,2024-11-18,13,9.39,19.0,2,1,0,0.0
AF-1E19BCA10C,2024-11-25,4,5.61,8.0,8,4,1,0.0
AF-1E19BCA10C,2024-12-02,4,7.9,7.0,5,3,1,12.17
AF-1E19BCA10C,2024-12-09,6,3.55,3.0,3,1,0,0.0
AF-1E19BCA10C,2024-12-16,9,4.96,5.0,4,2,0,0.0
AF-1E19BCA10C,2024-12-23,15,29.59,43.0,7,5,0,0.0
AF-1E19BCA10C,2024-12-30,5,16.13,31.0,8,4,0,0.0
AF-1E19BCA10C,2025-01-06,10,3.26,5.0,4,3,0,0.0
AF-1E19BCA10C,2025-01-13,4,8.67,9.0,7,2,0,0.0
AF-1E19BCA10C,2025-01-20,13,2.04,1.0,3,1,0,0.0
AF-1E19BCA10C,2025-01-27,9,9.29,10.0,3,2,0,0.0
AF-1E19BCA10C,2025-02-03,4,6.02,11.0,6,3,0,0.0
AF-1E19BCA10C,2025-02-10,10,11.66,14.0,4,3,0,0.0
AF-1E19BCA10C,2025-02-17,9,1.51,3.0,2,2,0,0.0
AF-1E19BCA10C,2025-02-24,7,10.45,14.0,2,1,0,0.0
AF-1E19BCA10C,2025-03-03,4,3.79,2.0,2,2,0,0.0
AF-1E19BCA10C,2025-03-10,6,6.06,9.0,4,2,0,0.0
AF-1E19BCA10C,2025-03-17,16,4.56,12.0,6,5,0,0.0
AF-1E19BCA10C,2025-03-24,6,11.27,14.0,5,2,0,0.0
AF-1E19BCA10C,2025-03-31,12,3.3,6.0,6,5,0,0.0
AF-1E19BCA10C,2025-04-07,9,3.49,7.0,3,2,0,13.06
AF-1E19BCA10C,2025-04-14,9,19.45,19.0,5,3,1,0.0
AF-1E19BCA10C,2025-04-21,11,14.13,19.0,6,2,0,0.0
AF-1E19BCA10C,2025-04-28,6,15.68,19.0,5,2,0,0.0
AF-1E19BCA10C,2025-05-05,10,10.09,19.0,3,2,0,0.0
AF-1E19BCA10C,2025-05-12,9,7.77,10.0,2,1,0,0.0
AF-1E19BCA10C,2025-05-19,2,9.53,12.0,2,0,0,0.0
AF-1E19BCA10C,2025-05-26,10,7.08,9.0,4,2,0,0.0
AF-1E19BCA10C,2025-06-02,11,8.38,9.0,4,1,0,0.0
AF-1E19BCA10C,2025-06-09,18,4.91,6.0,3,2,0,0.0
AF-1026E625A3,2024-08-12,10,9.24,13.0,4,3,0,0.0
AF-1026E625A3,2024-08-19,13,5.89,9.0,7,5,0,0.0
AF-1026E625A3,2024-08-26,6,5.63,6.0,8,5,0,0.0
AF-1026E625A3,2024-09-02,11,9.05,6.0,7,3,0,0.0
AF-1026E625A3,2024-09-09,10,3.55,3.0,2,1,0,0.0
AF-1026E625A3,2024-09-16,5,9.46,13.0,2,0,1,0.0
AF-1026E625A3,2024-09-23,5,3.79,2.0,5,2,0,0.0
AF-1026E625A3,2024-09-30,6,3.66,6.0,8,5,0,0.0
AF-1026E625A3,2024-10-07,13,8.99,10.0,6,4,0,17.81
AF-1026E625A3,2024-10-14,12,8.43,14.0,2,2,1,0.0
AF-1026E625A3,2024-10-21,17,4.78,5.0,8,5,0,0.0
AF-1026E625A3,2024-10-28,2,9.74,7.0,4,0,0,0.0
AF-1026E625A3,2024-11-04,8,7.39,3.0,4,3,0,0.0
AF-1026E625A3,2024-11-11,12,2.42,3.0,7,4,0,0.0
AF-1026E625A3,2024-11-18,10,17.56,29.0,5,3,0,0.0
AF-1026E625A3,2024-11-25,10,7.71,12.0,5,2,0,0.0
AF-1026E625A3,2024-12-02,20,3.56,5.0,5,4,0,0.0
AF-1026E625A3,2024-12-09,3,1.5,1.0,5,2,0,0.0
AF-1026E625A3,2024-12-16,9,13.89,11.0,5,4,1,0.0
AF-1026E625A3,2024-12-23,10,7.49,10.0,7,4,0,0.0
AF-1026E625A3,2024-12-30,2,9.79,8.0,4,1,1,0.0
AF-1026E625A3,2025-01-06,8,13.69,15.0,3,2,0,0.0
AF-1026E625A3,2025-01-13,7,10.14,17.0,5,3,0,0.0
AF-1026E625A3,2025-01-20,10,5.32,9.0,7,2,1,0.0
AF-1026E625A3,2025-01-27,9,10.85,13.0,5,3,0,0.0
AF-1026E625A3,2025-02-03,2,5.69,9.0,3,1,0,0.0
AF-1026E625A3,2025-02-10,3,6.5,10.0,8,7,0,0.0
AF-1026E625A3,2025-02-17,11,3.45,6.0,2,1,0,0.0
AF-1026E625A3,2025-02-24,6,6.69,12.0,2,1,0,0.0
AF-1026E625A3,2025-03-03,7,1.95,3.0,8,6,0,0.0
AF-1026E625A3,2025-03-10,16,12.0,18.0,4,2,0,0.0
AF-1026E625A3,2025-03-17,7,5.01,13.0,8,5,0,0.0
AF-1026E625A3,2025-03-24,8,15.71,26.0,7,6,0,0.0
AF-1026E625A3,2025-03-31,9,0.87,2.0,6,2,0,0.0
AF-1026E625A3,2025-04-07,6,12.32,14.0,3,0,0,0.0
AF-1026E625A3,2025-04-14,10,7.1,14.0,6,3,0,0.0
AF-1026E625A3,2025-04-21,10,5.42,11.0,4,3,0,0.0
AF-1026E625A3,2025-04-28,10,7.58,9.0,3,1,0,0.0
AF-1026E625A3,2025-05-05,12,1.82,1.0,6,3,0,0.0
AF-1026E625A3,2025-05-12,8,8.38,16.0,6,2,0,0.0
AF-1026E625A3,2025-05-19,11,2.59,5.0,2,2,0,0.0
AF-1026E625A3,2025-05-26,11,7.39,5.0,7,4,0,0.0
AF-1026E625A3,2025-06-02,4,10.17,10.0,6,4,0,58.7
AF-1026E625A3,2025-06-09,9,14.5,18.0,2,0,0,0.0
AF-C2E44A7EF9,2024-08-12,12,8.76,11.0,8,7,1,0.0
AF-C2E44A7EF9,2024-08-19,8,15.98,21.0,7,6,0,0.0
AF-C2E44A7EF9,2024-08-26,11,17.66,23.0,4,4,1,0.0
