aficionado_id,segmento_real,tramo_edad,sexo,tipo_abono,antiguedad_anios,provincia
AF-E477BF3742,Consumidor de resultados,35-44,Mujer,Socio digital,6.0,Ourense
AF-A9B515885B,Consumidor de resultados,55+,Mujer,No socio,8.0,Ourense
AF-A0EEA451DD,Aficionado latente,55+,Hombre,Abonado,4.0,Madrid
AF-1DE6615CB1,Comprador de servicios,45-54,Hombre,No socio,0.0,Asturias
AF-E78600F0D8,Aficionado latente,18-24,Mujer,Abonado,10.0,A Coruña
AF-73DD7B46B1,Aficionado latente,35-44,Hombre,Abonado,3.0,A Coruña
AF-02A35A9D15,Comprador de servicios,55+,Hombre,Abonado,5.0,Ourense
AF-2424356104,Consumidor de resultados,55+,Hombre,Abonado,1.0,A Coruña
AF-9054BE71B0,Comprador de servicios,45-54,Mujer,Abonado,2.0,Asturias
AF-0D4054E384,Comprador de servicios,35-44,Mujer,Socio digital,5.0,A Coruña
AF-D14DF871ED,Aficionado latente,45-54,Hombre,No socio,14.0,Madrid
AF-D4B0D79CB5,Consumidor de resultados,35-44,Mujer,No socio,16.0,Lugo
AF-F4E6EAE2E4,Hincha digital intensivo,55+,Hombre,Socio digital,19.0,Pontevedra
AF-921575732B,Hincha digital intensivo,25-34,Hombre,Abonado,8.0,A Coruña
AF-6048248F7E,Hincha digital intensivo,25-34,Mujer,No socio,8.0,Madrid
AF-0CA63A9E97,Consumidor de resultados,25-34,Mujer,No socio,5.0,Asturias
AF-CAA11DA12E,Hincha digital intensivo,18-24,Mujer,Abonado,28.0,Lugo
AF-31A188280B,Hincha digital intensivo,25-34,Hombre,Abonado,2.0,A Coruña
AF-4C8F46E88C,Hincha digital intensivo,25-34,Mujer,Socio digital,12.0,A Coruña
AF-B6AA621009,Hincha digital intensivo,25-34,Mujer,Abonado,12.0,A Coruña
AF-064EE74A7A,Hincha digital intensivo,25-34,Mujer,Abonado,12.0,Asturias
AF-6E7ADDFE8E,Comprador de servicios,45-54,Hombre,Abonado,7.0,Madrid
AF-71240194AA,Hincha digital intensivo,25-34,Mujer,Socio digital,4.0,A Coruña
AF-DCCE581116,Hincha digital intensivo,25-34,Hombre,No socio,7.0,Lugo
AF-73BDBBB15B,Aficionado latente,35-44,Hombre,Socio digital,14.0,Madrid
AF-BF2AA16B02,Comprador de servicios,45-54,Hombre,Abonado,9.0,Madrid
AF-B8BD5FC0D3,Consumidor de resultados,45-54,Hombre,Socio digital,1.0,A Coruña
AF-BF211F57B8,Comprador de servicios,55+,Hombre,Abonado,2.0,Pontevedra
AF-B8680FC0DE,Aficionado latente,45-54,Hombre,No socio,12.0,A Coruña
AF-6739DA3921,Consumidor de resultados,35-44,Mujer,Abonado,20.0,Pontevedra
AF-7286602DA8,Consumidor de resultados,55+,Mujer,No socio,2.0,Lugo
AF-D2C1306F5E,Hincha digital intensivo,18-24,Mujer,Socio digital,21.0,Lugo
AF-D672183C04,Aficionado latente,25-34,Hombre,No socio,16.0,A Coruña
AF-E9715A55AC,Comprador de servicios,35-44,Mujer,Abonado,5.0,A Coruña
AF-7490BA31EB,Consumidor de resultados,45-54,Hombre,No socio,5.0,Lugo
AF-DDAC028467,Comprador de servicios,45-54,Hombre,Socio digital,7.0,Barcelona
AF-95E7FBD226,Hincha digital intensivo,45-54,Hombre,Socio digital,4.0,Pontevedra
AF-56CBCA4EC9,Hincha digital intensivo,25-34,Mujer,Abonado,16.0,Pontevedra
AF-32CBDF5462,Comprador de servicios,35-44,Hombre,Socio digital,3.0,A Coruña
AF-E37E95AB99,Comprador de servicios,45-54,Hombre,Abonado,12.0,A Coruña
AF-54C581C079,Aficionado latente,35-44,Hombre,Socio digital,1.0,A Coruña
AF-E350A07C33,Hincha digital intensivo,35-44,Mujer,Abonado,12.0,A Coruña
AF-E91D4B70F7,Comprador de servicios,45-54,Hombre,Abonado,5.0,Otras
AF-F1AE71CD27,Comprador de servicios,25-34,Hombre,Abonado,1.0,Pontevedra
AF-B3125BD73A,Comprador de servicios,25-34,Hombre,Socio digital,8.0,Asturias
AF-AAF28C306F,Consumidor de resultados,25-34,Mujer,No socio,4.0,Madrid
AF-BA6218848A,Hincha digital intensivo,18-24,Mujer,Socio digital,9.0,Lugo
AF-E51BBBA74D,Aficionado latente,25-34,Hombre,No socio,7.0,Otras
AF-8E007AC831,Hincha digital intensivo,25-34,Hombre,No socio,7.0,A Coruña
AF-23E7CD97FB,Consumidor de resultados,55+,Hombre,Socio digital,3.0,A Coruña
AF-7C70190008,Consumidor de resultados,55+,Mujer,No socio,7.0,Otras
AF-9E92A11AE0,Consumidor de resultados,55+,Hombre,No socio,1.0,A Coruña
AF-7F077038DA,Hincha digital intensivo,25-34,Hombre,Abonado,15.0,Madrid
AF-2E38C94BD4,Aficionado latente,18-24,Mujer,Socio digital,7.0,Otras
AF-F8B3798CFF,Hincha digital intensivo,18-24,Hombre,Socio digital,6.0,A Coruña
AF-B17A0635D6,Aficionado latente,55+,Hombre,No socio,3.0,Lugo
AF-F06C58B2ED,Aficionado latente,55+,Hombre,No socio,1.0,A Coruña
AF-1ED2719FF6,Aficionado latente,55+,Hombre,No socio,11.0,A Coruña
AF-2C88736DDF,Consumidor de resultados,18-24,Hombre,No socio,12.0,Barcelona
AF-5EA0C192C0,Comprador de servicios,55+,Hombre,Abonado,7.0,Pontevedra
AF-A8BA719393,Comprador de servicios,25-34,Mujer,Abonado,5.0,A Coruña
AF-25AC913C63,Consumidor de resultados,18-24,Hombre,Socio digital,1.0,A Coruña
AF-15816AB56F,Comprador de servicios,25-34,Hombre,Socio digital,5.0,Pontevedra
AF-3B299DF653,Hincha digital intensivo,35-44,Mujer,Socio digital,12.0,Pontevedra
AF-FE4ED3A507,Consumidor de resultados,45-54,Hombre,Abonado,4.0,Lugo
AF-E304D4E58A,Consumidor de resultados,45-54,Hombre,Socio digital,7.0,A Coruña
AF-A514E7F4C4,Aficionado latente,25-34,Hombre,Abonado,16.0,Otras
AF-A6B472DC62,Aficionado latente,45-54,Hombre,Socio digital,13.0,Lugo
AF-DCE9CF55E3,Consumidor de resultados,25-34,Hombre,No socio,6.0,Asturias
AF-BE254D0C5C,Hincha digital intensivo,45-54,Hombre,Socio digital,7.0,Ourense
AF-B45736132B,Hincha digital intensivo,25-34,Hombre,Abonado,11.0,Barcelona
AF-EB834A9CC6,Hincha digital intensivo,25-34,Hombre,Socio digital,4.0,Otras
AF-528946D5C2,Consumidor de resultados,25-34,Hombre,No socio,2.0,Pontevedra
AF-313D47FAE8,Aficionado latente,45-54,Hombre,Socio digital,10.0,A Coruña
AF-06B85A6B73,Comprador de servicios,25-34,Hombre,Abonado,10.0,Otras
AF-314BAC5A5F,Aficionado latente,55+,Hombre,Abonado,18.0,A Coruña
AF-E7F9DD59D3,Consumidor de resultados,25-34,Mujer,Socio digital,3.0,Lugo
AF-B7402D83BE,Consumidor de resultados,35-44,Hombre,No socio,13.0,A Coruña
AF-0FEF8001D4,Consumidor de resultados,45-54,Hombre,No socio,13.0,A Coruña
AF-0BB77388F8,Aficionado latente,45-54,Hombre,Socio digital,6.0,Madrid
AF-2D617E94B7,Comprador de servicios,35-44,Mujer,Abonado,8.0,Asturias
AF-811B34569C,Consumidor de resultados,25-34,Hombre,Abonado,1.0,A Coruña
AF-6CD6EA2806,Consumidor de resultados,55+,Mujer,Abonado,8.0,Ourense
AF-6AEC73C448,Aficionado latente,25-34,Hombre,Abonado,2.0,A Coruña
AF-C4AED358FF,Consumidor de resultados,25-34,Mujer,Socio digital,3.0,Ourense
AF-D33EF28119,Consumidor de resultados,18-24,Hombre,Abonado,4.0,Pontevedra
AF-94BFB9A14F,Comprador de servicios,45-54,Hombre,No socio,4.0,A Coruña
AF-60E3C0FB6B,Consumidor de resultados,25-34,Hombre,No socio,6.0,Barcelona
AF-054EFC40AB,Aficionado latente,55+,Hombre,Socio digital,16.0,A Coruña
AF-97D3FFD809,Consumidor de resultados,45-54,Hombre,No socio,7.0,A Coruña
AF-67199B8249,Consumidor de resultados,25-34,Hombre,Abonado,11.0,Madrid
AF-D60E0395A7,Aficionado latente,18-24,Mujer,Abonado,4.0,A Coruña
AF-B5D3310B39,Comprador de servicios,55+,Hombre,Abonado,10.0,A Coruña
AF-9440E8980A,Consumidor de resultados,45-54,Hombre,Abonado,8.0,A Coruña
AF-45C9E33A76,Comprador de servicios,25-34,Mujer,Abonado,3.0,A Coruña
AF-930AF26DB5,Hincha digital intensivo,35-44,Hombre,Socio digital,5.0,Otras
AF-BC60462A58,Hincha digital intensivo,25-34,Hombre,Socio digital,5.0,A Coruña
AF-2960F24BB7,Consumidor de resultados,25-34,Hombre,No socio,14.0,A Coruña
AF-4A902DE8AB,Comprador de servicios,35-44,Mujer,Abonado,17.0,Lugo
AF-FD9EBACEF7,Comprador de servicios,25-34,Hombre,Abonado,3.0,Barcelona
AF-1578816274,Comprador de servicios,45-54,Mujer,Socio digital,11.0,A Coruña
AF-0FDA4033C8,Consumidor de resultados,18-24,Hombre,No socio,5.0,Lugo
AF-B6A480694B,Aficionado latente,45-54,Hombre,No socio,9.0,Ourense
AF-BEF8E6C02E,Comprador de servicios,35-44,Mujer,Socio digital,6.0,Madrid
AF-3DECBCDD7A,Hincha digital intensivo,18-24,Hombre,Abonado,11.0,Asturias
AF-D6874836A0,Consumidor de resultados,25-34,Hombre,Abonado,11.0,A Coruña
AF-E1E0CC4964,Aficionado latente,25-34,Hombre,No socio,5.0,Pontevedra
AF-AC748947E0,Aficionado latente,45-54,Mujer,Abonado,5.0,Lugo
AF-41C7FA0A20,Consumidor de resultados,25-34,Hombre,No socio,12.0,A Coruña
AF-F42F27000D,Hincha digital intensivo,55+,Hombre,Socio digital,13.0,Otras
AF-73F2EAC649,Hincha digital intensivo,25-34,Hombre,Socio digital,5.0,A Coruña
AF-5503C9A8B6,Aficionado latente,55+,Mujer,Socio digital,12.0,Pontevedra
AF-18E8F708B2,Comprador de servicios,45-54,Mujer,Abonado,1.0,A Coruña
AF-9B339FE3D7,Consumidor de resultados,45-54,Mujer,No socio,9.0,Asturias
AF-FA61232878,Hincha digital intensivo,35-44,Hombre,No socio,7.0,A Coruña
AF-2AE3C11A5A,Hincha digital intensivo,55+,Hombre,Socio digital,5.0,Asturias
AF-CEA03B8CF3,Comprador de servicios,25-34,Hombre,Socio digital,8.0,A Coruña
AF-344FFC8646,Consumidor de resultados,35-44,Hombre,Socio digital,7.0,Otras
AF-1A078F03DE,Hincha digital intensivo,25-34,Hombre,Socio digital,10.0,Otras
AF-29857A14B8,Aficionado latente,35-44,Mujer,No socio,10.0,Lugo
AF-BFE4BEF742,Comprador de servicios,25-34,Hombre,Abonado,14.0,A Coruña
AF-BEE709EF3C,Consumidor de resultados,45-54,Hombre,No socio,10.0,A Coruña
AF-D5EAE715D3,Comprador de servicios,18-24,Mujer,Socio digital,7.0,A Coruña
AF-7858C465F7,Consumidor de resultados,45-54,Hombre,No socio,4.0,Madrid
AF-7BE14E4035,Hincha digital intensivo,25-34,Hombre,Abonado,15.0,A Coruña
AF-210A4263F3,Consumidor de resultados,45-54,Mujer,No socio,5.0,A Coruña
AF-8264AFF768,Hincha digital intensivo,35-44,Hombre,Socio digital,6.0,Madrid
AF-56F4273020,Aficionado latente,18-24,Hombre,Abonado,6.0,Barcelona
AF-40CB095453,Hincha digital intensivo,45-54,Mujer,Socio digital,3.0,Pontevedra
AF-E6CB085649,Consumidor de resultados,35-44,Mujer,Socio digital,9.0,Barcelona
AF-288B7E21E6,Comprador de servicios,45-54,Mujer,Abonado,4.0,Pontevedra
AF-68C90610D5,Comprador de servicios,35-44,Mujer,Socio digital,2.0,Lugo
AF-F5AF38DE4D,Hincha digital intensivo,45-54,Hombre,No socio,1.0,A Coruña
AF-E54814A591,Comprador de servicios,25-34,Hombre,Socio digital,3.0,A Coruña
AF-8C0B0CE6C9,Consumidor de resultados,45-54,Hombre,Abonado,3.0,Lugo
AF-9DCE1913BB,Consumidor de resultados,55+,Hombre,No socio,6.0,Asturias
AF-5BAC285A91,Hincha digital intensivo,55+,Hombre,Socio digital,11.0,Barcelona
AF-C4B8AF7629,Comprador de servicios,25-34,Mujer,Abonado,7.0,A Coruña
AF-7D3DDDC97E,Aficionado latente,55+,Hombre,No socio,5.0,A Coruña
AF-5A7247B06E,Consumidor de resultados,45-54,Hombre,Abonado,8.0,A Coruña
AF-C38A9A8284,Consumidor de resultados,45-54,Mujer,No socio,19.0,A Coruña
AF-76BBA056AB,Comprador de servicios,45-54,Hombre,Abonado,1.0,Pontevedra
AF-D26D1F6C4C,Comprador de servicios,35-44,Hombre,Socio digital,9.0,Madrid
AF-F111EFA00C,Comprador de servicios,55+,Hombre,Abonado,3.0,A Coruña
AF-E810EC3CBE,Consumidor de resultados,25-34,Mujer,Socio digital,9.0,Ourense
AF-508613CFE6,Aficionado latente,45-54,Hombre,No socio,5.0,Lugo
AF-E4E53CE38A,Consumidor de resultados,25-34,Hombre,Abonado,4.0,Pontevedra
AF-767FCA3290,Aficionado latente,45-54,Mujer,No socio,5.0,Pontevedra
AF-396B804EB7,Hincha digital intensivo,18-24,Mujer,Abonado,5.0,Pontevedra
AF-BDFAA47536,Comprador de servicios,35-44,Hombre,No socio,1.0,Asturias
AF-D8010F6B6D,Consumidor de resultados,25-34,Hombre,No socio,4.0,A Coruña
AF-09BA2BDDC8,Aficionado latente,45-54,Mujer,No socio,6.0,Pontevedra
AF-7E9046CB83,Consumidor de resultados,45-54,Hombre,Abonado,1.0,Ourense
AF-EE8EE096FF,Aficionado latente,55+,Hombre,No socio,8.0,Ourense
AF-FBF5B7FB5B,Consumidor de resultados,18-24,Hombre,No socio,2.0,Pontevedra
AF-FC84973CF3,Aficionado latente,35-44,Hombre,No socio,6.0,A Coruña
AF-132738D11C,Aficionado latente,18-24,Mujer,Abonado,10.0,Pontevedra
AF-CF6B499188,Consumidor de resultados,45-54,Hombre,No socio,2.0,Pontevedra
AF-AD44A0FA83,Comprador de servicios,45-54,Mujer,Abonado,1.0,Asturias
AF-752BBBE3E8,Consumidor de resultados,55+,Mujer,No socio,10.0,Pontevedra
AF-4DCFDC2E87,Comprador de servicios,25-34,Mujer,Socio digital,2.0,Pontevedra
AF-AE1384CE06,Consumidor de resultados,35-44,Hombre,No socio,14.0,Barcelona
AF-1E7698366F,Aficionado latente,35-44,Hombre,No socio,6.0,Otras
AF-DC3A86274E,Comprador de servicios,45-54,Hombre,Abonado,9.0,Pontevedra
AF-E6C403B3D1,Consumidor de resultados,18-24,Hombre,No socio,11.0,Asturias
AF-C950718288,Aficionado latente,18-24,Hombre,Abonado,7.0,A Coruña
AF-78F509EE80,Comprador de servicios,25-34,Mujer,Abonado,22.0,A Coruña
AF-C806163C21,Aficionado latente,55+,Mujer,No socio,8.0,Pontevedra
AF-B41BAA4830,Consumidor de resultados,45-54,Mujer,Abonado,10.0,A Coruña
AF-08AE35D132,Consumidor de resultados,45-54,Hombre,Abonado,2.0,A Coruña
AF-333B9067DB,Consumidor de resultados,45-54,Hombre,No socio,23.0,A Coruña
AF-28802517C2,Aficionado latente,25-34,Hombre,Socio digital,4.0,Lugo
AF-579F310140,Hincha digital intensivo,18-24,Mujer,No socio,7.0,A Coruña
AF-6659B1026E,Consumidor de resultados,35-44,Hombre,Socio digital,11.0,Barcelona
AF-53D9381CF3,Aficionado latente,35-44,Hombre,No socio,6.0,Ourense
AF-CE7F276EB8,Comprador de servicios,45-54,Hombre,Abonado,12.0,Lugo
AF-956EFE21E3,Hincha digital intensivo,25-34,Mujer,Abonado,7.0,A Coruña
AF-C16E980D17,Consumidor de resultados,35-44,Hombre,Abonado,9.0,Asturias
AF-00FA2D2BC6,Consumidor de resultados,45-54,Hombre,Abonado,5.0,Lugo
AF-A1CFD4FB2C,Hincha digital intensivo,35-44,Hombre,No socio,7.0,A Coruña
AF-CE8D68B208,Consumidor de resultados,25-34,Mujer,No socio,11.0,Ourense
AF-33757C42FE,Hincha digital intensivo,25-34,Hombre,No socio,4.0,A Coruña
AF-666B4CBFFC,Hincha digital intensivo,35-44,Hombre,Socio digital,16.0,Otras
AF-363F6CA59D,Hincha digital intensivo,45-54,Hombre,Socio digital,10.0,A Coruña
AF-4D11665E35,Aficionado latente,25-34,Hombre,Socio digital,12.0,A Coruña
AF-69FE6522DF,Comprador de servicios,35-44,Hombre,Abonado,2.0,Madrid
AF-8EA697B6B4,Hincha digital intensivo,35-44,Mujer,Socio digital,18.0,A Coruña
AF-6589720021,Consumidor de resultados,45-54,Hombre,No socio,5.0,A Coruña
AF-5EE0428FC9,Aficionado latente,35-44,Mujer,Socio digital,10.0,Madrid
AF-6D9DEF81E2,Aficionado latente,35-44,Mujer,No socio,17.0,A Coruña
AF-39E8D4984E,Hincha digital intensivo,25-34,Hombre,Abonado,3.0,Ourense
AF-A3CF75FE5F,Consumidor de resultados,45-54,Mujer,Abonado,3.0,Barcelona
AF-B1926E7ADA,Aficionado latente,25-34,Mujer,Socio digital,6.0,A Coruña
AF-FE23118368,Comprador de servicios,55+,Mujer,No socio,3.0,Pontevedra
AF-3650CA33C1,Comprador de servicios,45-54,Hombre,Socio digital,21.0,A Coruña
AF-4A4C86C7A3,Aficionado latente,45-54,Hombre,No socio,3.0,A Coruña
AF-D4E8FBC71F,Consumidor de resultados,35-44,Hombre,No socio,13.0,A Coruña
AF-1ADD769D07,Consumidor de resultados,35-44,Mujer,No socio,8.0,Pontevedra
AF-B9A2859E2C,Comprador de servicios,35-44,Hombre,Socio digital,6.0,Pontevedra
AF-5C7EC9EFC8,Hincha digital intensivo,25-34,Hombre,Socio digital,8.0,A Coruña
AF-7517792768,Hincha digital intensivo,35-44,Hombre,Abonado,4.0,A Coruña
AF-3F4CB2F03C,Hincha digital intensivo,25-34,Hombre,Socio digital,1.0,Ourense
AF-436CF88C5F,Consumidor de resultados,25-34,Mujer,Socio digital,4.0,A Coruña
AF-E14DC17E78,Comprador de servicios,35-44,Hombre,Abonado,8.0,A Coruña
AF-0548D864AE,Aficionado latente,55+,Hombre,Abonado,2.0,Madrid
AF-CE4B0BF811,Hincha digital intensivo,18-24,Hombre,Socio digital,4.0,Ourense
AF-190D14C94B,Consumidor de resultados,35-44,Hombre,No socio,15.0,A Coruña
AF-D2C289A3F9,Consumidor de resultados,18-24,Mujer,No socio,2.0,Otras
AF-7F70E967E7,Aficionado latente,18-24,Mujer,Socio digital,6.0,A Coruña
AF-0604916F82,Comprador de servicios,25-34,Hombre,No socio,3.0,Asturias
AF-FAC61A9EE0,Consumidor de resultados,55+,Hombre,Abonado,1.0,A Coruña
AF-4977F3B974,Hincha digital intensivo,25-34,Mujer,No socio,8.0,A Coruña
AF-9C95B99F17,Comprador de servicios,35-44,Mujer,Abonado,9.0,Lugo
AF-E7A57C950D,Hincha digital intensivo,35-44,Mujer,Socio digital,3.0,A Coruña
AF-7A160A4065,Aficionado latente,25-34,Hombre,Socio digital,7.0,Ourense
AF-F0FDF79CFE,Consumidor de resultados,55+,Hombre,Socio digital,7.0,A Coruña
AF-28139FE225,Consumidor de resultados,18-24,Mujer,No socio,1.0,Madrid
AF-7EC8425146,Aficionado latente,45-54,Hombre,Socio digital,8.0,A Coruña
AF-E716D868F6,Comprador de servicios,55+,Hombre,Socio digital,13.0,A Coruña
AF-04C6D6F217,Hincha digital intensivo,18-24,Hombre,Abonado,16.0,A Coruña
AF-063B0A5E2C,Aficionado latente,45-54,Hombre,No socio,1.0,A Coruña
AF-BC4757B7FA,Aficionado latente,18-24,Hombre,No socio,1.0,Lugo
AF-A9542529D0,Consumidor de resultados,18-24,Mujer,No socio,22.0,Otras
AF-7A21AEF599,Consumidor de resultados,18-24,Hombre,No socio,2.0,Lugo
AF-977879AE34,Aficionado latente,18-24,Mujer,No socio,4.0,A Coruña
AF-80579ABDDC,Consumidor de resultados,35-44,Hombre,No socio,9.0,Pontevedra
AF-1CF8D4F535,Aficionado latente,25-34,Hombre,Socio digital,6.0,A Coruña
AF-4F0E7535D6,Hincha digital intensivo,45-54,Mujer,Abonado,18.0,Pontevedra
AF-742A555781,Consumidor de resultados,55+,Hombre,Abonado,8.0,A Coruña
AF-2256C2ABFF,Hincha digital intensivo,25-34,Hombre,No socio,6.0,A Coruña
AF-84096F8CD1,Aficionado latente,35-44,Hombre,Socio digital,8.0,Pontevedra
AF-691ED90E9D,Consumidor de resultados,18-24,Hombre,Abonado,13.0,A Coruña
AF-22BA54B7D7,Consumidor de resultados,45-54,Mujer,No socio,1.0,Madrid
AF-2D0C7858B3,Aficionado latente,35-44,Hombre,Socio digital,8.0,Barcelona
AF-C76051026A,Consumidor de resultados,45-54,Mujer,No socio,4.0,Lugo
AF-DA76A4ED37,Comprador de servicios,25-34,Mujer,Socio digital,12.0,Barcelona
AF-DB4A0EB5D7,Consumidor de resultados,45-54,Hombre,No socio,2.0,Madrid
AF-02BDD3D00F,Comprador de servicios,45-54,Hombre,Abonado,13.0,Asturias
AF-CE74556850,Aficionado latente,18-24,Mujer,No socio,15.0,A Coruña
AF-5FCB5267D7,Consumidor de resultados,55+,Hombre,No socio,5.0,A Coruña
AF-CFFE1972FB,Consumidor de resultados,35-44,Hombre,No socio,13.0,Pontevedra
AF-AA6AC9D436,Consumidor de resultados,45-54,Hombre,No socio,4.0,Madrid
AF-23766020C5,Consumidor de resultados,45-54,Mujer,Abonado,3.0,A Coruña
AF-D4888DA03A,Consumidor de resultados,45-54,Hombre,No socio,18.0,Lugo
AF-E3B262C636,Consumidor de resultados,45-54,Hombre,No socio,1.0,Otras
AF-B31FF04E96,Aficionado latente,45-54,Mujer,No socio,4.0,Pontevedra
AF-4A4B564F27,Consumidor de resultados,45-54,Hombre,No socio,1.0,A Coruña
AF-52B3CC58FE,Consumidor de resultados,45-54,Hombre,No socio,21.0,A Coruña
AF-B1E9529394,Aficionado latente,25-34,Hombre,Abonado,2.0,Madrid
AF-A6682205EB,Comprador de servicios,18-24,Hombre,Abonado,1.0,Otras
AF-388E6F4188,Hincha digital intensivo,18-24,Mujer,Socio digital,12.0,Otras
AF-51C31238CB,Consumidor de resultados,55+,Mujer,No socio,3.0,A Coruña
AF-CB6DAEA47C,Aficionado latente,18-24,Hombre,Socio digital,5.0,Pontevedra
AF-50BC47A6C5,Comprador de servicios,55+,Hombre,Socio digital,9.0,Madrid
AF-567C070403,Aficionado latente,45-54,Hombre,Socio digital,2.0,A Coruña
AF-86B8ED5BC8,Aficionado latente,25-34,Hombre,Socio digital,10.0,A Coruña
AF-176304C7EC,Comprador de servicios,45-54,Hombre,No socio,12.0,A Coruña
AF-1F0102AF9E,Consumidor de resultados,55+,Hombre,No socio,13.0,Asturias
AF-B367780174,Consumidor de resultados,18-24,Hombre,Socio digital,3.0,Asturias
AF-343DA5D07A,Hincha digital intensivo,45-54,Hombre,No socio,4.0,Ourense
AF-F2BC9C6A4A,Consumidor de resultados,35-44,Hombre,Abonado,3.0,A Coruña
AF-13AA254FED,Consumidor de resultados,25-34,Hombre,Abonado,5.0,Otras
AF-9924F174D9,Aficionado latente,55+,Hombre,No socio,9.0,A Coruña
AF-E17825CED2,Consumidor de resultados,25-34,Hombre,Abonado,13.0,A Coruña
AF-D66A7EED5F,Consumidor de resultados,25-34,Mujer,No socio,2.0,A Coruña
AF-0931741F2F,Aficionado latente,25-34,Hombre,Abonado,10.0,A Coruña
AF-DE402FBFD6,Aficionado latente,35-44,Hombre,Socio digital,7.0,A Coruña
AF-F858FA6E51,Aficionado latente,35-44,Hombre,No socio,8.0,Ourense
AF-00FE5CFD46,Aficionado latente,55+,Mujer,No socio,21.0,A Coruña
AF-A323534514,Hincha digital intensivo,25-34,Hombre,Socio digital,6.0,Madrid
AF-674B505C84,Aficionado latente,45-54,Hombre,No socio,4.0,Madrid
AF-0895EDF174,Aficionado latente,35-44,Hombre,Abonado,3.0,Madrid
AF-E157D93074,Hincha digital intensivo,35-44,Hombre,Socio digital,14.0,Pontevedra
AF-5E2D55D347,Consumidor de resultados,35-44,Hombre,Abonado,8.0,Lugo
AF-F43DBABDC9,Consumidor de resultados,18-24,Mujer,Abonado,18.0,A Coruña
AF-A53B452B11,Hincha digital intensivo,25-34,Hombre,No socio,7.0,Lugo
AF-9EDF2A37E3,Aficionado latente,25-34,Hombre,No socio,6.0,Asturias
AF-D3A901A139,Comprador de servicios,25-34,Hombre,Abonado,12.0,A Coruña
AF-46EC0EE389,Aficionado latente,18-24,Mujer,No socio,12.0,A Coruña
AF-C64F470B60,Aficionado latente,35-44,Mujer,No socio,5.0,A Coruña
AF-4786E9AFE4,Comprador de servicios,55+,Mujer,Abonado,3.0,A Coruña
AF-B73B717D4A,Consumidor de resultados,25-34,Hombre,No socio,5.0,A Coruña
AF-861F059B5E,Aficionado latente,55+,Mujer,No socio,5.0,A Coruña
AF-B4875A483E,Comprador de servicios,55+,Hombre,Abonado,10.0,A Coruña
AF-E1C4EEA8F9,Comprador de servicios,55+,Hombre,Socio digital,5.0,A Coruña
AF-D29FDFFAFD,Aficionado latente,25-34,Hombre,Socio digital,4.0,A Coruña
AF-5495BF12B4,Consumidor de resultados,25-34,Hombre,No socio,12.0,Pontevedra
AF-1B80BD0EEF,Consumidor de resultados,25-34,Mujer,Socio digital,5.0,A Coruña
AF-8A4E5C1874,Consumidor de resultados,45-54,Hombre,Socio digital,7.0,Barcelona
AF-B0F438B681,Consumidor de resultados,35-44,Hombre,No socio,4.0,Pontevedra
AF-FB1D6759B9,Comprador de servicios,35-44,Mujer,No socio,1.0,Pontevedra
AF-0E7B8E023C,Comprador de servicios,45-54,Mujer,Abonado,18.0,A Coruña
AF-72DEA88881,Aficionado latente,35-44,Mujer,Abonado,4.0,Pontevedra
AF-4BC871B236,Consumidor de resultados,35-44,Mujer,Abonado,15.0,Pontevedra
AF-AFE492EFA8,Hincha digital intensivo,35-44,Hombre,Abonado,8.0,Pontevedra
AF-D68A3F1010,Aficionado latente,25-34,Hombre,No socio,10.0,Pontevedra
AF-57B2FF516F,Consumidor de resultados,25-34,Mujer,No socio,6.0,Madrid
AF-3371C210A8,Consumidor de resultados,45-54,Mujer,No socio,10.0,Ourense
AF-856B5BBA22,Aficionado latente,18-24,Hombre,No socio,7.0,A Coruña
AF-19B9406F5D,Hincha digital intensivo,18-24,Mujer,Abonado,12.0,Pontevedra
AF-4EF160F776,Consumidor de resultados,55+,Hombre,No socio,3.0,A Coruña
AF-900F1AAC08,Aficionado latente,25-34,Mujer,No socio,13.0,Pontevedra
AF-97C0977F8F,Consumidor de resultados,45-54,Hombre,No socio,12.0,A Coruña
AF-AEB9C00739,Hincha digital intensivo,18-24,Hombre,No socio,1.0,Pontevedra
AF-2AC349106C,Comprador de servicios,35-44,Hombre,Abonado,9.0,A Coruña
AF-E57E35A70D,Consumidor de resultados,35-44,Hombre,Abonado,4.0,Asturias
AF-3AF0E48B90,Hincha digital intensivo,18-24,Hombre,Abonado,7.0,Madrid
AF-5A5E14FC09,Hincha digital intensivo,35-44,Mujer,Socio digital,8.0,Pontevedra
AF-C06997C531,Aficionado latente,25-34,Hombre,No socio,11.0,A Coruña
AF-CA66B53950,Hincha digital intensivo,18-24,Hombre,Socio digital,12.0,A Coruña
AF-AE02C2287C,Consumidor de resultados,45-54,Hombre,No socio,1.0,A Coruña
AF-B868EE2932,Consumidor de resultados,25-34,Hombre,No socio,7.0,A Coruña
AF-D274A3FBF1,Comprador de servicios,35-44,Hombre,Abonado,8.0,Pontevedra
AF-FC5F6D22B8,Hincha digital intensivo,45-54,Hombre,No socio,5.0,Madrid
AF-18C71B74AF,Aficionado latente,35-44,Hombre,Abonado,8.0,Madrid
AF-17229F8639,Comprador de servicios,55+,Hombre,Abonado,2.0,A Coruña
AF-28ABDB39A6,Comprador de servicios,35-44,Hombre,Abonado,6.0,A Coruña
