post_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,alcance,impresiones,likes,comentarios,compartidos,guardados,comentarios_positivos,comentarios_negativos,interacciones,engagement_rate,atipico
P00992,2025-01-08,YouTube,Efeméride,Vídeo largo,0,6352.0,7930.0,95.0,5,8,4.0,3,0,112.0,0.017632241813602016,False
P00993,2025-01-08,YouTube,Efeméride,Vídeo largo,0,3611.0,4775.0,69.0,3,5,11.0,1,0,88.0,0.024369980614788147,False
P00994,2025-01-09,Instagram,Fichajes,Vídeo corto,0,96333.0,141474.0,11362.0,939,1041,317.0,530,156,13659.0,0.14178941795646352,False
P00995,2025-01-09,Instagram,Patrocinador,Vídeo corto,0,44619.0,54767.0,1059.0,93,80,125.0,49,15,1357.0,0.03041305273538179,False
P00996,2025-01-09,X,Cantera,Texto,0,34717.0,49224.0,199.0,18,16,19.0,10,4,252.0,0.007258691707232767,False
P00997,2025-01-09,YouTube,Afición,Vídeo largo,0,4322.0,5053.0,193.0,11,10,24.0,6,1,238.0,0.05506709856547894,False
P00998,2025-01-10,Instagram,Resumen,Imagen,0,22507.0,27797.0,1809.0,88,153,57.0,40,17,2107.0,0.0936153196783223,False
P00999,2025-01-10,X,Afición,Texto,0,29069.0,47157.0,362.0,36,39,22.0,17,8,459.0,0.01579001685644501,False
P01000,2025-01-10,X,Previa,Imagen,0,33282.0,44562.0,289.0,19,24,22.0,9,4,354.0,0.010636380025238867,False
P01001,2025-01-10,X,Cantera,Vídeo corto,0,19269.0,25084.0,219.0,17,20,9.0,10,3,265.0,0.013752659712491566,False
P01002,2025-01-10,X,Fichajes,Imagen,0,13314.0,20860.0,303.0,18,21,13.0,9,3,355.0,0.026663662310350007,False
P01003,2025-01-10,Facebook,Entrenamiento,Vídeo largo,0,27405.0,39192.0,252.0,16,19,28.0,9,3,315.0,0.011494252873563218,False
P01004,2025-01-10,Facebook,Fichajes,Imagen,0,33726.0,55605.0,767.0,42,52,34.0,23,7,895.0,0.02653738955108818,False
P01005,2025-01-10,Facebook,Institucional,Carrusel,0,15791.0,22878.0,71.0,4,6,10.0,2,0,91.0,0.005762776264961054,False
P01006,2025-01-10,TikTok,Efeméride,Vídeo corto,0,5060.0,6782.0,321.0,27,35,15.0,13,7,398.0,0.07865612648221344,False
P01007,2025-01-11,Instagram,Patrocinador,Vídeo corto,1,46140.0,58858.0,808.0,44,44,132.0,23,7,1028.0,0.022280017338534894,False
P01008,2025-01-11,Instagram,Institucional,Vídeo corto,1,22131.0,25599.0,503.0,27,52,31.0,12,8,613.0,0.027698703176539694,False
P01009,2025-01-11,Instagram,Resumen,Carrusel,1,32641.0,40537.0,1390.0,108,89,83.0,51,21,1670.0,0.05116264820318005,False
P01010,2025-01-11,Instagram,Fichajes,Imagen,1,38760.0,47647.0,2308.0,119,169,136.0,81,15,2732.0,0.07048503611971105,False
P01011,2025-01-11,Instagram,Directo,Carrusel,1,31904.0,51958.0,1789.0,134,171,190.0,71,38,2284.0,0.07158976930792377,False
P01012,2025-01-11,X,Institucional,Carrusel,1,12233.0,16217.0,103.0,6,6,13.0,2,1,128.0,0.010463500367857434,False
P01013,2025-01-11,X,Afición,Carrusel,1,11699.0,17793.0,253.0,18,15,38.0,7,5,324.0,0.02769467475852637,False
P01014,2025-01-11,Facebook,Entrenamiento,Carrusel,1,8675.0,10070.0,98.0,6,8,4.0,2,1,116.0,0.013371757925072046,False
P01015,2025-01-11,Facebook,Afición,Vídeo corto,1,33779.0,54100.0,469.0,42,28,55.0,23,7,594.0,0.01758489002042689,False
P01016,2025-01-11,TikTok,Directo,Vídeo corto,1,6964.0,10931.0,1507.0,79,123,214.0,44,17,1923.0,0.27613440551407237,False
P01017,2025-01-11,TikTok,Resumen,Vídeo corto,1,11599.0,16615.0,971.0,55,61,114.0,27,12,1201.0,0.1035434089145616,False
P01018,2025-01-11,TikTok,Afición,Vídeo corto,1,10569.0,12390.0,1578.0,151,80,150.0,81,33,1959.0,0.18535339199545842,False
P01019,2025-01-11,YouTube,Afición,Vídeo largo,1,9312.0,13768.0,250.0,16,15,33.0,8,3,314.0,0.03371993127147766,False
P01020,2025-01-12,Instagram,Patrocinador,Carrusel,0,15049.0,22145.0,326.0,17,30,43.0,9,3,416.0,0.027643032759651805,False
P01021,2025-01-12,X,Patrocinador,Texto,0,20053.0,29099.0,126.0,11,13,1.0,6,2,151.0,0.007530045379743679,False
P01022,2025-01-12,Facebook,Entrenamiento,Texto,0,23255.0,30634.0,141.0,8,13,8.0,4,1,170.0,0.007310255858955063,False
P01023,2025-01-12,Facebook,Institucional,Imagen,0,19812.0,25460.0,116.0,9,7,4.0,4,3,136.0,0.00686452654956592,False
P01024,2025-01-12,Facebook,Patrocinador,Imagen,0,31658.0,51062.0,95.0,5,6,8.0,2,0,114.0,0.003600985532882684,False
P01025,2025-01-12,YouTube,Efeméride,Vídeo largo,0,10175.0,14496.0,249.0,14,20,11.0,6,3,294.0,0.028894348894348894,False
P01026,2025-01-13,Instagram,Patrocinador,Carrusel,0,28448.0,44627.0,672.0,34,58,36.0,19,5,800.0,0.0281214848143982,False
P01027,2025-01-13,X,Entrenamiento,Texto,0,38185.0,62054.0,144.0,9,13,18.0,5,2,184.0,0.0048186460652088516,False
P01028,2025-01-13,Facebook,Entrenamiento,Vídeo corto,0,13196.0,17917.0,179.0,9,18,12.0,5,1,218.0,0.01652015762352228,False
P01029,2025-01-13,Facebook,Patrocinador,Imagen,0,6021.0,8527.0,30.0,1,3,2.0,0,0,36.0,0.005979073243647235,False
P01030,2025-01-13,TikTok,Fichajes,Vídeo corto,0,8969.0,12284.0,963.0,67,101,20.0,37,11,1151.0,0.12833091760508417,False
P01031,2025-01-13,TikTok,Afición,Vídeo corto,0,11682.0,13697.0,1223.0,112,88,73.0,53,32,1496.0,0.128060263653484,False
P01032,2025-01-13,YouTube,Fichajes,Vídeo largo,0,8429.0,10665.0,290.0,25,24,20.0,14,6,359.0,0.0425910546921343,False
P01033,2025-01-14,Instagram,Efeméride,Vídeo corto,0,47059.0,61565.0,3001.0,270,165,265.0,148,72,3701.0,0.07864595507766846,False
P01034,2025-01-14,X,Entrenamiento,Imagen,0,16716.0,21232.0,235.0,12,23,28.0,5,3,298.0,0.01782723139507059,False
P01035,2025-01-14,Facebook,Efeméride,Vídeo corto,0,19540.0,27664.0,152.0,14,16,1.0,6,3,183.0,0.009365404298874105,False
P01036,2025-01-14,YouTube,Institucional,Vídeo largo,0,16701.0,21360.0,156.0,13,9,11.0,8,2,189.0,0.0113166876234956,False
P01037,2025-01-14,YouTube,Entrenamiento,Vídeo largo,0,3926.0,5245.0,89.0,5,6,6.0,2,1,106.0,0.026999490575649515,False
P01038,2025-01-15,Instagram,Entrenamiento,Imagen,0,20269.0,26188.0,533.0,42,37,40.0,18,9,652.0,0.03216734915388031,False
P01039,2025-01-15,Instagram,Efeméride,Imagen,0,8476.0,10437.0,516.0,34,50,26.0,19,9,626.0,0.07385559226050023,False
P01040,2025-01-15,Facebook,Afición,Imagen,0,23869.0,29735.0,278.0,16,21,16.0,10,2,331.0,0.013867359336377729,False
P01041,2025-01-15,Facebook,Entrenamiento,Imagen,0,11955.0,17866.0,109.0,10,8,9.0,5,2,136.0,0.01137599330823923,False
P01042,2025-01-15,Facebook,Directo,Texto,0,10674.0,17482.0,183.0,10,13,19.0,4,2,225.0,0.021079258010118045,False
P01043,2025-01-15,YouTube,Fichajes,Vídeo largo,0,7098.0,8073.0,231.0,20,22,10.0,9,6,283.0,0.03987038602423218,False
P01044,2025-01-16,X,Directo,Imagen,0,31521.0,39287.0,726.0,44,72,24.0,25,9,866.0,0.027473747660289965,False
P01045,2025-01-16,X,Institucional,Texto,0,39482.0,46775.0,187.0,10,12,27.0,5,1,236.0,0.005977407426168887,False
P01046,2025-01-16,X,Patrocinador,Vídeo largo,0,15136.0,24421.0,127.0,8,12,11.0,4,1,158.0,0.010438689217758985,False
P01047,2025-01-16,Facebook,Previa,Imagen,0,22345.0,28054.0,250.0,21,24,10.0,13,4,305.0,0.013649586037144775,False
P01048,2025-01-16,Facebook,Resumen,Vídeo corto,0,11961.0,16508.0,252.0,18,14,34.0,9,3,318.0,0.026586405818911463,False
P01049,2025-01-16,YouTube,Entrenamiento,Vídeo largo,0,7395.0,12102.0,156.0,9,12,13.0,4,1,190.0,0.025693035835023664,False
P01050,2025-01-17,Instagram,Previa,Imagen,0,21680.0,30062.0,1355.0,112,131,79.5,59,25,1677.5,0.07737546125461255,False
P01051,2025-01-17,Instagram,Entrenamiento,Carrusel,0,31973.0,47552.0,974.0,63,98,22.0,33,13,1157.0,0.03618678259781691,False
P01052,2025-01-17,X,Previa,Imagen,0,25889.0,30678.0,357.0,27,36,19.0,14,5,439.0,0.016957008768202712,False
P01053,2025-01-17,X,Previa,Imagen,0,23077.0,27837.0,342.0,16,27,15.0,9,4,400.0,0.017333275555748148,False
P01054,2025-01-17,X,Resumen,Imagen,0,35379.0,49917.0,491.0,48,34,49.0,22,12,622.0,0.017581050905904633,False
P01055,2025-01-17,TikTok,Cantera,Vídeo corto,0,11405.0,18597.0,760.0,49,61,49.0,23,14,919.0,0.08057869355545813,False
P01056,2025-01-18,Instagram,Resumen,Vídeo corto,1,21365.0,26729.0,2832.0,230,284,46.0,144,36,3392.0,0.1587643341914346,False
P01057,2025-01-18,Instagram,Previa,Imagen,1,44644.0,60953.0,2011.0,192,147,158.0,123,28,2508.0,0.05617776184929666,False
P01058,2025-01-18,Instagram,Resumen,Imagen,1,44727.0,61131.0,2323.0,125,227,158.0,80,28,2833.0,0.06333981711270598,False
P01059,2025-01-18,Instagram,Resumen,Vídeo largo,1,40448.0,52236.0,1101.0,61,111,110.0,41,7,1383.0,0.03419204905063291,False
P01060,2025-01-18,Instagram,Afición,Vídeo corto,1,27001.0,40827.0,2562.0,174,167,276.0,103,40,3179.0,0.1177363801340691,False
P01061,2025-01-18,X,Directo,Vídeo corto,1,34097.0,39318.0,897.0,69,67,96.0,47,12,1129.0,0.03311141742675309,False
P01062,2025-01-18,X,Cantera,Texto,1,34630.0,43190.0,217.0,16,11,34.0,10,2,278.0,0.008027721628645682,False
P01063,2025-01-18,X,Directo,Texto,1,12201.0,16368.0,247.0,16,22,19.0,9,2,304.0,0.024915990492582574,False
P01064,2025-01-18,Facebook,Institucional,Vídeo corto,1,15148.0,22260.0,165.0,12,17,5.0,7,2,199.0,0.013137047795088461,False
P01065,2025-01-18,Facebook,Resumen,Vídeo corto,1,33762.0,50068.0,1166.0,68,99,135.0,45,13,1468.0,0.043480836443338666,False
P01066,2025-01-18,Facebook,Directo,Imagen,1,28832.0,45783.0,357.0,20,33,20.0,12,5,430.0,0.014913984461709212,False
P01067,2025-01-18,TikTok,Fichajes,Vídeo corto,1,4013.0,6391.0,931.0,80,63,24.0,50,11,1098.0,0.27361076501370546,False
P01068,2025-01-18,TikTok,Patrocinador,Vídeo corto,1,29024.0,44848.0,1297.0,87,127,145.0,62,9,1656.0,0.05705622932745314,False
P01069,2025-01-18,TikTok,Patrocinador,Vídeo corto,1,4220.0,6067.0,220.0,15,18,21.0,10,1,274.0,0.06492890995260664,False
P01070,2025-01-18,TikTok,Previa,Vídeo corto,1,13527.0,20908.0,1492.0,131,135,95.0,86,25,1853.0,0.13698528868189547,False
P01071,2025-01-18,YouTube,Resumen,Vídeo largo,1,7467.0,8980.0,477.0,45,30,27.0,28,9,579.0,0.07754118119726798,False
P01072,2025-01-19,Instagram,Cantera,Imagen,0,30380.0,26392.0,391.0,23,24,51.0,12,6,489.0,0.01609611586570112,False
P01073,2025-01-19,Facebook,Entrenamiento,Vídeo corto,0,13472.0,16415.0,157.0,10,9,8.0,5,2,184.0,0.013657957244655582,False
P01074,2025-01-19,Facebook,Entrenamiento,Carrusel,0,23314.0,30240.0,267.0,14,23,31.0,8,2,335.0,0.014369048640301965,False
P01075,2025-01-19,Facebook,Fichajes,Vídeo corto,0,15545.0,23126.0,415.0,40,24,25.0,20,11,504.0,0.03242200064329366,False
P01076,2025-01-19,Facebook,Efeméride,Vídeo corto,0,18636.0,22480.0,258.0,14,25,11.0,8,3,308.0,0.016527151749302426,False
P01077,2025-01-19,TikTok,Efeméride,Vídeo corto,0,7812.0,11376.0,784.0,43,49,91.0,24,9,967.0,0.12378392217101894,False
P01078,2025-01-19,YouTube,Fichajes,Vídeo largo,0,4219.0,5691.0,158.0,14,11,3.0,6,3,186.0,0.04408627636880778,False
P01079,2025-01-20,Instagram,Efeméride,Carrusel,0,27084.0,42723.0,762.0,41,54,78.0,18,12,935.0,0.03452222714517796,False
P01080,2025-01-20,Instagram,Resumen,Carrusel,0,20044.0,24096.0,1137.0,80,102,23.0,43,13,1342.0,0.06695270405108761,False
P01081,2025-01-20,X,Patrocinador,Texto,0,22244.0,27361.0,103.0,9,10,6.0,5,1,128.0,0.005754360726488042,False
P01082,2025-01-20,TikTok,Efeméride,Vídeo corto,0,26657.0,41081.0,1197.0,59,62,137.0,31,17,1455.0,0.05458228607870353,False
P01083,2025-01-20,TikTok,Directo,Vídeo corto,0,9787.0,14276.0,1359.0,75,142,66.0,36,18,1642.0,0.16777357719423724,False
P01084,2025-01-21,Instagram,Entrenamiento,Carrusel,0,22573.0,30079.0,1007.0,90,105,60.0,52,17,1262.0,0.05590750011075178,False
P01085,2025-01-21,Instagram,Resumen,Carrusel,0,30189.0,42320.0,1215.0,81,70,186.0,47,21,1552.0,0.051409453774553644,False
P01086,2025-01-21,Instagram,Entrenamiento,Vídeo corto,0,50314.0,81435.0,2989.0,165,185,231.0,87,42,3570.0,0.07095440632825854,False
P01087,2025-01-21,Instagram,Fichajes,Imagen,0,26351.0,33139.0,1252.0,96,102,27.0,49,26,1477.0,0.05605100375697317,False
P01088,2025-01-21,X,Entrenamiento,Vídeo largo,0,53689.0,72217.0,476.0,41,45,0.0,24,8,562.0,0.010467693568514966,False
P01089,2025-01-21,X,Patrocinador,Texto,0,17435.0,21831.0,99.0,8,5,5.0,4,1,117.0,0.006710639518210496,False
P01090,2025-01-21,X,Institucional,Texto,0,25994.0,35875.0,157.0,10,14,19.0,4,1,200.0,0.007694083249980764,False
P01091,2025-01-21,X,Fichajes,Texto,0,20735.0,29989.0,278.0,21,20,20.0,11,3,339.0,0.016349168073306004,False
P01092,2025-01-21,TikTok,Entrenamiento,Vídeo corto,0,10957.0,13907.0,775.0,70,59,64.0,38,12,968.0,0.0883453500045633,False
P01093,2025-01-22,Instagram,Cantera,Carrusel,0,21721.0,24580.0,612.0,58,41,29.0,26,14,740.0,0.03406841305648911,False
P01094,2025-01-22,X,Efeméride,Imagen,0,11680.0,17987.0,124.0,12,8,11.0,6,2,155.0,0.013270547945205479,False
P01095,2025-01-22,Facebook,Efeméride,Vídeo corto,0,29618.0,36143.0,223.0,15,18,26.0,9,3,282.0,0.009521237085556081,False
P01096,2025-01-22,Facebook,Cantera,Imagen,0,7213.0,11486.0,55.0,2,4,5.0,0,0,66.0,0.009150145570497712,False
P01097,2025-01-23,X,Patrocinador,Vídeo corto,0,8164.0,10825.0,124.0,8,12,9.0,4,1,153.0,0.01874081332680059,False
P01098,2025-01-23,X,Fichajes,Vídeo corto,0,20562.0,27257.0,893.0,72,57,25.0,38,15,1047.0,0.0509191712868398,False
P01099,2025-01-23,X,Entrenamiento,Vídeo corto,0,35077.0,49437.0,758.0,62,70,6.0,35,9,896.0,0.02554380363200958,False
P01100,2025-01-23,Facebook,Patrocinador,Imagen,0,5800.0,9374.0,21.0,2,1,2.0,1,0,26.0,0.004482758620689655,False
P01101,2025-01-23,YouTube,Directo,Vídeo corto,0,7060.0,10613.0,641.0,34,56,57.0,17,7,788.0,0.11161473087818696,True
P01102,2025-01-24,Instagram,Patrocinador,Imagen,0,32970.0,51086.0,732.0,59,74,60.0,28,12,925.0,0.028055808310585382,False
P01103,2025-01-24,Instagram,Fichajes,Imagen,0,8186.0,10400.0,592.0,35,41,68.0,18,6,736.0,0.0899096017591009,False
P01104,2025-01-24,X,Efeméride,Texto,0,41412.0,60903.0,281.0,23,24,9.0,12,5,337.0,0.008137737853762194,False
P01105,2025-01-24,X,Afición,Imagen,0,28432.0,34092.0,469.0,34,46,20.0,19,8,569.0,0.02001266178953292,False
P01106,2025-01-24,Facebook,Resumen,Imagen,0,8547.0,11580.0,83.0,6,8,7.0,3,1,104.0,0.012168012168012167,False
P01107,2025-01-24,Facebook,Entrenamiento,Carrusel,0,23932.0,31423.0,265.0,13,18,16.0,5,2,312.0,0.013036937990974428,False
P01108,2025-01-24,YouTube,Patrocinador,Vídeo corto,0,6644.0,7548.0,196.0,14,10,18.0,7,2,238.0,0.0358217940999398,False
P01109,2025-01-25,Instagram,Afición,Vídeo corto,1,59491.0,92851.0,2227.0,194,185,41.0,67,44,2647.0,0.044494125161789175,False
P01110,2025-01-25,Instagram,Patrocinador,Texto,1,67465.0,107887.0,560.0,45,28,33.0,18,9,666.0,0.009871785370191951,False
P01111,2025-01-25,Instagram,Previa,Vídeo corto,1,32813.0,45050.0,3103.0,233,328,275.0,96,51,3939.0,0.12004388504556121,False
P01112,2025-01-25,Instagram,Entrenamiento,Carrusel,1,32653.0,44280.0,1024.0,74,53,133.0,34,20,1284.0,0.03932257372982574,False
P01113,2025-01-25,Instagram,Fichajes,Imagen,1,37863.0,61092.0,1952.0,141,170,177.0,36,40,2440.0,0.06444285978395796,False
P01114,2025-01-25,X,Previa,Imagen,1,19788.0,26141.0,157.0,13,14,17.0,4,3,201.0,0.01015767131594906,False
P01115,2025-01-25,X,Resumen,Imagen,1,18754.0,23028.0,250.0,13,18,28.0,3,4,309.0,0.016476485016529808,False
P01116,2025-01-25,X,Resumen,Imagen,1,32141.0,50041.0,486.0,36,49,5.0,11,10,576.0,0.01792103543760306,False
P01117,2025-01-25,Facebook,Resumen,Vídeo corto,1,19079.0,29301.0,355.0,25,18,23.0,11,6,421.0,0.02206614602442476,False
P01118,2025-01-25,Facebook,Previa,Vídeo corto,1,16834.0,21755.0,242.0,13,24,19.0,5,3,298.0,0.01770226921706071,False
P01119,2025-01-25,Facebook,Directo,Carrusel,1,17469.0,21378.0,201.0,15,14,24.0,5,4,254.0,0.014540042360753335,False
P01120,2025-01-25,TikTok,Afición,Vídeo corto,1,13818.0,16611.0,1469.0,114,157,79.0,42,33,1819.0,0.1316398899985526,False
P01121,2025-01-25,TikTok,Resumen,Vídeo corto,1,29535.0,36149.0,2994.0,260,303,241.0,74,115,3798.0,0.12859319451498222,False
P01122,2025-01-25,YouTube,Institucional,Vídeo corto,1,14090.0,17512.0,270.0,13,26,25.0,3,5,334.0,0.023704755145493257,False
P01123,2025-01-25,YouTube,Resumen,Vídeo largo,1,3426.0,4073.0,87.0,4,5,6.0,0,1,102.0,0.0297723292469352,False
P01124,2025-01-26,Instagram,Entrenamiento,Vídeo corto,0,23598.0,29263.0,1096.0,79,115,52.0,41,24,1342.0,0.05686922620561064,False
P01125,2025-01-26,Instagram,Fichajes,Carrusel,0,43776.0,66251.0,4242.0,224,430,77.0,108,50,4973.0,0.11360105994152046,False
P01126,2025-01-26,Instagram,Patrocinador,Vídeo corto,0,21112.0,25191.0,558.0,51,43,6.0,30,10,658.0,0.03116710875331565,False
P01127,2025-01-26,Instagram,Fichajes,Vídeo largo,0,20650.0,25510.0,728.0,52,79,50.0,31,9,909.0,0.044019370460048425,False
P01128,2025-01-26,X,Entrenamiento,Texto,0,28016.0,39164.0,254.0,21,15,19.0,11,5,309.0,0.011029411764705883,False
P01129,2025-01-26,TikTok,Cantera,Vídeo corto,0,7004.0,11101.0,363.0,33,20,38.0,15,7,454.0,0.06482010279840092,False
P01130,2025-01-26,YouTube,Patrocinador,Vídeo largo,0,10136.0,12327.0,158.0,11,11,14.0,6,1,194.0,0.019139700078926597,False
P01131,2025-01-27,Facebook,Entrenamiento,Imagen,0,14546.0,19632.0,121.0,8,6,10.0,5,1,145.0,0.00996837618589303,False
P01132,2025-01-27,Facebook,Cantera,Texto,0,25923.0,35956.0,109.0,10,7,7.0,5,1,133.0,0.005130579022489681,False
P01133,2025-01-27,TikTok,Entrenamiento,Vídeo corto,0,8121.0,9209.0,592.0,47,30,53.0,22,9,722.0,0.08890530722817387,False
P01134,2025-01-27,YouTube,Entrenamiento,Vídeo corto,0,4747.0,7711.0,230.0,14,22,20.0,6,2,286.0,0.06024857804929429,False
P01135,2025-01-28,Instagram,Entrenamiento,Imagen,0,35483.0,49534.0,1365.0,77,146,57.0,37,23,1645.0,0.04636022884198067,False
P01136,2025-01-28,Instagram,Entrenamiento,Imagen,0,25840.0,31576.0,1065.0,77,81,60.0,39,21,1283.0,0.04965170278637771,False
P01137,2025-01-28,X,Patrocinador,Imagen,0,19116.0,27470.0,91.0,8,5,8.0,4,1,112.0,0.005858966310943712,False
P01138,2025-01-28,X,Afición,Texto,0,20536.0,26134.0,281.0,23,29,1.0,11,5,334.0,0.016264121542656797,False
P01139,2025-01-28,Facebook,Efeméride,Imagen,0,33164.0,47835.0,263.0,20,27,23.0,10,4,333.0,0.010041008322277167,False
P01140,2025-01-28,Facebook,Afición,Texto,0,12171.0,17822.0,68.0,3,5,7.0,1,0,83.0,0.006819488949141402,False
P01141,2025-01-29,Instagram,Entrenamiento,Imagen,0,26233.0,42102.0,985.0,57,49,117.0,29,15,1208.0,0.0460488697442153,False
P01142,2025-01-29,Instagram,Institucional,Vídeo corto,0,15539.0,17940.0,483.0,28,29,42.0,12,6,582.0,0.03745414762854753,False
P01143,2025-01-29,Instagram,Entrenamiento,Imagen,0,22152.0,35589.0,562.0,43,31,47.0,24,11,683.0,0.030832430480317804,False
P01144,2025-01-29,Instagram,Directo,Imagen,0,25647.0,35720.0,1351.0,74,100,186.0,45,11,1711.0,0.0667134557648068,False
P01145,2025-01-29,X,Patrocinador,Texto,0,24519.0,32665.0,94.0,6,9,9.0,3,0,118.0,0.0048125943146131575,False
P01146,2025-01-29,X,Afición,Vídeo largo,0,34667.0,54473.0,425.0,34,33,30.0,15,10,522.0,0.015057547523581504,False
P01147,2025-01-29,Facebook,Efeméride,Vídeo corto,0,32394.0,45651.0,448.0,40,35,24.0,24,7,547.0,0.0168858430573563,False
P01148,2025-01-29,Facebook,Afición,Vídeo corto,0,17765.0,26700.0,289.0,27,25,27.0,14,6,368.0,0.020714888826343935,False
P01149,2025-01-29,YouTube,Entrenamiento,Vídeo largo,0,5781.0,7081.0,84.0,6,4,13.0,3,1,107.0,0.01850890849334025,False
P01150,2025-01-29,YouTube,Entrenamiento,Vídeo corto,0,4175.0,7711.0,120.0,9,6,13.0,4,2,148.0,0.03544910179640719,False
P01151,2025-01-30,Instagram,Entrenamiento,Carrusel,0,21473.0,24801.0,921.0,52,70,122.0,27,13,1165.0,0.054254179667489404,False
P01152,2025-01-30,X,Fichajes,Imagen,0,20687.0,34046.0,333.0,27,33,31.0,18,3,424.0,0.020495963648668247,False
P01153,2025-01-31,Instagram,Fichajes,Imagen,0,13175.0,15120.0,895.0,63,92,90.0,36,14,1140.0,0.08652751423149906,False
P01154,2025-01-31,X,Institucional,Imagen,0,8107.0,10934.0,102.0,9,8,0.0,4,1,119.0,0.014678672751942765,False
P01155,2025-01-31,X,Institucional,Texto,0,10938.0,13237.0,49.0,2,3,7.0,1,0,61.0,0.005576887913695374,False
P01156,2025-01-31,TikTok,Afición,Vídeo corto,0,7553.0,9769.0,916.0,57,75,38.0,28,17,1086.0,0.14378392691645703,False
P01157,2025-02-01,Instagram,Afición,Texto,1,34343.0,54791.0,737.0,59,73,0.0,16,27,869.0,0.025303555309670094,False
P01158,2025-02-01,Instagram,Patrocinador,Carrusel,1,34936.0,53501.0,411.0,32,25,47.0,10,12,515.0,0.014741241126631555,False
P01159,2025-02-01,Instagram,Directo,Vídeo corto,1,14158.0,18822.0,829.0,71,86,0.0,16,23,986.0,0.069642604887696,False
P01160,2025-02-01,X,Efeméride,Vídeo corto,1,15378.0,22048.0,247.0,12,12,20.0,4,3,291.0,0.01892313694888802,False
P01161,2025-02-01,X,Resumen,Texto,1,18191.0,26778.0,263.0,16,19,24.0,4,4,322.0,0.01770106096421307,False
P01162,2025-02-01,X,Previa,Imagen,1,16380.0,25155.0,167.0,16,11,10.0,5,4,204.0,0.012454212454212455,False
P01163,2025-02-01,X,Directo,Imagen,1,22209.0,35740.0,356.0,23,27,10.0,5,7,416.0,0.018731145031293618,False
P01164,2025-02-01,X,Afición,Vídeo corto,1,33010.0,47878.0,907.0,69,71,15.0,19,30,1062.0,0.03217206906997879,False
P01165,2025-02-01,Facebook,Cantera,Imagen,1,14842.0,21758.0,84.0,5,7,8.0,2,1,104.0,0.007007141894623366,False
P01166,2025-02-01,Facebook,Afición,Vídeo corto,1,15386.0,19973.0,379.0,26,37,8.0,10,5,450.0,0.02924736773690368,False
P01167,2025-02-01,Facebook,Resumen,Imagen,1,14266.0,19939.0,233.0,16,24,0.0,4,4,273.0,0.019136408243375858,False
P01168,2025-02-01,Facebook,Entrenamiento,Vídeo largo,1,35515.0,46353.0,189.0,8,12,15.0,1,2,224.0,0.0063071941433197245,False
P01169,2025-02-01,Facebook,Directo,Imagen,1,15347.0,23033.0,150.0,14,14,0.0,3,5,178.0,0.011598357985273994,False
P01170,2025-02-01,TikTok,Resumen,Vídeo corto,1,21072.0,32065.0,2097.0,175,217,66.0,63,56,2555.0,0.12125094912680334,False
P01171,2025-02-01,TikTok,Afición,Vídeo corto,1,8966.0,14183.0,564.0,27,38,51.0,7,11,680.0,0.07584207004238233,False
P01172,2025-02-01,YouTube,Afición,Vídeo corto,1,7584.0,9892.0,263.0,16,13,31.0,4,7,323.0,0.042589662447257384,False
P01173,2025-02-01,YouTube,Efeméride,Vídeo largo,1,5450.0,6524.0,96.0,6,6,14.0,2,1,122.0,0.02238532110091743,False
P01174,2025-02-02,X,Entrenamiento,Vídeo corto,0,13708.0,17175.0,172.0,13,9,15.0,4,3,209.0,0.015246571345199883,False
P01175,2025-02-02,X,Resumen,Imagen,0,25298.0,29370.0,504.0,31,50,9.0,16,5,594.0,0.023480117005296862,False
P01176,2025-02-02,Facebook,Entrenamiento,Carrusel,0,19161.0,30388.0,232.0,16,19,15.0,6,5,282.0,0.014717394708000627,False
P01177,2025-02-02,Facebook,Fichajes,Imagen,0,10328.0,13222.0,148.0,9,11,5.0,5,1,173.0,0.01675058094500387,False
P01178,2025-02-02,Facebook,Entrenamiento,Carrusel,0,7834.0,9110.0,52.0,2,3,9.0,1,0,66.0,0.008424814909369416,False
P01179,2025-02-03,Instagram,Entrenamiento,Vídeo corto,0,40356.0,65006.0,2493.0,192,124,108.0,108,51,2917.0,0.07228169293289721,False
P01180,2025-02-03,YouTube,Entrenamiento,Vídeo largo,0,2770.0,4165.0,64.0,5,4,3.0,2,0,76.0,0.027436823104693142,False
P01181,2025-02-03,YouTube,Afición,Vídeo largo,0,5983.0,9010.0,125.0,11,12,10.0,6,2,158.0,0.026408156443255892,False
P01182,2025-02-04,X,Patrocinador,Texto,0,18532.0,29090.0,87.0,6,4,6.0,2,1,103.0,0.0055579538096265915,False
P01183,2025-02-04,Facebook,Efeméride,Vídeo corto,0,25445.0,29801.0,588.0,30,29,50.0,18,7,697.0,0.027392415012772647,False
P01184,2025-02-04,Facebook,Efeméride,Texto,0,14749.0,21577.0,90.0,8,8,7.0,4,1,113.0,0.0076615363753474814,False
P01185,2025-02-04,Facebook,Entrenamiento,Carrusel,0,10963.0,12707.0,73.0,6,7,7.0,3,1,93.0,0.008483079449055915,False
P01186,2025-02-04,TikTok,Fichajes,Vídeo corto,0,6351.0,8548.0,692.0,66,62,31.0,37,14,851.0,0.13399464651236026,False
