jornada,jugador_id,ventana,menciones,sent_positivo,sent_negativo,sent_neutro
34,J20,Pre,241,72,86,83
34,J20,Post,93,49,20,24
34,J21,Pre,262,98,82,82
34,J21,Post,49,23,14,12
34,J22,Pre,252,127,65,60
34,J22,Post,608,151,165,292
34,J23,Pre,204,74,70,60
34,J23,Post,522,119,229,174
34,J24,Pre,272,105,91,76
34,J24,Post,928,435,269,224
34,J25,Pre,123,43,47,33
34,J25,Post,846,444,204,198
35,J01,Pre,32,15,9,8
35,J01,Post,198,89,43,66
35,J02,Pre,210,86,53,71
35,J02,Post,83,37,18,28
35,J03,Pre,116,43,40,33
35,J03,Post,361,181,67,113
35,J04,Pre,168,59,57,52
35,J04,Post,335,180,66,89
35,J05,Pre,105,49,32,24
35,J05,Post,31,15,6,10
35,J06,Pre,71,24,26,21
35,J06,Post,286,124,82,80
35,J07,Pre,121,53,37,31
35,J07,Post,93,46,25,22
35,J08,Pre,93,39,21,33
35,J08,Post,152,64,44,44
35,J09,Pre,212,95,52,65
35,J09,Post,431,212,104,115
35,J10,Pre,114,43,33,38
35,J10,Post,220,122,53,45
35,J11,Pre,183,63,55,65
35,J11,Post,238,97,75,66
35,J12,Pre,129,60,41,28
35,J12,Post,294,153,62,79
35,J13,Pre,136,68,29,39
35,J13,Post,345,191,58,96
35,J14,Pre,31,14,7,10
35,J14,Post,8,3,1,4
35,J15,Pre,48,19,13,16
35,J15,Post,43,23,9,11
35,J16,Pre,73,30,21,22
35,J16,Post,158,69,41,48
35,J17,Pre,147,59,35,53
35,J17,Post,488,303,83,102
35,J18,Pre,270,104,95,71
35,J18,Post,126,50,38,38
35,J19,Pre,133,57,39,37
35,J19,Post,242,125,50,67
35,J20,Pre,235,108,75,52
35,J20,Post,61,28,17,16
35,J21,Pre,287,155,61,71
35,J21,Post,82,36,19,27
35,J22,Pre,283,105,106,72
35,J22,Post,65,33,15,17
35,J23,Pre,205,93,49,63
35,J23,Post,516,251,143,122
35,J24,Pre,166,67,58,41
35,J24,Post,564,226,199,139
35,J25,Pre,234,111,54,69
35,J25,Post,833,558,149,126
36,J01,Pre,63,17,20,26
36,J01,Post,142,67,29,46
36,J02,Pre,65,20,25,20
36,J02,Post,0,0,0,0
36,J03,Pre,134,52,47,35
36,J03,Post,254,135,69,50
36,J04,Pre,186,71,65,50
36,J04,Post,1007,627,136,244
36,J05,Pre,130,48,38,44
36,J05,Post,507,252,135,120
36,J06,Pre,51,16,20,15
36,J06,Post,182,80,59,43
36,J07,Pre,121,46,36,39
36,J07,Post,341,181,67,93
36,J08,Pre,34,14,11,9
36,J08,Post,53,26,13,14
36,J09,Pre,51,20,14,17
36,J09,Post,21,10,6,5
36,J10,Pre,80,28,24,28
36,J10,Post,69,37,12,20
36,J11,Pre,127,48,29,50
36,J11,Post,233,95,73,65
36,J12,Pre,100,42,26,32
36,J12,Post,336,153,64,119
36,J13,Pre,130,35,33,62
36,J13,Post,283,134,65,84
36,J14,Pre,53,20,14,19
36,J14,Post,21,9,5,7
36,J15,Pre,38,12,11,15
36,J15,Post,6,2,1,3
36,J16,Pre,90,31,30,29
36,J16,Post,48,23,9,16
36,J17,Pre,128,57,28,43
36,J17,Post,185,57,49,79
36,J18,Pre,262,123,78,61
36,J18,Post,667,341,141,185
36,J19,Pre,167,51,66,50
36,J19,Post,44,20,11,13
36,J20,Pre,169,51,55,63
36,J20,Post,455,180,155,120
36,J21,Pre,123,52,26,45
36,J21,Post,466,203,132,131
36,J22,Pre,276,105,92,79
36,J22,Post,574,242,160,172
36,J23,Pre,247,71,84,92
36,J23,Post,350,177,99,74
36,J24,Pre,151,65,43,43
36,J24,Post,147,77,30,40
36,J25,Pre,128,46,37,45
36,J25,Post,477,280,87,110
37,J01,Pre,95,38,29,28
37,J01,Post,120,47,40,33
37,J02,Pre,249,126,67,56
37,J02,Post,79,41,15,23
37,J03,Pre,216,100,64,52
37,J03,Post,29,12,9,8
37,J04,Pre,268,123,58,87
37,J04,Post,422,180,103,139
37,J05,Pre,300,142,74,84
37,J05,Post,362,189,82,91
37,J06,Pre,102,49,19,34
37,J06,Post,71,34,20,17
37,J07,Pre,142,71,33,38
37,J07,Post,45,23,11,11
37,J08,Pre,100,51,29,20
37,J08,Post,5,2,1,2
37,J09,Pre,245,108,60,77
37,J09,Post,425,257,70,98
37,J10,Pre,119,66,22,31
37,J10,Post,211,106,45,60
37,J11,Pre,112,58,28,26
37,J11,Post,0,0,0,0
37,J12,Pre,230,114,47,69
37,J12,Post,358,172,86,100
37,J13,Pre,237,105,70,62
37,J13,Post,435,188,117,130
37,J14,Pre,45,22,8,15
37,J14,Post,95,43,28,24
37,J15,Pre,71,32,16,23
37,J15,Post,134,72,22,40
37,J16,Pre,111,60,24,27
37,J16,Post,187,83,43,61
37,J17,Pre,136,63,34,39
37,J17,Post,292,118,64,110
37,J18,Pre,305,170,50,85
37,J18,Post,97,41,30,26
37,J19,Pre,155,72,37,46
37,J19,Post,364,230,62,72
37,J20,Pre,133,53,33,47
37,J20,Post,403,209,99,95
37,J21,Pre,257,127,53,77
37,J21,Post,27,10,8,9
37,J22,Pre,233,122,65,46
37,J22,Post,80,39,21,20
37,J23,Pre,372,184,76,112
37,J23,Post,514,256,145,113
37,J24,Pre,243,108,79,56
37,J24,Post,447,180,150,117
37,J25,Pre,167,82,34,51
37,J25,Post,417,182,90,145
38,J01,Pre,67,33,13,21
38,J01,Post,24,8,7,9
38,J02,Pre,149,80,32,37
38,J02,Post,480,262,126,92
38,J03,Pre,257,122,72,63
38,J03,Post,241,110,63,68
38,J04,Pre,330,180,60,90
38,J04,Post,545,232,168,145
38,J05,Pre,128,70,24,34
38,J05,Post,395,195,100,100
38,J06,Pre,124,72,26,26
38,J06,Post,260,138,57,65
38,J07,Pre,119,64,19,36
38,J07,Post,417,218,89,110
38,J08,Pre,114,47,23,44
38,J08,Post,17,9,3,5
38,J09,Pre,179,90,38,51
38,J09,Post,404,220,80,104
38,J10,Pre,112,54,28,30
38,J10,Post,18,9,4,5
38,J11,Pre,145,78,31,36
38,J11,Post,430,233,77,120
38,J12,Pre,232,97,69,66
38,J12,Post,389,221,69,99
38,J13,Pre,148,87,34,27
38,J13,Post,375,199,79,97
38,J14,Pre,64,32,17,15
38,J14,Post,110,42,31,37
38,J15,Pre,39,20,7,12
38,J15,Post,10,4,2,4
38,J16,Pre,135,59,32,44
38,J16,Post,23,11,5,7
38,J17,Pre,135,73,34,28
38,J17,Post,3,1,0,2
38,J18,Pre,290,146,80,64
38,J18,Post,61,30,12,19
38,J19,Pre,182,105,38,39
38,J19,Post,41,17,13,11
38,J20,Pre,279,146,74,59
38,J20,Post,604,236,152,216
38,J21,Pre,287,154,56,77
38,J21,Post,677,381,108,188
38,J22,Pre,250,144,54,52
38,J22,Post,574,273,164,137
38,J23,Pre,348,187,92,69
38,J23,Post,678,393,135,150
38,J24,Pre,277,166,65,46
38,J24,Post,114,52,36,26
38,J25,Pre,235,114,55,66
38,J25,Post,439,218,95,126
39,J01,Pre,103,57,26,20
39,J01,Post,205,124,46,35
39,J02,Pre,276,130,66,80
39,J02,Post,432,291,54,87
39,J03,Pre,106,58,27,21
39,J03,Post,76,33,21,22
39,J04,Pre,304,150,65,89
39,J04,Post,520,276,125,119
39,J05,Pre,185,96,32,57
39,J05,Post,46,18,12,16
39,J06,Pre,120,55,35,30
39,J06,Post,286,189,43,54
39,J07,Pre,193,88,54,51
39,J07,Post,521,373,62,86
39,J08,Pre,104,56,18,30
39,J08,Post,254,161,43,50
39,J09,Pre,248,116,76,56
39,J09,Post,461,262,102,97
39,J10,Pre,117,60,28,29
39,J10,Post,224,134,49,41
39,J11,Pre,111,61,23,27
39,J11,Post,125,60,37,28
39,J12,Pre,154,77,41,36
39,J12,Post,75,30,23,22
39,J13,Pre,200,109,40,51
39,J13,Post,13,5,4,4
39,J14,Pre,66,32,17,17
39,J14,Post,110,64,24,22
39,J15,Pre,81,37,17,27
39,J15,Post,194,133,23,38
39,J16,Pre,77,50,13,14
39,J16,Post,43,20,11,12
39,J17,Pre,253,147,39,67
39,J17,Post,56,29,12,15
39,J18,Pre,251,134,59,58
39,J18,Post,984,727,152,105
39,J19,Pre,190,112,30,48
39,J19,Post,438,284,91,63
39,J20,Pre,248,132,47,69
39,J20,Post,30,14,6,10
39,J21,Pre,202,123,27,52
39,J21,Post,790,539,108,143
39,J22,Pre,300,144,78,78
39,J22,Post,1327,1159,86,82
39,J23,Pre,305,147,75,83
39,J23,Post,606,333,159,114
39,J24,Pre,310,138,97,75
39,J24,Post,847,523,168,156
39,J25,Pre,138,62,33,43
39,J25,Post,115,68,23,24
40,J01,Pre,100,49,18,33
40,J01,Post,18,10,2,6
40,J02,Pre,201,87,57,57
40,J02,Post,93,53,14,26
40,J03,Pre,214,96,56,62
40,J03,Post,396,133,149,114
40,J04,Pre,152,82,36,34
40,J04,Post,737,254,271,212
40,J05,Pre,211,115,56,40
40,J05,Post,78,35,20,23
40,J06,Pre,134,53,39,42
40,J06,Post,236,95,63,78
40,J07,Pre,197,110,48,39
40,J07,Post,0,0,0,0
40,J08,Pre,105,51,31,23
40,J08,Post,131,28,60,43
40,J09,Pre,135,74,28,33
40,J09,Post,420,156,137,127
40,J10,Pre,97,48,26,23
40,J10,Post,135,39,34,62
40,J11,Pre,233,106,46,81
40,J11,Post,219,55,58,106
40,J12,Pre,89,45,18,26
40,J12,Post,415,142,103,170
40,J13,Pre,152,60,38,54
40,J13,Post,32,17,5,10
40,J14,Pre,50,24,9,17
40,J14,Post,63,12,27,24
40,J15,Pre,79,37,21,21
40,J15,Post,7,2,1,4
40,J16,Pre,54,23,17,14
40,J16,Post,187,53,70,64
40,J17,Pre,101,63,16,22
40,J17,Post,277,59,106,112
40,J18,Pre,251,125,53,73
40,J18,Post,673,251,210,212
40,J19,Pre,159,88,41,30
40,J19,Post,437,189,113,135
40,J20,Pre,321,150,62,109
40,J20,Post,383,84,178,121
40,J21,Pre,312,155,91,66
40,J21,Post,465,132,178,155
40,J22,Pre,271,135,76,60
40,J22,Post,275,67,76,132
40,J23,Pre,240,117,52,71
40,J23,Post,263,113,80,70
40,J24,Pre,325,159,68,98
40,J24,Post,50,23,9,18
40,J25,Pre,270,114,66,90
40,J25,Post,146,79,35,32
41,J01,Pre,55,31,12,12
41,J01,Post,29,14,8,7
41,J02,Pre,142,71,35,36
41,J02,Post,361,179,96,86
41,J03,Pre,150,70,31,49
41,J03,Post,289,126,59,104
41,J04,Pre,228,103,61,64
41,J04,Post,523,339,93,91
41,J05,Pre,166,81,48,37
41,J05,Post,83,40,23,20
41,J06,Pre,160,83,34,43
41,J06,Post,284,162,53,69
41,J07,Pre,146,66,43,37
41,J07,Post,420,265,78,77
41,J08,Pre,78,45,16,17
41,J08,Post,166,77,48,41
41,J09,Pre,256,142,55,59
41,J09,Post,308,148,61,99
41,J10,Pre,101,43,31,27
41,J10,Post,2,0,0,2
41,J11,Pre,164,75,40,49
41,J11,Post,42,20,10,12
41,J12,Pre,175,74,38,63
41,J12,Post,424,236,101,87
41,J13,Pre,147,63,46,38
41,J13,Post,12,5,2,5
41,J14,Pre,45,19,13,13
41,J14,Post,101,54,22,25
41,J15,Pre,54,25,16,13
41,J15,Post,130,63,35,32
41,J16,Pre,69,34,14,21
41,J16,Post,40,21,7,12
41,J17,Pre,111,52,32,27
41,J17,Post,240,116,71,53
41,J18,Pre,244,124,54,66
41,J18,Post,685,387,148,150
41,J19,Pre,121,67,20,34
41,J19,Post,66,29,15,22
41,J20,Pre,204,70,76,58
41,J20,Post,356,141,82,133
41,J21,Pre,240,104,51,85
41,J21,Post,10,4,2,4
41,J22,Pre,380,178,77,125
41,J22,Post,605,275,116,214
41,J23,Pre,205,110,56,39
41,J23,Post,413,183,113,117
41,J24,Pre,251,133,67,51
41,J24,Post,103,49,26,28
41,J25,Pre,184,91,37,56
41,J25,Post,649,426,105,118
42,J01,Pre,95,54,20,21
42,J01,Post,193,96,49,48
42,J02,Pre,229,134,36,59
42,J02,Post,36,19,8,9
42,J03,Pre,168,88,34,46
42,J03,Post,357,156,112,89
42,J04,Pre,363,217,51,95
42,J04,Post,570,399,102,69
42,J05,Pre,260,141,59,60
42,J05,Post,148,66,32,50
42,J06,Pre,125,67,28,30
42,J06,Post,0,0,0,0
42,J07,Pre,190,105,42,43
42,J07,Post,393,140,142,111
42,J08,Pre,78,38,14,26
42,J08,Post,2,0,0,2
42,J09,Pre,278,142,63,73
42,J09,Post,483,196,121,166
42,J10,Pre,81,42,16,23
42,J10,Post,186,93,40,53
42,J11,Pre,261,123,73,65
42,J11,Post,333,156,101,76
42,J12,Pre,295,181,44,70
42,J12,Post,348,186,65,97
42,J13,Pre,233,122,59,52
42,J13,Post,127,62,31,34
42,J14,Pre,69,46,13,10
42,J14,Post,100,51,16,33
42,J15,Pre,52,27,12,13
42,J15,Post,143,72,26,45
42,J16,Pre,108,64,25,19
42,J16,Post,202,79,64,59
42,J17,Pre,143,87,23,33
42,J17,Post,322,132,67,123
42,J18,Pre,363,217,69,77
42,J18,Post,93,35,24,34
42,J19,Pre,195,94,39,62
42,J19,Post,113,56,30,27
42,J20,Pre,330,184,71,75
42,J20,Post,129,57,31,41
42,J21,Pre,293,155,60,78
42,J21,Post,119,52,29,38
42,J22,Pre,392,180,79,133
42,J22,Post,630,369,138,123
42,J23,Pre,374,211,84,79
42,J23,Post,605,304,109,192
42,J24,Pre,257,147,49,61
42,J24,Post,1189,862,129,198
42,J25,Pre,227,101,47,79
42,J25,Post,452,224,132,96
